# Argument List:
# Name = hot10
# peak file = hot10.bed
# gene pos to peak = up,down
# distance = 2000 bp
# genome = ../../../bin/peak2gene/hg19.refGene
# Output symbol as gene name = True
#chrom	pStart	pEnd	pName	pScore	NA	gene	strand	TSS2pCenter
chr1	146713859	146715019	15	0	0	CHD1L	+	-149
chr1	147735286	147736206	19	0	0			
chr1	147736935	147737735	20	0	0			
chr1	147806426	147807415	15	0	0			
chr1	147825453	147826007	12	0	0			
chr1	148241271	148241905	15	0	0			
chr1	148247380	148248407	14	0	0			
chr1	149294426	149294954	16	0	0			
chr1	149856666	149860445	39	0	0	HIST2H2AC|HIST2H2BE|HIST2H2AB	+|-|-	-31|323|-911
chr1	149870810	149871457	12	0	0	BOLA1	+	21
chr1	149899402	149900224	13	0	0	SF3B4	-	111
chr1	149982366	149983074	17	0	0	OTUD7B	-	34
chr1	150039078	150040051	19	0	0	VPS45	+	-223
chr1	150185648	150186556	10	0	0			
chr1	150207983	150209674	15	0	0	ANP32E|ANP32E|ANP32E	-|-|-	324|1802|324
chr1	150241067	150241822	13	0	0	APH1A|APH1A	-|-	-88|-88
chr1	150253582	150255096	12	0	0	C1orf51	+	889
chr1	150266004	150266698	12	0	0	MRPS21|MRPS21	+|+	-83|-83
chr1	150293589	150294482	12	0	0	PRPF3	+	-108
chr1	150459489	150460212	20	0	0	TARS2	+	69
chr1	150533157	150535236	26	0	0			
chr1	150540460	150541055	10	0	0			
chr1	150550839	150552610	15	0	0	MCL1|MCL1	-|-	-412|-412
chr1	150577071	150577701	14	0	0			
chr1	150583865	150584617	14	0	0			
chr1	150585780	150586455	10	0	0			
chr1	150601465	150602596	10	0	0	ENSA|ENSA|ENSA|ENSA|ENSA|ENSA|ENSA|ENSA	-|-|-|-|-|-|-|-	-68|-68|-68|-68|421|421|421|-68
chr1	15068446	15069207	11	0	0			
chr1	150848789	150849989	11	0	0	ARNT|ARNT	-|-	203|203
chr1	150898431	150899267	22	0	0	SETDB1|SETDB1|SETDB1	+|+|+	-35|-35|-25
chr1	151042730	151043981	28	0	0	GABPB2	+	-276
chr1	151138186	151139059	23	0	0	LYSMD1|SCNM1|LYSMD1	-|+|-	198|-106|252
chr1	151162430	151163077	15	0	0	VPS72	-	113
chr1	151167638	151168242	13	0	0			
chr1	151170268	151171722	12	0	0	PIP5K1A|PIP5K1A|PIP5K1A|PIP5K1A	+|+|+|+	25|25|25|25
chr1	151226894	151227626	11	0	0	PSMD4	+	-64
chr1	151253412	151255429	24	0	0	ZNF687	+	370
chr1	151371657	151372397	20	0	0	PSMB4	+	13
chr1	151431674	151432269	10	0	0	POGZ|POGZ|POGZ|POGZ	-|-|-|-	30|30|30|30
chr1	151519420	151520239	20	0	0	MIR554	+	-1558
chr1	151521145	151521737	10	0	0			
chr1	151568860	151569484	15	0	0			
chr1	151583695	151584978	15	0	0	SNX27	+	325
chr1	151735701	151736300	11	0	0	OAZ3|MRPL9	+|-	-556|-40
chr1	151881797	151882611	21	0	0	THEM4	-	91
chr1	151945136	151945881	11	0	0			
chr1	151960799	151963724	29	0	0			
chr1	151964704	151965558	22	0	0	S100A10	-	-1583
chr1	151967327	151967922	12	0	0	S100A10	-	910
chr1	152020084	152021480	30	0	0			
chr1	152474043	152474666	12	0	0			
chr1	153505530	153506855	18	0	0			
chr1	153508275	153509514	15	0	0	S100A6	-	177
chr1	153517445	153518546	19	0	0	S100A4|S100A4	-|-	-287|-287
chr1	153521175	153522261	11	0	0	S100A3	-	-16
chr1	153538906	153539615	18	0	0	S100A2	-	954
chr1	153539964	153541550	19	0	0			
chr1	153581183	153582250	16	0	0			
chr1	153605893	153607173	17	0	0	S100A13|C1orf77	-|+	-35|-9
chr1	153643171	153644095	25	0	0	ILF2	-	154
chr1	153699934	153701650	12	0	0	INTS3	+	-226
chr1	153894929	153896160	17	0	0	GATAD2B	-	93
chr1	153918257	153919491	12	0	0	DENND4B	-	-280
chr1	153930707	153931612	15	0	0	CRTC2	-	116
chr1	153939374	153940613	15	0	0	SLC39A1|CREB3L4	-|+	-195|403
chr1	153949634	153950751	11	0	0	JTB	-	-259
chr1	153962869	153963574	12	0	0	RPS27	+	17
chr1	154192698	154193835	16	0	0	C1orf43|UBAP2L|UBAP2L|C1orf43|C1orf43	-|+|+|-|-	-7|-612|58|-7|-7
chr1	154244569	154245380	15	0	0	HAX1|HAX1	+|+	64|64
chr1	154377468	154378985	12	0	0	IL6R|IL6R	+|+	-558|-558
chr1	154390525	154391338	17	0	0			
chr1	154530945	154532447	22	0	0	UBE2Q1	-	576
chr1	154908757	154910409	22	0	0	PMVK	-	99
chr1	154933744	154935011	11	0	0	PYGO2	-	119
chr1	154942420	154944282	16	0	0	SHC1|SHC1	-|-	128|128
chr1	154944814	154948294	41	0	0	SHC1|CKS1B|SHC1|CKS1B|MIR4258	-|+|-|+|+	-405|563|-405|563|1614
chr1	154955353	154956128	16	0	0	FLAD1|FLAD1|FLAD1|FLAD1	+|+|+|+	29|29|29|29
chr1	154972099	154974924	33	0	0	ZBTB7B	+	1600
chr1	154976201	154977843	11	0	0	ZBTB7B	+	-1911
chr1	154989520	154990479	19	0	0			
chr1	155022807	155023943	13	0	0	ADAM15|ADAM15|ADAM15|ADAM15|ADAM15|ADAM15	+|+|+|+|+|+	386|386|386|386|386|386
chr1	155057084	155058947	15	0	0			
chr1	155099446	155100644	16	0	0	EFNA1|EFNA1	+|+	303|303
chr1	155112715	155113341	10	0	0	DPM3|DPM3	-|-	145|32
chr1	155145324	155146521	18	0	0	TRIM46|KRTCAP2	+|-	437|118
chr1	155162945	155164847	23	0	0	MUC1|MUC1|MUC1|MUC1|MUC1|MUC1|MUC1|MIR92B	-|-|-|-|-|-|-|+	1196|1196|1196|1196|1196|1196|1196|1071
chr1	155177925	155179355	12	0	0	MTX1|THBS3|MTX1	+|-|+	-151|950|-151
chr1	155210798	155211361	15	0	0	GBA|GBA	-|-	10|13
chr1	155214041	155214990	22	0	0	GBA|GBA|GBA	-|-|-	-138|-138|-138
chr1	155231591	155232513	17	0	0	SCAMP3|SCAMP3	-|-	-143|-143
chr1	155242716	155243633	12	0	0	CLK2	-	-107
chr1	155278179	155278995	16	0	0	FDPS|FDPS|FDPS	+|+|+	117|-49|-49
chr1	155292647	155294494	20	0	0	C1orf104|RUSC1|RUSC1	-|+|+	-368|157|647
chr1	155531936	155533500	14	0	0	ASH1L|LOC645676	-|+	394|-947
chr1	155657860	155659036	11	0	0	DAP3|DAP3|YY1AP1|YY1AP1	+|+|-|-	425|425|-343|-117
chr1	155826703	155827431	12	0	0	GON4L|GON4L	-|-	95|95
chr1	155903621	155904775	19	0	0	KIAA0907	-	10
chr1	156024188	156024896	14	0	0	ROBLD3|ROBLD3|UBQLN4	+|+|-	-26|-26|1026
chr1	156083755	156085359	22	0	0	LMNA|LMNA|LMNA	+|+|+	-97|-97|-97
chr1	156093123	156093952	11	0	0			
chr1	156095645	156097350	20	0	0			
chr1	156099771	156100534	16	0	0			
chr1	156163187	156164592	23	0	0	SLC25A44	+	-160
chr1	156251757	156253067	19	0	0	SMG5|TMEM79|TMEM79	-|+|+	-208|1657|291
chr1	156307724	156309292	16	0	0	CCT3|CCT3|C1orf182|CCT3|CCT3	-|-|+|-|-	302|302|-1404|302|302
chr1	156426130	156427913	23	0	0			
chr1	156470009	156471562	12	0	0	MEF2D	-	256
chr1	156474560	156475606	14	0	0			
chr1	156570922	156571562	15	0	0	GPATCH4|GPATCH4	-|-	-28|-28
chr1	156629689	156630639	25	0	0			
chr1	156630945	156631623	11	0	0			
chr1	156697702	156699235	15	0	0	C1orf66|C1orf66|ISG20L2	+|+|-	-206|-206|763
chr1	156710663	156711449	21	0	0	MRPL24|MRPL24	-|-	133|133
chr1	156716083	156717384	19	0	0			
chr1	156736771	156737813	18	0	0	PRCC	+	-19
chr1	156783472	156784048	10	0	0	NTRK1	+	1781
chr1	15678750	15679428	13	0	0			
chr1	15683299	15683892	10	0	0			
chr1	15852822	15853699	13	0	0	DNAJC16	+	91
chr1	159251798	159252437	10	0	0			
chr1	159567845	159568562	10	0	0			
chr1	159750221	159751077	11	0	0	DUSP23	+	109
chr1	159885862	159886578	14	0	0			
chr1	159894184	159895970	22	0	0	TAGLN2	-	-207
chr1	160094372	160095032	15	0	0			
chr1	160231276	160232696	16	0	0	DCAF8|DCAF8|DCAF8|DCAF8|DCAF8	-|-|-|-|-	-364|-332|-332|-332|-291
chr1	160254623	160255370	10	0	0	PEX19|PEX19|PEX19|PEX19	-|-|-|-	55|55|55|55
chr1	160312834	160313598	14	0	0	COPA|COPA|NCSTN	-|-|+	-138|-138|-154
chr1	160983379	160984272	13	0	0			
chr1	161015472	161016312	17	0	0	USF1|USF1	-|-	135|135
chr1	161086924	161088100	13	0	0	NIT1|NIT1|NIT1|NIT1|PFDN2	+|+|+|+|-	349|394|395|349|-354
chr1	161102065	161103251	19	0	0	DEDD|DEDD|DEDD	-|-|-	180|402|180
chr1	161123469	161124245	18	0	0	UFC1	+	-324
chr1	161135357	161136547	17	0	0	PPOX|PPOX	+|+	228|228
chr1	161171801	161172749	15	0	0	NDUFS2	+	-339
chr1	161195259	161196166	13	0	0	TOMM40L	+	120
chr1	16125381	16127879	37	0	0			
chr1	161283773	161284939	16	0	0	SDHC|SDHC|SDHC|SDHC	+|+|+|+	-191|-191|-191|-191
chr1	161359362	161360367	13	0	0			
chr1	161368832	161370075	22	0	0			
chr1	161391606	161392199	12	0	0			
chr1	161397588	161398216	16	0	0			
chr1	161509786	161510458	15	0	0			
chr1	16160713	16161772	10	0	0			
chr1	161719235	161720272	15	0	0	DUSP12	+	-173
chr1	161735676	161736571	24	0	0	ATF6	+	-40
chr1	162467353	162467975	10	0	0	UHMK1|UHMK1|UHMK1	+|+|+	-701|-70|-70
chr1	162530293	162532010	10	0	0	UAP1	+	144
chr1	162760013	162761250	10	0	0	HSD17B7	+	-136
chr1	16302165	16303003	10	0	0	ZBTB17	-	-43
chr1	163291280	163292088	23	0	0	NUF2|NUF2	+|+	38|38
chr1	16471566	16473320	11	0	0			
chr1	164717261	164718299	26	0	0			
chr1	16490587	16491291	11	0	0			
chr1	16499474	16500498	12	0	0			
chr1	16507986	16508932	13	0	0			
chr1	165599434	165600715	14	0	0	MGST3	+	375
chr1	165737802	165738606	17	0	0	TMCO1	-	69
chr1	165796563	165798577	21	0	0	UCK2	+	-681
chr1	166808154	166808955	10	0	0	POGK	+	169
chr1	16693229	16694509	11	0	0	C1orf144|C1orf144	+|+	-287|-287
chr1	167188868	167190415	13	0	0	POU2F1	+	501
chr1	16766826	16767512	13	0	0	NECAP2|NECAP2|NECAP2	+|+|+	-3|-3|-3
chr1	167683453	167685102	36	0	0			
chr1	167690133	167691482	11	0	0	MPZL1|MPZL1|MPZL1	+|+|+	379|379|379
chr1	167895608	167896711	12	0	0			
chr1	167904981	167906432	19	0	0	DCAF6|BRP44|BRP44|DCAF6|BRP44	+|-|-|+|-	201|-572|473|201|326
chr1	168147738	168148574	16	0	0	TIPRL|TIPRL	+|+	14|14
chr1	168679018	168679810	11	0	0			
chr1	169074562	169075908	10	0	0	ATP1B1	+	711
chr1	169077881	169079955	24	0	0			
chr1	169336775	169337724	18	0	0	BLZF1|NME7|NME7	+|-|-	-56|63|63
chr1	169454848	169455787	14	0	0	SLC19A2	-	109
chr1	16970910	16972397	18	0	0	MST1P2	+	415
chr1	169763739	169764475	16	0	0	C1orf112|C1orf156	+|-	442|76
chr1	169862621	169863809	23	0	0	SCYL3|SCYL3	-|-	139|139
chr1	17004497	17005042	11	0	0			
chr1	170500819	170501583	15	0	0	GORAB|GORAB|GORAB	+|+|+	61|61|61
chr1	171454046	171455148	12	0	0	BAT2L2	+	68
chr1	171710969	171711725	15	0	0	VAMP4|VAMP4|VAMP4	-|-|-	-32|-32|-32
chr1	171750200	171751115	14	0	0	METTL13|METTL13|METTL13	+|+|+	103|103|103
chr1	17221885	17223383	14	0	0			
chr1	172291283	172292159	17	0	0			
chr1	17230982	17232025	12	0	0			
chr1	172325595	172326251	12	0	0			
chr1	172327833	172328585	18	0	0			
chr1	172368024	172369088	12	0	0			
chr1	172412912	172413546	10	0	0	PIGC|PIGC	-|-	-1|-1
chr1	172501246	172502738	15	0	0	C1orf9|C1orf9	+|+	267|324
chr1	172715403	172716033	15	0	0			
chr1	172886957	172887566	11	0	0			
chr1	172902944	172903705	18	0	0			
chr1	172945142	172946125	14	0	0			
chr1	173445907	173447736	14	0	0	PRDX6	+	-336
chr1	173683764	173684522	21	0	0	KLHL20	+	-64
chr1	173792918	173794617	22	0	0	CENPL|CENPL|DARS2|CENPL	-|-|+|-	-10|497|29|-10
chr1	17380205	17380987	10	0	0	SDHB	-	-69
chr1	173830719	173833143	11	0	0	SNORD47|SNORD81	-|-	-1652|-1424
chr1	173835856	173838001	22	0	0	ZBTB37|ZBTB37|GAS5|SNORD74|SNORD44|SNORD75|SNORD76|SNORD77	+|+|-|-|-|-|-|-	564|564|-197|45|1762|852|1075|1419
chr1	17454682	17455383	15	0	0			
chr1	174968186	174969426	28	0	0	CACYBP|CACYBP	+|+	-236|85
chr1	174992235	174993056	20	0	0	MRPS14	-	84
chr1	17560113	17560785	15	0	0			
chr1	17563054	17564619	10	0	0			
chr1	177938140	177939628	11	0	0	SEC16B	-	-166
chr1	178006465	178007522	10	0	0			
chr1	178207751	178208374	14	0	0			
chr1	178505775	178507079	11	0	0			
chr1	178511140	178512578	14	0	0	C1orf220	+	71
chr1	178694080	178695712	10	0	0	RALGPS2	+	-597
chr1	179050715	179051520	10	0	0	TOR3A	+	-6
chr1	179334723	179335409	12	0	0	C1orf125	+	-212
chr1	179851118	179852197	26	0	0	TOR1AIP1	+	-238
chr1	179923102	179924280	11	0	0	CEP350	+	216
chr1	180123321	180124332	12	0	0	QSOX1|QSOX1	+|+	141|141
chr1	180471278	180472314	17	0	0	ACBD6	-	-226
chr1	180991695	180992642	16	0	0	STX6	-	122
chr1	181057330	181058177	11	0	0	IER5	+	-116
chr1	181081524	181082664	23	0	0			
chr1	182089501	182090364	13	0	0			
chr1	182808012	182809463	11	0	0	DHX9|DHX9	+|+	-299|-299
chr1	182991265	182992075	10	0	0	LAMC1	+	924
chr1	182992121	182992860	10	0	0	LAMC1	+	104
chr1	183029426	183030049	13	0	0			
chr1	183149697	183150369	10	0	0			
chr1	183440041	183441964	35	0	0	SMG7|SMG7|SMG7|SMG7	+|+|+|+	503|503|503|503
chr1	183604502	183605437	10	0	0	ARPC5|RGL1	-|+	-16|238
chr1	183668676	183669342	15	0	0			
chr1	183885037	183885779	10	0	0			
chr1	184020552	184021131	13	0	0	TSEN15|TSEN15|TSEN15	+|+|+	-31|-31|-31
chr1	184723260	184725088	14	0	0	EDEM3	-	133
chr1	184761409	184762216	11	0	0			
chr1	185125595	185126916	13	0	0	C1orf26|C1orf26|C1orf25	+|+|-	-64|35|139
chr1	185285182	185287027	15	0	0	IVNS1ABP	-	-357
chr1	185422743	185423463	10	0	0			
chr1	185554836	185555411	13	0	0			
chr1	185615199	185615987	18	0	0			
chr1	186343881	186345282	26	0	0	C1orf27|C1orf27|TPR|C1orf27	+|+|-|+	308|308|124|308
chr1	186467722	186468847	11	0	0			
chr1	186649218	186650157	23	0	0	PTGS2	-	128
chr1	186684911	186685582	17	0	0			
chr1	186817558	186818157	10	0	0			
chr1	186818184	186818971	15	0	0			
chr1	188675710	188676411	10	0	0			
chr1	19228757	19229765	13	0	0	ALDH4A1|ALDH4A1	-|-	-32|-32
chr1	192500061	192500664	11	0	0			
chr1	193028219	193029387	22	0	0	TROVE2|TROVE2|TROVE2|TROVE2|TROVE2|UCHL5|TROVE2	+|+|+|+|+|-|+	200|200|-252|200|200|282|-252
chr1	193073497	193074883	10	0	0	GLRX2|GLRX2	-|-	-1054|-366
chr1	193090786	193091804	22	0	0	CDC73	+	-208
chr1	19336261	19337238	17	0	0			
chr1	19337283	19338023	10	0	0			
chr1	193676273	193677118	18	0	0			
chr1	19638313	19639103	10	0	0	PQLC2|PQLC2|AKR7A2|PQLC2	+|+|-|+	31|31|68|31
chr1	199991160	199992109	19	0	0			
chr1	199996178	199997004	12	0	0	NR5A2|NR5A2	+|+	178|178
chr1	200045213	200045829	12	0	0			
chr1	200119683	200120369	12	0	0			
chr1	200283325	200284004	13	0	0			
chr1	200334920	200335743	12	0	0			
chr1	200341073	200341698	18	0	0			
chr1	200348252	200349063	18	0	0			
chr1	200374292	200374864	13	0	0			
chr1	200384739	200385679	15	0	0			
chr1	200452492	200453084	11	0	0			
chr1	200638402	200639925	14	0	0	DDX59	-	37
chr1	200707580	200708963	12	0	0	CAMSAP1L1	+	414
chr1	200859855	200861270	13	0	0	C1orf106	+	76
chr1	200862407	200864381	18	0	0	C1orf106	+	604
chr1	200864731	200866298	27	0	0	C1orf106	+	-1516
chr1	201458215	201458837	10	0	0			
chr1	201566860	201567505	10	0	0			
chr1	201682380	201683047	12	0	0			
chr1	201797915	201798773	12	0	0	IPO9	+	-57
chr1	201885654	201886339	15	0	0			
chr1	201924102	201924977	11	0	0	TIMM17A	+	79
chr1	201951566	201952780	11	0	0	RNPEP	+	-408
chr1	201979272	201980152	16	0	0	ELF3|ELF3	+|+	-23|-23
chr1	201987620	201988515	19	0	0			
chr1	202003209	202004681	18	0	0			
chr1	202027217	202027843	12	0	0			
chr1	202032148	202032754	10	0	0			
chr1	202317343	202318241	17	0	0	PPP1R12B|PPP1R12B|PPP1R12B	+|+|+	37|37|37
chr1	202349029	202350236	11	0	0			
chr1	202558151	202558985	15	0	0			
chr1	202779503	202780376	15	0	0			
chr1	202895713	202896812	21	0	0	KLHL12	-	-109
chr1	203764388	203765189	14	0	0	ZBED6|ZC3H11A	+|+	1862|-38
chr1	203830327	203831455	28	0	0	SNRPE	+	-152
chr1	204257004	204257834	13	0	0			
chr1	204288495	204289096	19	0	0			
chr1	204380514	204381579	18	0	0	PPP1R15B	-	102
chr1	204386106	204387184	18	0	0			
chr1	204475407	204476516	16	0	0			
chr1	204485044	204486028	19	0	0	MDM4|MDM4	+|+	-26|-26
chr1	205090804	205091771	26	0	0	RBBP5|RBBP5|RBBP5	-|-|-	137|137|137
chr1	205180370	205181122	20	0	0	DSTYK|DSTYK	-|-	19|19
chr1	205253709	205254445	18	0	0			
chr1	205263450	205264113	12	0	0			
chr1	205267346	205268449	19	0	0			
chr1	205270154	205271014	20	0	0			
chr1	205290393	205291231	14	0	0	NUAK2	-	-71
chr1	205600188	205601514	11	0	0	ELK4|ELK4	-|-	-1149|-1149
chr1	205717882	205719932	20	0	0	NUCKS1	-	-465
chr1	205744298	205745101	10	0	0	RAB7L1|RAB7L1|RAB7L1|RAB7L1	-|-|-|-	89|89|89|89
chr1	206785412	206786254	24	0	0	LGTN	-	-71
chr1	206882913	206883899	10	0	0			
chr1	206896926	206897991	14	0	0			
chr1	207180488	207181228	14	0	0			
chr1	207198682	207199351	11	0	0			
chr1	207200382	207201147	15	0	0			
chr1	207494205	207495329	14	0	0	CD55|CD55	+|+	49|49
chr1	207924987	207925893	13	0	0	CD46|CD46|CD46|CD46|CD46|CD46|CD46|CD46	+|+|+|+|+|+|+|+	-58|-58|-58|-58|-58|-58|-58|-58
chr1	207997057	207997694	19	0	0			
chr1	20834292	20834932	11	0	0	MUL1	-	-62
chr1	208357546	208358164	13	0	0			
chr1	208376193	208377383	15	0	0			
chr1	20939917	20940816	10	0	0			
chr1	20959493	20960272	10	0	0	PINK1	+	65
chr1	20987567	20988527	12	0	0	DDOST	-	10
chr1	210000954	210001666	20	0	0	C1orf107	+	1
chr1	210546595	210548135	31	0	0			
chr1	210771048	210772029	24	0	0			
chr1	211432050	211433143	15	0	0	RCOR3|RCOR3|RCOR3|RCOR3	+|+|+|+	111|111|111|692
chr1	21173960	21175166	15	0	0			
chr1	211848651	211849638	13	0	0	NEK2	-	177
chr1	211908453	211909510	16	0	0			
chr1	212090729	212092165	21	0	0			
chr1	212117981	212118650	16	0	0			
chr1	212208190	212209407	19	0	0	INTS7|DTL	-|+	-86|120
chr1	21223223	21223986	22	0	0			
chr1	212457900	212459142	12	0	0	PPP2R5A	+	357
chr1	212659120	212660097	14	0	0			
chr1	212661704	212662417	12	0	0			
chr1	212732038	212732662	10	0	0			
chr1	212769106	212770297	14	0	0			
chr1	212840669	212841467	10	0	0			
chr1	212872456	212874087	13	0	0	BATF3	-	-56
chr1	212964820	212965697	22	0	0	NSL1|TATDN3|TATDN3|TATDN3|TATDN3|TATDN3|NSL1	-|+|+|+|+|+|-	119|-89|-89|-89|-89|-89|119
chr1	213088537	213089462	19	0	0			
chr1	213188466	213189495	11	0	0	ANGEL2	-	-188
chr1	213224216	213225388	12	0	0	RPS6KC1|RPS6KC1	+|+	-215|-215
chr1	21348627	21349417	12	0	0			
chr1	214454235	214455396	10	0	0	SMYD2	+	-251
chr1	214724405	214726086	10	0	0	PTPN14	-	221
chr1	214776065	214776879	14	0	0	CENPF	+	59
chr1	215740225	215741984	14	0	0	KCTD3	+	-370
chr1	21588135	21589756	23	0	0			
chr1	216773906	216774942	11	0	0			
chr1	217804078	217805015	16	0	0	GPATCH2|SPATA17	-|+	137|148
chr1	218458294	218459073	22	0	0	RRP15	+	-55
chr1	218518242	218518992	11	0	0	TGFB2|TGFB2	+|+	58|58
chr1	218539834	218540909	25	0	0			
chr1	218550318	218551124	16	0	0			
chr1	218553685	218554291	16	0	0			
chr1	218653389	218654538	17	0	0			
chr1	218669828	218670450	20	0	0			
chr1	218671259	218673005	11	0	0			
chr1	218758765	218759728	13	0	0			
chr1	218847546	218848295	12	0	0			
chr1	218878982	218879954	27	0	0			
chr1	219262185	219262793	17	0	0			
chr1	220219547	220220373	15	0	0	EPRS	-	-40
chr1	220262832	220263543	13	0	0	BPNT1	-	-4
chr1	220445506	220446221	13	0	0	RAB3GAP2	-	20
chr1	221915236	221916650	12	0	0	DUSP10|DUSP10	-|-	482|482
chr1	222012996	222013665	12	0	0			
chr1	222638088	222639300	27	0	0			
chr1	222817150	222817920	14	0	0			
chr1	222885701	222886977	22	0	0	AIDA|C1orf58	-|+	475|-434
chr1	223888176	223889439	24	0	0	CAPN2	+	487
chr1	223894781	223895920	18	0	0			
chr1	223908552	223909148	12	0	0			
chr1	223914090	223914845	11	0	0			
chr1	223935529	223937280	12	0	0			
chr1	224033493	224034413	10	0	0	TP53BP2|TP53BP2	-|-	279|279
chr1	224301534	224302415	14	0	0	FBXO28|FBXO28	+|+	-184|-184
chr1	224517564	224518430	16	0	0	NVL|NVL	-|-	125|125
chr1	225615470	225616809	10	0	0	LBR|LBR	-|-	355|-380
chr1	225641695	225642891	10	0	0			
chr1	225696112	225696666	14	0	0			
chr1	225843025	225843918	21	0	0			
chr1	225887679	225888572	19	0	0			
chr1	225923102	225924511	21	0	0			
chr1	225965094	225965999	14	0	0	SRP9|SRP9	+|+	-32|-32
chr1	226001010	226001707	14	0	0			
chr1	226005258	226005810	10	0	0			
chr1	226111465	226112322	15	0	0	PYCR2	-	-72
chr1	226186583	226187603	13	0	0	C1orf55	-	27
chr1	226249179	226251060	16	0	0	H3F3A|LOC440926	+|+	301|308
chr1	226374100	226375080	11	0	0	ACBD3	-	167
