# Argument List:
# Name = hot5
# peak file = hot5.bed
# gene pos to peak = up,down
# distance = 2000 bp
# genome = ../../../bin/peak2gene/hg19.refGene
# Output symbol as gene name = True
#chrom	gTSS	gTTS	gene	NA	strand	pName	TSS2pCenter
chr1	12079511	12092106	MIIP	0	+	6	69
chr1	1189293	1209234	UBE2J2	0	-	10|10|10|10	42|42|42|42
chr1	121260909	121313686	EMBP1	0	+	5	-484
chr1	12290112	12572096	VPS13D	0	+	6|6	22|22
chr1	1227763	1243269	ACAP3	0	-	10	367
chr1	1243993	1247056	PUSL1	0	+	10	357
chr1	1260142	1264275	GLTPD1	0	+	5	51
chr1	1246964	1260046	CPSF3L	0	-	5	45
chr1	12627939	12677820	DHRS3	0	-	20	747
chr1	1270658	1284492	DVL1	0	-	7	532
chr1	1309109	1310580	AURKAIP1	0	-	18|18|18	149|167|-89
chr1	1327667	1334718	CCNL2	0	-	8|8|5|5	140|140|1913|1913
chr1	1334909	1337425	LOC148413	0	+	8|5	51|-1722
chr1	1337276	1342693	MRPL20	0	-	11	-323
chr1	14026734	14151572	PRDM2	0	+	5|5	31|51
chr1	1447522	1470067	ATAD3A	0	+	12|12|12	201|588|201
chr1	144890590	144932032	PDE4DIP	0	-	15	370
chr1	145096406	145116922	SEC22B	0	+	14	10
chr1	145438461	145442626	TXNIP	0	+	7	65
chr1	145470507	145475647	ANKRD34A	0	+	7	44
chr1	145456235	145470387	POLR3GL	0	-	7	76
chr1	145477084	145499090	LIX1L	0	+	5	-188
chr1	145507637	145511444	RBM8A	0	+	15	31
chr1	145516559	145523731	PEX11B	0	+	11|11	262|-133
chr1	145509819	145516076	GNRHR2	0	-	11	221
chr1	145575987	145586546	PIAS3	0	+	8	286
chr1	145586493	145589435	NUDT17	0	-	7	-82
chr1	145592605	145610884	POLR3C	0	-	14	80
chr1	145611035	145688774	RNF115	0	+	14	71
chr1	145695797	145715565	CD160	0	-	5	-1585
chr1	145727725	145764073	PDZK1	0	+	8	-897
chr1	146626686	146644129	PRKAB2	0	-	9	-11
chr1	146714290	146767441	CHD1L	0	+	15	-149
chr1	147119167	147142634	ACP6	0	-	8	-52
chr1	149858524	149858960	HIST2H2AC	0	+	39	-31
chr1	149856011	149858232	HIST2H2BE	0	-	39	323
chr1	149859019	149859466	HIST2H2AB	0	-	39	-911
chr1	149871154	149872347	BOLA1	0	+	12	21
chr1	149895210	149899702	SF3B4	0	-	13	111
chr1	149912232	149982686	OTUD7B	0	-	17	34
chr1	150039341	150117504	VPS45	0	+	19	-223
chr1	150190717	150207026	ANP32E	0	-	5|15|15|15	-885|324|1802|324
chr1	150237798	150241532	APH1A	0	-	13|13	-88|-88
chr1	150255228	150259502	C1orf51	0	+	12	889
chr1	150266268	150280818	MRPS21	0	+	12|12	-83|-83
chr1	150293927	150325703	PRPF3	0	+	12	-108
chr1	150336989	150449039	RPRD2	0	+	9|8	600|-280
chr1	150459919	150479747	TARS2	0	+	20	69
chr1	150521897	150533410	ADAMTSL4	0	+	5|5	152|152
chr1	150547036	150552136	MCL1	0	-	15|15	-412|-412
chr1	150594603	150602098	ENSA	0	-	10|10|10|10|10|10|10|10	-68|-68|-68|-68|421|421|421|-68
chr1	150618700	150669672	GOLPH3L	0	-	9	97
chr1	150782185	150849186	ARNT	0	-	11|11	203|203
chr1	150898814	150937220	SETDB1	0	+	22|22|22	-35|-35|-25
chr1	1477053	1510262	SSU72	0	-	8	-130
chr1	150969301	150979385	FAM63A	0	-	9|9|9|9|9	1822|353|1934|1934|353
chr1	150980972	151008189	PRUNE	0	+	9	-235
chr1	151020258	151023869	C1orf56	0	+	9	-552
chr1	151023448	151032125	CDC42SE1	0	-	8|8	1|1
chr1	151032150	151040972	MLLT11	0	+	8	24
chr1	151043079	151091007	GABPB2	0	+	28	-276
chr1	151104164	151119140	SEMA6C	0	-	6|6|6	54|54|54
chr1	151132224	151138424	LYSMD1	0	-	23|23	198|252
chr1	151138516	151141612	SCNM1	0	+	23	-106
chr1	151148933	151162640	VPS72	0	-	15	113
chr1	151171020	151222006	PIP5K1A	0	+	12|12|12|12	25|25|25|25
chr1	151227196	151239952	PSMD4	0	+	11	-64
chr1	151254790	151264380	ZNF687	0	+	24	370
chr1	151264412	151298724	PI4KB	0	-	6	1397
chr1	151313115	151319769	RFX5	0	-	8|8	-154|-154
chr1	151336780	151345164	SELENBP1	0	-	6	-8
chr1	151372040	151374412	PSMB4	0	+	20	13
chr1	151375199	151431941	POGZ	0	-	7|7|7|7|10|10|10|10	-841|-841|-841|-841|30|30|30|30
chr1	151483861	151511165	CGN	0	+	7	144
chr1	151512780	151556058	TUFT1	0	+	7|7	-44|-44
chr1	151518271	151518367	MIR554	0	+	20	-1558
chr1	151584661	151671559	SNX27	0	+	15	325
chr1	151735444	151743805	OAZ3	0	+	11	-556
chr1	151732124	151736040	MRPL9	0	-	11	-40
chr1	151745958	151763010	TDRKH	0	-	6|6|6|6	68|68|68|68
chr1	151846059	151882113	THEM4	0	-	21	91
chr1	151955386	151966714	S100A10	0	-	22|7|12	-1583|-275|910
chr1	153507075	153508717	S100A6	0	-	15	177
chr1	153516097	153518282	S100A4	0	-	19|19	-287|-287
chr1	153519808	153521734	S100A3	0	-	11	-16
chr1	153533586	153538306	S100A2	0	-	5|18	38|954
chr1	153591279	153600117	S100A13	0	-	7|7|7|7|17	-198|175|395|-796|-35
chr1	153600872	153604513	S100A1	0	+	7	953
chr1	153606524	153617979	C1orf77	0	+	17	-9
chr1	153631144	153634325	SNAPIN	0	+	7	-16
chr1	153634514	153643479	ILF2	0	-	25	154
chr1	153700566	153746557	INTS3	0	+	12	-226
chr1	153777203	153895451	GATAD2B	0	-	17	93
chr1	153901976	153919154	DENND4B	0	-	12	-280
chr1	153920153	153931043	CRTC2	0	-	15	116
chr1	153931588	153940188	SLC39A1	0	-	15	-195
chr1	153940396	153946832	CREB3L4	0	+	15	403
chr1	153946746	153950451	JTB	0	-	11	-259
chr1	153963238	153964632	RPS27	0	+	12	17
chr1	154127779	154155725	TPM3	0	-	7|7|7|7	-38|-38|-38|-38
chr1	154179182	154193273	C1orf43	0	-	16|16|16	-7|-7|-7
chr1	154192654	154235978	UBAP2L	0	+	16|16	-612|58
chr1	154245038	154248349	HAX1	0	+	15|15	64|64
chr1	154377668	154440188	IL6R	0	+	12|12	-558|-558
chr1	154521050	154531120	UBE2Q1	0	-	22	576
chr1	154554535	154580724	ADAR	0	-	5|5|5|5|9	-70|1878|-70|-70|4
chr1	15479027	15546973	TMEM51	0	+	6|6|6|6	-141|-141|1060|1060
chr1	15438311	15478960	C1orf126	0	-	6	208
chr1	154897208	154909484	PMVK	0	-	22	99
chr1	154916560	154928567	PBXIP1	0	-	7	-69
chr1	154929502	154934258	PYGO2	0	-	11	119
chr1	154934774	154943223	SHC1	0	-	16|16|41|41	128|128|-405|-405
chr1	154947117	154951724	CKS1B	0	+	41|41	563|563
chr1	154948168	154948259	MIR4258	0	+	41	1614
chr1	154955769	154965587	FLAD1	0	+	16|16|16|16	29|29|29|29
chr1	154975111	154990998	ZBTB7B	0	+	33|11	1600|-1911
chr1	155023761	155035252	ADAM15	0	+	13|13|13|13|13|13	386|386|386|386|386|386
chr1	155036212	155042027	EFNA4	0	+	7|7|7	430|430|430
chr1	1550794	1565990	MIB2	0	+	5|5|5|5|5|5	-208|-208|-208|242|-208|-208
chr1	155100348	155107384	EFNA1	0	+	16|16	303|303
chr1	155108287	155111333	RAG1AP1	0	+	7|7|7	303|303|303
chr1	155112368	155112883	DPM3	0	-	10|10	145|32
chr1	155146359	155157445	TRIM46	0	+	18	437
chr1	155141884	155145804	KRTCAP2	0	-	18	118
chr1	155158301	155162700	MUC1	0	-	23|23|23|23|23|23|23	1196|1196|1196|1196|1196|1196|1196
chr1	155164967	155165063	MIR92B	0	+	23	1071
chr1	155178489	155183613	MTX1	0	+	12|12	-151|-151
chr1	155165380	155177690	THBS3	0	-	12	950
chr1	155183616	155197325	GBAP1	0	-	9	-191
chr1	155204239	155211069	GBA	0	-	15|15|22|22|22	10|13|-138|-138|-138
chr1	155216996	155225274	FAM189B	0	-	6|6	-8|-8
chr1	155225770	155232195	SCAMP3	0	-	17|17	-143|-143
chr1	155232659	155243281	CLK2	0	-	12	-107
chr1	155247373	155259638	HCN3	0	+	6	-11
chr1	155278704	155290457	FDPS	0	+	16|16|16	117|-49|-49
chr1	155290251	155293938	C1orf104	0	-	20|5	-368|1259
chr1	155293727	155300909	RUSC1	0	+	20|20|5|5	157|647|-1470|-980
chr1	155305052	155532324	ASH1L	0	-	14	394
chr1	155531771	155533732	LOC645676	0	+	14	-947
chr1	155580006	155584757	MSTO1	0	+	7	290
chr1	155658873	155708317	DAP3	0	+	11|11	425|425
chr1	155629245	155658791	YY1AP1	0	-	11|11	-343|-117
chr1	155719509	155826972	GON4L	0	-	12|12	95|95
chr1	155867600	155881177	RIT1	0	-	9	-51
chr1	155882835	155904188	KIAA0907	0	-	19	10
chr1	155978839	155990758	SSR2	0	-	8	-33
chr1	156024516	156028301	ROBLD3	0	+	6|6|14|14	1015|1015|-26|-26
chr1	156005092	156023516	UBQLN4	0	-	6|14	-15|1026
chr1	156041805	156051789	MEX3A	0	-	6	523
chr1	156084460	156107656	LMNA	0	+	22|22|22	-97|-97|-97
chr1	156163729	156182586	SLC25A44	0	+	23	-160
chr1	156182783	156209831	PMF1	0	+	8	-199
chr1	156219016	156252620	SMG5	0	-	19	-208
chr1	156254069	156262235	TMEM79	0	+	19|19	1657|291
chr1	156262484	156265449	C1orf85	0	-	7	60
chr1	156278751	156308206	CCT3	0	-	16|16|16|16	302|302|302|302
chr1	156307104	156316783	C1orf182	0	+	16	-1404
chr1	156433519	156470529	MEF2D	0	-	12	256
chr1	156495197	156542396	IQGAP3	0	-	8	-42
chr1	156561557	156564089	APOA1BP	0	+	5	-32
chr1	156564281	156571270	GPATCH4	0	-	15|15	-28|-28
chr1	156638556	156647189	NES	0	-	7	716
chr1	156692412	156697705	ISG20L2	0	-	6|15	-1946|763
chr1	156698262	156706751	C1orf66	0	+	15|15	-206|-206
chr1	156707093	156710923	MRPL24	0	-	21|21	133|133
chr1	156711899	156722240	HDGF	0	-	9|9|9	-776|-560|-79
chr1	156737273	156770604	PRCC	0	+	18	-19
chr1	156785541	156851642	NTRK1	0	+	10	1781
chr1	156890423	156902880	C1orf92	0	+	7	104
chr1	156904632	157015162	ARHGEF11	0	-	7|7	568|568
chr1	157094458	157108383	ETV3	0	-	6|6	-54|152
chr1	15818796	15850790	CASP9	0	-	7|7	217|217
chr1	15853351	15898226	DNAJC16	0	+	13	91
chr1	15899151	15911605	AGMAT	0	-	6	-273
chr1	159750758	159752333	DUSP23	0	+	11	109
chr1	159804263	159825137	C1orf204	0	-	6	-467
chr1	159887902	159895284	TAGLN2	0	-	6|22	-1885|-207
chr1	159896828	159915386	IGSF9	0	-	5|5	171|171
chr1	159997461	160001783	PIGM	0	-	7	-63
chr1	160175124	160185160	PEA15	0	+	6	-655
chr1	160185504	160232350	DCAF8	0	-	16|16|16|16|16	-364|-332|-332|-332|-291
chr1	160246598	160254941	PEX19	0	-	10|10|10|10	55|55|55|55
chr1	160258377	160313354	COPA	0	-	14|14	-138|-138
chr1	160313062	160328741	NCSTN	0	+	14	-154
chr1	160370363	160398467	VANGL2	0	+	6	145
chr1	160965001	160991133	F11R	0	-	7	153
chr1	161009041	161015757	USF1	0	-	17|17	135|135
chr1	161068180	161070137	KLHDC9	0	+	7|7|7|7	594|594|564|564
chr1	161087861	161095233	NIT1	0	+	13|13|13|13	349|394|395|349
chr1	161070346	161087866	PFDN2	0	-	13	-354
chr1	161090770	161102478	DEDD	0	-	19|19|19	180|402|180
chr1	161123533	161128645	UFC1	0	+	18	-324
chr1	161129253	161135515	USP21	0	+	8|8	-57|-57
chr1	161136180	161141010	PPOX	0	+	17|17	228|228
chr1	161141100	161147314	B4GALT3	0	-	6	122
chr1	161171936	161184182	NDUFS2	0	+	15	-339
chr1	161195832	161200405	TOMM40L	0	+	13	120
chr1	161284165	161334533	SDHC	0	+	16|16|16|16	-191|-191|-191|-191
chr1	161494035	161496685	HSPA6	0	+	6	358
chr1	161719580	161726951	DUSP12	0	+	15	-173
chr1	161736083	161928851	ATF6	0	+	24	-40
chr1	16174358	16266950	SPEN	0	+	6	-1846
chr1	16160709	16174642	FLJ37453	0	-	6	1562
chr1	1592939	1624243	SLC35E2B	0	-	5	26
chr1	162466963	162499419	UHMK1	0	+	10|10|10	-701|-70|-70
chr1	162531295	162569632	UAP1	0	+	10	144
chr1	162760495	162782607	HSD17B7	0	+	10	-136
chr1	16268365	16302627	ZBTB17	0	-	10	-43
chr1	163291722	163325553	NUF2	0	+	23|23	38|38
chr1	16384264	16400127	FAM131C	0	-	7	-162
chr1	16450831	16482582	EPHA2	0	-	6	-40
chr1	1634171	1655791	CDK11A	0	-	7|7	84|84
chr1	1571099	1655775	CDK11B	0	-	7|7|7|7|7|7	100|100|100|100|100|100
chr1	165600449	165624853	MGST3	0	+	14	375
chr1	165631448	165667900	ALDH9A1	0	-	6	-31
chr1	165693529	165738135	TMCO1	0	-	17	69
chr1	165796889	165877337	UCK2	0	+	21	-681
chr1	16576559	16678948	FBXO42	0	-	5	52
chr1	166808723	166823709	POGK	0	+	10	169
chr1	166825750	166845654	TADA1	0	-	9	-80
chr1	16693582	16724639	C1orf144	0	+	11|11	-287|-287
chr1	167190142	167385317	POU2F1	0	+	13	501
chr1	16767166	16786582	NECAP2	0	+	13|13|13	-3|-3|-3
chr1	167691186	167761155	MPZL1	0	+	11|11|11	379|379|379
chr1	167905907	168045079	DCAF6	0	+	19|19	201|201
chr1	167887310	167906278	BRP44	0	-	19|19|19	-572|473|326
chr1	168148170	168161632	TIPRL	0	+	16|16	14|14
chr1	168195254	168212087	SFT2D2	0	+	9	174
chr1	169075946	169101960	ATP1B1	0	+	10	711
chr1	169337193	169365778	BLZF1	0	+	18	-56
chr1	169101770	169337186	NME7	0	-	18|18	63|63
chr1	169433150	169455208	SLC19A2	0	-	14	109
chr1	169659805	169680843	SELL	0	-	5	294
chr1	16972068	16976914	MST1P2	0	+	18	415
chr1	169764549	169822227	C1orf112	0	+	16	442
chr1	169761674	169764031	C1orf156	0	-	16	76
chr1	169821803	169863076	SCYL3	0	-	23|23	139|139
chr1	169890471	170043879	KIFAP3	0	-	6	-56
chr1	170501262	170514927	GORAB	0	+	15|15|15	61|61|61
chr1	17081401	17090975	MST1P9	0	-	5	815
chr1	1682677	1709909	NADK	0	-	7	298
chr1	171283485	171311222	FMO4	0	+	7	264
chr1	171454665	171562649	BAT2L2	0	+	12	68
chr1	171669297	171711379	VAMP4	0	-	15|15|15	-32|-32|-32
chr1	171750760	171766855	METTL13	0	+	14|14|14	103|103|103
chr1	172410597	172413230	PIGC	0	-	10|10	-1|-1
chr1	172502259	172580971	C1orf9	0	+	15|15	267|324
chr1	173446485	173457946	PRDX6	0	+	14	-336
chr1	173684079	173755838	KLHL20	0	+	21	-64
chr1	173768690	173793777	CENPL	0	-	22|22|22	-10|497|-10
chr1	173793796	173827682	DARS2	0	+	22	29
chr1	17345226	17380665	SDHB	0	-	10	-69
chr1	173833506	173833583	SNORD47	0	-	11	-1652
chr1	173833312	173833355	SNORD81	0	-	11	-1424
chr1	173837492	173855774	ZBTB37	0	+	22|22	564|564
chr1	173833039	173837125	GAS5	0	-	22	-197
chr1	173836811	173836883	SNORD74	0	-	22	45
chr1	173835105	173835166	SNORD44	0	-	22	1762
chr1	173836016	173836076	SNORD75	0	-	22	852
chr1	173835772	173835853	SNORD76	0	-	22	1075
chr1	173835448	173835509	SNORD77	0	-	22	1419
chr1	174968570	174981163	CACYBP	0	+	28|28	-236|85
chr1	174983129	174992561	MRPS14	0	-	20	84
chr1	175913966	176176370	RFWD2	0	-	9|9	-31|-31
chr1	177898241	177939050	SEC16B	0	-	11	-166
chr1	178062863	178448644	RASAL2	0	+	8	-249
chr1	178060642	178063128	LOC100302401	0	-	8	-16
chr1	178511930	178518024	C1orf220	0	+	14	71
chr1	178694299	178889235	RALGPS2	0	+	10	-597
chr1	178995073	179045701	FAM20B	0	+	7	-659
chr1	179051111	179065127	TOR3A	0	+	10	-6
chr1	179068462	179112224	ABL2	0	-	8|8|8	225|225|225
chr1	179263016	179324452	SOAT1	0	+	7	-11
chr1	179334854	179523868	C1orf125	0	+	12	-212
chr1	179833576	179846941	TOR1AIP2	0	-	9|9	-12|-12
chr1	179851419	179889212	TOR1AIP1	0	+	26	-238
chr1	179923907	180084014	CEP350	0	+	11	216
chr1	180123967	180167167	QSOX1	0	+	12|12	141|141
chr1	180257352	180472022	ACBD6	0	-	17	-226
chr1	180601145	180859413	XPR1	0	+	8|8	-224|-224
chr1	180942178	180992046	STX6	0	-	16	122
chr1	181057637	181059977	IER5	0	+	11	-116
chr1	182350839	182361341	GLUL	0	-	6|6|6	-339|463|-339
chr1	182808438	182857115	DHX9	0	+	11|11	-299|-299
chr1	182992594	183114726	LAMC1	0	+	10|10	924|104
chr1	183155173	183214262	LAMC2	0	+	6|6	-274|-274
chr1	183441505	183523327	SMG7	0	+	35|35|35|35	503|503|503|503
chr1	183595332	183604985	ARPC5	0	-	10	-16
chr1	183605207	183897665	RGL1	0	+	10	238
chr1	184020810	184043341	TSEN15	0	+	13|13|13	-31|-31|-31
chr1	184659626	184724041	EDEM3	0	-	14	133
chr1	185126191	185260912	C1orf26	0	+	13|13	-64|35
chr1	185087218	185126116	C1orf25	0	-	13	139
chr1	185265523	185286461	IVNS1ABP	0	-	15	-357
chr1	186344889	186390502	C1orf27	0	+	26|26|26	308|308|308
chr1	186280787	186344457	TPR	0	-	26	124
chr1	186640944	186649559	PTGS2	0	-	23	128
chr1	19197925	19229293	ALDH4A1	0	-	13|13	-32|-32
chr1	192778168	192781406	RGS2	0	+	7	6
chr1	193029003	193060904	TROVE2	0	+	22|22|22|22|22|22	200|200|-252|200|200|-252
chr1	192984899	193028521	UCHL5	0	-	22	282
chr1	193065600	193075244	GLRX2	0	-	10|10	-1054|-366
chr1	193091087	193223940	CDC73	0	+	22	-208
chr1	19401001	19536746	UBR4	0	-	8	102
chr1	19544584	19578046	KIAA0090	0	-	9	55
chr1	19578074	19586621	MRTO4	0	+	9	-27
chr1	19638739	19655793	PQLC2	0	+	10|10|10	31|31|31
chr1	19630458	19638640	AKR7A2	0	-	10	68
chr1	197053257	197115824	ASPM	0	-	7	-90
chr1	197122813	197169672	ZBTB41	0	-	8	870
chr1	197473878	197744623	DENND1B	0	-	5|5|5	-116|-116|-116
chr1	197871681	197876495	C1orf53	0	+	6	-210
chr1	19665266	19812066	CAPZB	0	-	7	48
chr1	19923470	19956312	C1orf151	0	+	7|7|7	-67|-67|-67
chr1	19970807	19984945	NBL1	0	+	5|5	1027|-55
chr1	199996769	200146548	NR5A2	0	+	12|12	178|178
chr1	200520624	200589862	KIF14	0	-	5	24
chr1	200613165	200639126	DDX59	0	-	14	37
chr1	200708685	200829829	CAMSAP1L1	0	+	12	414
chr1	200860638	200884863	C1orf106	0	+	13|18|27	76|604|-1516
chr1	201008640	201081694	CACNA1S	0	-	7	1858
chr1	201798287	201853421	IPO9	0	+	12	-57
chr1	201924618	201939787	TIMM17A	0	+	11	79
chr1	201951765	201975274	RNPEP	0	+	11	-408
chr1	201979689	201986306	ELF3	0	+	16|16	-23|-23
chr1	20208887	20239429	OTUD3	0	+	9	45
chr1	202300785	202311094	UBE2T	0	-	5	46
chr1	202317829	202407363	PPP1R12B	0	+	17|17|17	37|37|37
chr1	202696532	202777549	KDM5B	0	-	5|6	-768|13
chr1	202830881	202844369	LOC148709	0	+	5	140
chr1	202848087	202858263	RABIF	0	-	5	-98
chr1	202860229	202896371	KLHL12	0	-	21	-109
chr1	202976535	202992667	TMEM183B	0	+	7	93
chr1	202976533	202993197	TMEM183A	0	+	7	91
chr1	202955580	202976393	LOC401980	0	-	7	49
chr1	203595927	203713207	ATP2B4	0	+	7|7	490|490
chr1	203766650	203769588	ZBED6	0	+	14	1862
chr1	203764750	203823255	ZC3H11A	0	+	14	-38
chr1	203830739	203840278	SNRPE	0	+	28	-152
chr1	204167287	204183220	GOLT1A	0	-	8	163
chr1	204187981	204329044	PLEKHA6	0	-	5	154
chr1	204372493	204380944	PPP1R15B	0	-	18	102
chr1	204485510	204527247	MDM4	0	+	19|19	-26|-26
chr1	205055271	205091150	RBBP5	0	-	26|26|26	137|137|137
chr1	205111631	205180727	DSTYK	0	-	20|20	19|19
chr1	205271192	205290883	NUAK2	0	-	14	-71
chr1	205585234	205602000	ELK4	0	-	11|11	-1149|-1149
chr1	205681946	205719372	NUCKS1	0	-	20	-465
chr1	205737114	205744610	RAB7L1	0	-	10|10|10|10	89|89|89|89
chr1	205758220	205782161	SLC41A1	0	-	9	379
chr1	206764973	206785904	LGTN	0	-	24	-71
chr1	207070787	207077484	IL24	0	+	5|5|5|5	1385|1385|1385|1385
chr1	207217193	207224422	YOD1	0	-	9	4
chr1	207226619	207254367	PFKFB2	0	+	7|7	154|154
chr1	207494816	207534309	CD55	0	+	14|14	49|49
chr1	207925382	207968860	CD46	0	+	13|13|13|13|13|13|13|13	-58|-58|-58|-58|-58|-58|-58|-58
chr1	207991723	207995940	LOC148696	0	+	5	-758
chr1	20808884	20812728	CAMK2N1	0	-	7	329
chr1	20825942	20834674	MUL1	0	-	11	-62
chr1	20959947	20978003	PINK1	0	+	10	65
chr1	20978259	20988037	DDOST	0	-	12	10
chr1	209955661	209957890	C1orf74	0	-	8	110
chr1	210001311	210030908	C1orf107	0	+	20	1
chr1	210501595	210849638	HHAT	0	+	8|8|8|8|8|8	-900|-900|144|-246|-246|-246
chr1	21046224	21059133	SH2D5	0	-	8|8	499|499
chr1	21069170	21113181	HP1BP3	0	-	8	374
chr1	210851656	211307457	KCNH1	0	-	8|8	66|66
chr1	211432707	211489723	RCOR3	0	+	15|15|15|15|5|5|5|5	111|111|111|692|-1527|-1527|-1527|-946
chr1	211556096	211605876	C1orf97	0	+	7	-94
chr1	211748380	211752099	SLC30A1	0	-	7|6	-568|536
chr1	211836121	211848967	NEK2	0	-	13	177
chr1	211916799	212004114	LPGAT1	0	-	6	-82
chr1	212114697	212208884	INTS7	0	-	19	-86
chr1	212208918	212278186	DTL	0	+	19	120
chr1	212458878	212535204	PPP2R5A	0	+	12	357
chr1	212537818	212588267	TMEM206	0	-	8	10
chr1	2120988	2126214	C1orf86	0	-	7|6	276|558
chr1	2120481	2125024	LOC100128003	0	-	7	1466
chr1	212781993	212794114	ATF3	0	+	7|7	60|60
