# Argument List:
# Name = hot0
# peak file = hot0.bed
# gene pos to peak = up,down
# distance = 2000 bp
# genome = ../../../bin/peak2gene/hg19.refGene
# Output symbol as gene name = True
#chrom	gTSS	gTTS	gene	NA	strand	pName	TSS2pCenter
chr1	109472129	109506111	CLCC1	0	-	4|4	-56|-56
chr1	109512839	109584850	WDR47	0	-	3|3|3	-171|-171|-171
chr1	109606997	109618624	TAF13	0	-	6	59
chr1	109633402	109639553	TMEM167B	0	+	3|13	1392|-152
chr1	109642814	109643234	SCARNA2	0	+	10	-30
chr1	109648573	109656479	C1orf194	0	-	2|2	-1625|-1012
chr1	109656584	109749401	KIAA1324	0	+	2|2	1730|1117
chr1	109756514	109780803	SARS	0	+	5|5	-48|-48
chr1	109792640	109818377	CELSR2	0	+	2	430
chr1	109822175	109825790	PSRC1	0	-	5|5|5	258|258|258
chr1	109852191	109940563	SORT1	0	-	3|2	15|1603
chr1	109944477	109969037	PSMA5	0	-	10	46
chr1	110009099	110024763	SYPL2	0	+	3	-61
chr1	110026560	110035418	ATXN7L2	0	+	10	-184
chr1	110036700	110043062	CYB561D1	0	+	9|9|9|9|9	-47|-90|-47|-47|-47
chr1	110049446	110052336	AMIGO1	0	-	2	-37
chr1	110091185	110138452	GNAI3	0	+	9	-11
chr1	110163275	110174677	AMPD2	0	+	5|5|1|1|4|4	885|68|202|-615|-378|-1195
chr1	110198697	110204330	GSTM4	0	+	1|1|1	-108|-108|-108
chr1	110276553	110283660	GSTM3	0	-	3|3	-755|-755
chr1	110292701	110306564	EPS8L3	0	-	2|2|2	-36|-36|-36
chr1	110453232	110472354	CSF1	0	+	6|6|6|6	-90|-90|-90|-90
chr1	110527307	110566363	AHCYL1	0	+	11	-25
chr1	110577240	110597255	FAM40A	0	+	9	44
chr1	110693131	110744821	SLC6A17	0	+	3	-27
chr1	11072678	11085548	TARDBP	0	+	11	-31
chr1	110753335	110776674	KCNC4	0	+	1|1|1|1|1|1	441|441|441|-393|-393|-393
chr1	110881944	110889303	RBM15	0	+	23	528
chr1	110828998	110881793	LOC440600	0	-	23	-377
chr1	110905504	110933636	SLC16A4	0	-	1	7
chr1	110943878	110950546	HBXIP	0	-	14	-174
chr1	11114648	11120091	SRM	0	-	9	175
chr1	111489812	111506566	C1orf103	0	-	13|13	-73|-73
chr1	11126677	11159938	EXOSC10	0	-	5|5	-46|-46
chr1	111682248	111727724	CEPT1	0	+	4|4	-586|-2
chr1	111659954	111682838	DRAM2	0	-	4	-4
chr1	111770280	111786060	CHI3L2	0	+	1|1|1	-963|1089|-963
chr1	111889194	111895639	C1orf88	0	+	3	38
chr1	111991742	112004523	ATP5F1	0	+	11	-252
chr1	111982512	111991830	WDR77	0	-	11	164
chr1	112025970	112106597	ADORA3	0	-	1	-131
chr1	112162404	112256100	RAP1A	0	+	4|4	-210|-210
chr1	112264685	112282046	C1orf183	0	-	9|13	93|-69
chr1	112298189	112310198	DDX20	0	+	13	-161
chr1	112938799	113003785	CTTNBP2NL	0	+	4|8	1703|61
chr1	113004391	113004455	MIR4256	0	-	1	703
chr1	113010039	113063908	WNT2B	0	+	3	1106
chr1	113162074	113214241	CAPZA1	0	+	15	-255
chr1	113066141	113162040	ST7L	0	-	15|15|15|15	289|289|289|289
chr1	113217047	113243367	MOV10	0	+	1|1|3|3|2|2	637|637|-76|-76|-812|-812
chr1	11166588	11322608	MTOR	0	-	13	121
chr1	113243748	113249678	RHOC	0	-	5|9|9|9	-1739|55|402|55
chr1	113252615	113257950	PPM1J	0	-	2	1124
chr1	113263188	113269854	FAM19A3	0	+	2|2	1717|1717
chr1	11333254	11348490	UBIAD1	0	+	10	28
chr1	113454471	113498685	SLC16A1	0	-	13|13|1|1	85|-205|883|593
chr1	113615830	113667342	LRIG2	0	+	10	18
chr1	113933474	114228535	MAGI3	0	+	5|5	576|576
chr1	114239823	114301777	PHTF1	0	-	5	442
chr1	114304454	114355070	RSBN1	0	-	14	-11
chr1	114437676	114447741	AP4B1	0	-	15	-19
chr1	114447914	114456707	DCLRE1B	0	+	15	192
chr1	114471995	114514693	HIPK1	0	+	7|7	-50|-50
chr1	114522029	114524875	OLFML3	0	+	2|1	469|-153
chr1	114631914	114696472	SYT6	0	-	1	1367
chr1	1146706	1149512	TNFRSF4	0	-	2	-407
chr1	114935400	115053781	TRIM33	0	-	6|6	330|330
chr1	115110182	115124265	BCAS2	0	-	9	44
chr1	115127195	115212732	DENND2C	0	-	2|2	163|1485
chr1	115247078	115259515	NRAS	0	-	11	-75
chr1	115259537	115300624	CSDE1	0	-	14|14|14	-167|-214|-167
chr1	115312106	115323308	SIKE1	0	-	5|5	-46|-46
chr1	11539294	11597639	PTCHD2	0	+	5|1	221|-1027
chr1	115590634	115632121	TSPAN2	0	-	1	-78
chr1	115828536	115880857	NGF	0	-	1	-40
chr1	116184573	116240845	VANGL1	0	+	2|2|2	-67|609|-67
chr1	116519118	116612672	SLC22A15	0	+	1	-91
chr1	1152288	1167447	SDF4	0	-	1|1|13|13|1|1	-1192|-1192|107|107|1121|1121
chr1	1167628	1170418	B3GALT6	0	+	1|13|1	1373|74|-940
chr1	116654375	116677861	C1orf161	0	+	5	1992
chr1	116915794	116947394	ATP1A1	0	+	5|5|2|2	28|722|-777|-83
chr1	116947335	116961197	ATP1A1OS	0	-	6|6|6|6|6	-3|-11|13|-3|-50
chr1	117061322	117113715	CD58	0	-	2|2|2|3|3|3	-608|-608|-608|-48|-48|-48
chr1	11714913	11723383	FBXO44	0	+	2|2|2|2	-59|-59|-541|-59
chr1	11708449	11714739	FBXO2	0	-	2	233
chr1	117117030	117210314	IGSF3	0	-	4|4	107|107
chr1	117214370	117214449	MIR320B1	0	+	2	-991
chr1	11724149	11734407	FBXO6	0	+	4	-105
chr1	11734537	11741271	MAD2L2	0	-	3	-85
chr1	117602948	117645489	TTF2	0	+	7	223
chr1	117653676	117664411	TRIM45	0	-	6|6	174|174
chr1	117910084	118068320	MAN1A2	0	+	10	344
chr1	11796141	11810827	AGTRAP	0	+	11|11|11|11|11	-525|-525|-525|-525|-525
chr1	118148603	118171010	FAM46C	0	+	2	-105
chr1	118419845	118472302	GDAP2	0	-	1|1|7|7	-651|-651|37|37
chr1	118472371	118503049	WDR3	0	+	1|7	720|32
chr1	11866206	11903200	CLCN6	0	+	15|15|15|15	161|161|161|161
chr1	11845786	11866160	MTHFR	0	-	15	-115
chr1	11917521	11918992	NPPB	0	-	2	561
chr1	119573840	119683295	WARS2	0	-	6|6	-109|-109
chr1	11980123	11986480	KIAA2013	0	-	4	79
chr1	119911401	119936751	HAO2	0	+	2|2	1080|1080
chr1	11994745	12035593	PLOD1	0	+	4	45
chr1	120161999	120190390	ZNF697	0	-	1|5	-1696|570
chr1	120254418	120286848	PHGDH	0	+	3|2	-172|-985
chr1	120377388	120387779	NBPF7	0	-	2	-788
chr1	12040237	12073571	MFN2	0	+	11|11	-35|-35
chr1	120454177	120612276	NOTCH2	0	-	2	-82
chr1	1189293	1209234	UBE2J2	0	-	2|2|2|2|10|10|10|10	-1185|-1185|-1185|-1185|42|42|42|42
chr1	12079511	12092106	MIIP	0	+	6	69
chr1	120839004	120855680	FAM72B	0	+	3	910
chr1	121260909	121313686	EMBP1	0	+	5	-484
chr1	12185957	12204262	TNFRSF8	0	+	2	926
chr1	12290112	12572096	VPS13D	0	+	6|6	22|22
chr1	1227763	1243269	ACAP3	0	-	10|2	367|1738
chr1	1243993	1247056	PUSL1	0	+	10|2	357|-1014
chr1	1260142	1264275	GLTPD1	0	+	5	51
chr1	1246964	1260046	CPSF3L	0	-	5	45
chr1	1266725	1269843	TAS1R3	0	+	2|1|3	1526|251|-955
chr1	12627939	12677820	DHRS3	0	-	4|2|20	-1571|-610|747
chr1	1270658	1284492	DVL1	0	-	2|7	-936|532
chr1	1309109	1310580	AURKAIP1	0	-	18|18|18	149|167|-89
chr1	1327667	1334718	CCNL2	0	-	8|8|3|3|5|5	140|140|907|907|1913|1913
chr1	1334909	1337425	LOC148413	0	+	8|3|5	51|-716|-1722
chr1	1337276	1342693	MRPL20	0	-	11	-323
chr1	1361507	1363166	TMEM88B	0	+	1	-1532
chr1	1370902	1378261	VWA1	0	+	2|2	-126|-126
chr1	14026734	14151572	PRDM2	0	+	5|5	31|51
chr1	143718512	143744457	FLJ39739	0	-	1	-674
chr1	143718512	143744587	LOC100286793	0	-	1	-804
chr1	143896451	143913143	FAM72D	0	-	2	473
chr1	1447522	1470067	ATAD3A	0	+	12|12|12	201|588|201
chr1	144890590	144932032	PDE4DIP	0	-	1|15	-557|370
chr1	145096406	145116922	SEC22B	0	+	14	10
chr1	145209110	145285911	NOTCH2NL	0	+	4|2	88|-936
chr1	145293370	145368682	NBPF10	0	+	2	-117
chr1	145438461	145442626	TXNIP	0	+	7	65
chr1	145470507	145475647	ANKRD34A	0	+	7	44
chr1	145456235	145470387	POLR3GL	0	-	7	76
chr1	145477084	145499090	LIX1L	0	+	5	-188
chr1	145507637	145511444	RBM8A	0	+	15	31
chr1	145516559	145523731	PEX11B	0	+	11|11	262|-133
chr1	145509819	145516076	GNRHR2	0	-	11	221
chr1	145524989	145543867	ITGA10	0	+	2	137
chr1	145549208	145568526	ANKRD35	0	+	1	1945
chr1	145575987	145586546	PIAS3	0	+	8	286
chr1	145586493	145589435	NUDT17	0	-	4|7|1	-760|-82|630
chr1	145592605	145610884	POLR3C	0	-	14	80
chr1	145611035	145688774	RNF115	0	+	14	71
chr1	145695797	145715565	CD160	0	-	5	-1585
chr1	145727725	145764073	PDZK1	0	+	8	-897
chr1	145764594	145827103	GPR89A	0	-	4|4|4	-76|-76|-76
chr1	146626686	146644129	PRKAB2	0	-	9|1	-11|831
chr1	146655884	146697230	FMO5	0	-	3|3|3	-169|-169|-169
chr1	146714290	146767441	CHD1L	0	+	15	-149
chr1	147119167	147142634	ACP6	0	-	8	-52
chr1	147400505	147465747	GPR89B	0	+	4	-36
chr1	1470158	1475740	C1orf70	0	-	1	638
chr1	147574323	147624469	NBPF11	0	-	2	83
chr1	148558187	148596267	NBPF15	0	+	3	1434
chr1	148928285	148951595	LOC645166	0	+	2|2	39|39
chr1	149397113	149399229	HIST2H2BF	0	-	2|2|2|2|2|4|4	-225|-664|-664|-121|-121|1123|1123
chr1	149784779	149785236	HIST2H3D	0	-	2|2|4	-1972|-1429|-185
chr1	149858524	149858960	HIST2H2AC	0	+	39	-31
chr1	149856011	149858232	HIST2H2BE	0	-	39	323
chr1	149859019	149859466	HIST2H2AB	0	-	39	-911
chr1	149871154	149872347	BOLA1	0	+	12	21
chr1	149895210	149899702	SF3B4	0	-	13	111
chr1	149900543	149908791	MTMR11	0	-	1|1|2|2	-83|442|706|1231
chr1	149912232	149982686	OTUD7B	0	-	17	34
chr1	150039341	150117504	VPS45	0	+	19	-223
chr1	150122169	150131816	PLEKHO1	0	+	3	59
chr1	150190717	150207026	ANP32E	0	-	5|3|3|3|15|15|15	-885|-1358|120|-1358|324|1802|324
chr1	150230217	150237476	CA14	0	+	2	1743
chr1	150237798	150241532	APH1A	0	-	13|13	-88|-88
chr1	150255228	150259502	C1orf51	0	+	12	889
chr1	150266268	150280818	MRPS21	0	+	12|12	-83|-83
chr1	150293927	150325703	PRPF3	0	+	12	-108
chr1	150336989	150449039	RPRD2	0	+	9|8	600|-280
chr1	150459919	150479747	TARS2	0	+	20	69
chr1	150480486	150486264	ECM1	0	+	1|1	-31|-31
chr1	150521897	150533410	ADAMTSL4	0	+	5|5	152|152
chr1	150524404	150524490	MIR4257	0	+	1	-598
chr1	150547036	150552136	MCL1	0	-	15|15	-412|-412
chr1	150594603	150602098	ENSA	0	-	10|10|10|10|10|10|10|10	-68|-68|-68|-68|421|421|421|-68
chr1	150618700	150669672	GOLPH3L	0	-	9	97
chr1	150702553	150738305	CTSS	0	-	1	-916
chr1	150782185	150849186	ARNT	0	-	11|11	203|203
chr1	150898814	150937220	SETDB1	0	+	22|22|22	-35|-35|-25
chr1	150937649	150947440	LASS2	0	-	2|2	-154|-154
chr1	1477053	1510262	SSU72	0	-	8	-130
chr1	150969301	150979385	FAM63A	0	-	4|4|4|4|4|9|9|9|9|9	-180|-1649|-68|-68|-1649|1822|353|1934|1934|353
chr1	150980972	151008189	PRUNE	0	+	4|9	1767|-235
chr1	151020258	151023869	C1orf56	0	+	9|2	-552|-1896
chr1	151023448	151032125	CDC42SE1	0	-	2|2|8|8|2|2	-1725|-1725|1|1|1658|1658
chr1	151032150	151040972	MLLT11	0	+	2|8|2	1750|24|-1633
chr1	151043079	151091007	GABPB2	0	+	28	-276
chr1	151104164	151119140	SEMA6C	0	-	6|6|6	54|54|54
chr1	151129104	151132225	TNFAIP8L2	0	+	2	441
chr1	151132224	151138424	LYSMD1	0	-	23|23	198|252
chr1	151138516	151141612	SCNM1	0	+	23	-106
chr1	151142463	151148547	TMOD4	0	-	2	76
chr1	151148933	151162640	VPS72	0	-	15	113
chr1	151171020	151222006	PIP5K1A	0	+	12|12|12|12|1|1|1|1	25|25|25|25|-1698|-1698|-1698|-1698
chr1	151227196	151239952	PSMD4	0	+	11	-64
chr1	151254790	151264380	ZNF687	0	+	24	370
chr1	151264412	151298724	PI4KB	0	-	6	1397
chr1	151313115	151319769	RFX5	0	-	8|8	-154|-154
chr1	151336780	151345164	SELENBP1	0	-	6	-8
chr1	151372040	151374412	PSMB4	0	+	2|20	1133|13
chr1	151375199	151414681	POGZ	0	-	3|7|7|7|7|10|10|10|10	1845|-841|-841|-841|-841|30|30|30|30
chr1	151483861	151511165	CGN	0	+	7	144
chr1	151512780	151556058	TUFT1	0	+	7|7	-44|-44
chr1	151518271	151518367	MIR554	0	+	20	-1558
chr1	151584661	151671559	SNX27	0	+	15	325
chr1	151672535	151688792	CELF3	0	-	2|2|2	749|659|251
chr1	151694012	151702082	C1orf230	0	+	1|2	455|-200
chr1	151735444	151743805	OAZ3	0	+	11	-556
chr1	151732124	151736040	MRPL9	0	-	11	-40
chr1	151745958	151763010	TDRKH	0	-	6|6|6|6	68|68|68|68
chr1	151810944	151816640	LOC100132111	0	+	2	1849
chr1	151846059	151882113	THEM4	0	-	21	91
chr1	151955386	151966714	S100A10	0	-	22|7|12	-1583|-275|910
chr1	152004982	152009511	S100A11	0	-	4	-94
chr1	15250624	15394651	KAZ	0	+	2	-33
chr1	152551860	152552980	LCE3D	0	-	1	222
chr1	152595310	152595579	LCE3A	0	-	1	333
chr1	152748847	152749445	LCE1F	0	+	2	-1354
chr1	153003678	153005375	SPRR1B	0	+	3	-1898
chr1	153028596	153029988	SPRR2A	0	-	2	827
chr1	153346183	153348075	S100A12	0	-	1	84
chr1	153507075	153508717	S100A6	0	-	2|15|1	-805|177|1103
chr1	153509623	153514241	S100A5	0	-	2|2	625|1346
chr1	153516097	153518282	S100A4	0	-	19|19	-287|-287
chr1	153519808	153521734	S100A3	0	-	11	-16
chr1	153533586	153538306	S100A2	0	-	5|18	38|954
chr1	153579366	153585514	S100A16	0	-	4|4	-1995|-66
chr1	153591279	153600117	S100A13	0	-	7|7|7|7|17	-198|175|395|-796|-35
chr1	153600872	153604513	S100A1	0	+	7	953
chr1	153606524	153617979	C1orf77	0	+	17	-9
chr1	153631144	153634325	SNAPIN	0	+	7	-16
chr1	153634514	153643479	ILF2	0	-	25	154
chr1	153651163	153666467	NPR1	0	+	2	838
chr1	153700566	153746557	INTS3	0	+	2|12	1945|-226
chr1	153747767	153752632	SLC27A3	0	+	1	-793
chr1	153777203	153895451	GATAD2B	0	-	17	93
chr1	153901976	153919154	DENND4B	0	-	12	-280
chr1	153920153	153931043	CRTC2	0	-	15	116
chr1	153931588	153940188	SLC39A1	0	-	15	-195
chr1	153940396	153946832	CREB3L4	0	+	15	403
chr1	153946746	153950451	JTB	0	-	11	-259
chr1	153954127	153958806	RAB13	0	-	1|3|4	-842|-64|540
chr1	153963238	153964632	RPS27	0	+	12	17
chr1	153965169	154127592	NUP210L	0	-	2|2	-416|-416
chr1	154127779	154155725	TPM3	0	-	1|1|1|1|7|7|7|7	-671|-671|-671|-671|-38|-38|-38|-38
chr1	154179182	154193273	C1orf43	0	-	16|16|16	-7|-7|-7
chr1	154192654	154235978	UBAP2L	0	+	16|16	-612|58
chr1	154245038	154248349	HAX1	0	+	15|15	64|64
chr1	154298035	154310320	ATP8B2	0	+	3|4|3|3	749|48|-775|1465
chr1	154377668	154440188	IL6R	0	+	12|12	-558|-558
chr1	154521050	154531120	UBE2Q1	0	-	22	576
chr1	154540256	154552351	CHRNB2	0	+	2	-190
chr1	154554535	154580724	ADAR	0	-	5|5|5|5|9	-70|1878|-70|-70|4
chr1	15479027	15546973	TMEM51	0	+	6|6|6|6|3|3|3|3|3|3|3|3	-141|-141|1060|1060|-1070|-1070|131|131|-1707|-1707|-506|-506
chr1	15438311	15478960	C1orf126	0	-	6|3|3	208|1137|1774
chr1	154679916	154842754	KCNN3	0	-	2	172
chr1	154897208	154909484	PMVK	0	-	22	99
chr1	154916560	154928567	PBXIP1	0	-	7|1	-69|1407
chr1	154929502	154934258	PYGO2	0	-	11	119
chr1	154934774	154943223	SHC1	0	-	16|16|41|41	128|128|-405|-405
chr1	154947117	154951724	CKS1B	0	+	41|41	563|563
chr1	154948168	154948259	MIR4258	0	+	41	1614
chr1	154955769	154965587	FLAD1	0	+	16|16|16|16	29|29|29|29
chr1	154966061	154966790	LENEP	0	+	3|1	276|-268
chr1	154975111	154990998	ZBTB7B	0	+	33|3|11	1600|-471|-1911
chr1	155006281	155023406	DCST1	0	+	2|2	-945|-945
chr1	154991004	155006257	DCST2	0	-	2	969
chr1	155023761	155035252	ADAM15	0	+	13|13|13|13|13|13|2|2|2|2|2|2	386|386|386|386|386|386|-1384|-1384|-1384|-1384|-1384|-1384
chr1	155036212	155042027	EFNA4	0	+	7|7|7	430|430|430
chr1	155051347	155060006	EFNA3	0	+	2	841
chr1	1550794	1565990	MIB2	0	+	5|5|5|5|5|5	-208|-208|-208|242|-208|-208
chr1	155100348	155107384	EFNA1	0	+	1|1|16|16|1|1	1253|1253|303|303|-1321|-1321
chr1	155108287	155111333	RAG1AP1	0	+	7|7|7	303|303|303
chr1	155112368	155112883	DPM3	0	-	10|10	145|32
chr1	155146359	155157445	TRIM46	0	+	18	437
chr1	155141884	155145804	KRTCAP2	0	-	18	118
chr1	155158301	155162700	MUC1	0	-	23|23|23|23|23|23|23	1196|1196|1196|1196|1196|1196|1196
chr1	155164967	155165063	MIR92B	0	+	23	1071
chr1	155178489	155183613	MTX1	0	+	3|3|12|12	1678|1678|-151|-151
chr1	155165380	155177690	THBS3	0	-	3|12	-879|950
chr1	155183616	155197325	GBAP1	0	-	9	-191
chr1	155204239	155211069	GBA	0	-	15|15|22|22|22	10|13|-138|-138|-138
chr1	155216996	155225274	FAM189B	0	-	6|6	-8|-8
chr1	155225770	155232195	SCAMP3	0	-	17|17	-143|-143
chr1	155232659	155243281	CLK2	0	-	12	-107
chr1	155247373	155259638	HCN3	0	+	6|4	-11|-901
chr1	155259085	155271225	PKLR	0	-	1|1	-497|-64
chr1	155278704	155290457	FDPS	0	+	2|2|2|16|16|16|3|3|3	1330|1164|1164|117|-49|-49|-800|-966|-966
chr1	155290639	155300909	RUSC1	0	+	2|2|20|20|5|5	-46|-46|157|647|-1470|-980
chr1	155290251	155293938	C1orf104	0	-	20|5	-368|1259
chr1	155305052	155532324	ASH1L	0	-	14|1	394|1640
chr1	155531771	155533732	LOC645676	0	+	14	-947
chr1	155580006	155584757	MSTO1	0	+	7	290
chr1	155658873	155708317	DAP3	0	+	11|11	425|425
chr1	155629245	155658791	YY1AP1	0	-	11|11	-343|-117
chr1	155715608	155721362	MSTO2P	0	+	4	248
chr1	15573767	15724622	FHAD1	0	+	4	-58
chr1	155719509	155826972	GON4L	0	-	12|12	95|95
chr1	155829259	155854989	SYT11	0	+	2	53
chr1	155867600	155881177	RIT1	0	-	9	-51
chr1	155882835	155904188	KIAA0907	0	-	19	10
chr1	155911479	155912624	RXFP4	0	+	2|1|2	840|181|-656
chr1	155916629	155948336	ARHGEF2	0	-	4|4|4	82|82|452
chr1	155978839	155990758	SSR2	0	-	8	-33
chr1	156024516	156028301	ROBLD3	0	+	6|6|14|14	1015|1015|-26|-26
chr1	156005092	156023516	UBQLN4	0	-	6|14	-15|1026
chr1	156041805	156051789	MEX3A	0	-	6	523
chr1	156084460	156107656	LMNA	0	+	22|22|22|1|1|1	-97|-97|-97|-1453|-1453|-1453
chr1	156163729	156182586	SLC25A44	0	+	23	-160
chr1	156182783	156209831	PMF1	0	+	8|1	-199|-1583
chr1	156211950	156213112	BGLAP	0	+	1|2	646|-96
chr1	156213206	156217843	PAQR6	0	-	1|1|1|1	-1224|-1173|-619|-568
chr1	156219016	156252620	SMG5	0	-	19	-208
chr1	156254069	156262235	TMEM79	0	+	19|19	1657|291
chr1	156262484	156265449	C1orf85	0	-	7	60
chr1	156278751	156308206	CCT3	0	-	1|1|1|1|2|2|2|2|16|16|16|16	-1981|-1981|-1981|-1981|-830|-830|-830|-830|302|302|302|302
chr1	156307104	156316783	C1orf182	0	+	1|2|16	879|-272|-1404
chr1	156339002	156355009	RHBG	0	+	1|1	-45|-45
chr1	156390132	156390221	MIR9-1	0	-	3	1354
chr1	156433519	156470529	MEF2D	0	-	2|12	-1780|256
chr1	156495197	156542396	IQGAP3	0	-	8	-42
chr1	156561557	156564089	APOA1BP	0	+	5|1	-32|-1708
chr1	156564281	156571270	GPATCH4	0	-	15|15|2|2	-28|-28|1439|1439
chr1	156589085	156595517	HAPLN2	0	+	3	-126
chr1	156638556	156647189	NES	0	-	7	716
chr1	156669409	156675375	CRABP2	0	-	2|3	-419|522
chr1	156692412	156697705	ISG20L2	0	-	6|2|15	-1946|-1140|763
chr1	156698262	156706751	C1orf66	0	+	2|2|15|15	1697|1697|-206|-206
chr1	156707093	156710923	MRPL24	0	-	21|21	133|133
chr1	156711899	156722240	HDGF	0	-	9|9|9	-776|-560|-79
chr1	156737273	156770604	PRCC	0	+	18	-19
chr1	156785541	156851642	NTRK1	0	+	10|3|3	1781|535|535
chr1	156810665	156828666	INSRR	0	-	3	1469
chr1	156863522	156886226	PEAR1	0	+	3|4	1271|-1058
chr1	156890423	156902880	C1orf92	0	+	7	104
chr1	156904632	157015162	ARHGEF11	0	-	7|7	568|568
chr1	157094458	157108383	ETV3	0	-	6|6	-54|152
chr1	15736390	15756839	EFHD2	0	+	3	193
chr1	157963062	158065842	KIRREL	0	+	3|4	1082|-144
chr1	158297741	158301321	CD1B	0	-	2	-1542
chr1	15818796	15850790	CASP9	0	-	7|7	217|217
chr1	15853351	15898226	DNAJC16	0	+	13	91
chr1	15899151	15911605	AGMAT	0	-	6	-273
chr1	159175200	159176288	DARC	0	+	1|1	1081|390
chr1	15943952	15987552	DDI2	0	+	4	-8
chr1	159750758	159752333	DUSP23	0	+	1|11	1281|109
chr1	159804263	159825137	C1orf204	0	-	1|6	-1068|-467
chr1	159887902	159895284	TAGLN2	0	-	6|22	-1885|-207
chr1	159896828	159915386	IGSF9	0	-	5|5	171|171
chr1	159997461	160001783	PIGM	0	-	7	-63
chr1	160061137	160068408	IGSF8	0	-	2|2	-26|546
chr1	160085519	160113372	ATP1A2	0	+	1	-1233
chr1	16010826	16061262	PLEKHM2	0	+	3	12
chr1	160147200	160156766	ATP1A4	0	+	2	707
chr1	160175124	160185160	PEA15	0	+	6	-655
chr1	160185504	160232350	DCAF8	0	-	16|16|16|16|16	-364|-332|-332|-332|-291
chr1	160246598	160254941	PEX19	0	-	10|10|10|10	55|55|55|55
chr1	160258377	160313354	COPA	0	-	14|14	-138|-138
chr1	160313062	160328741	NCSTN	0	+	14	-154
chr1	160370363	160398467	VANGL2	0	+	6	145
chr1	16068916	16074475	TMEM82	0	+	2	887
chr1	16085254	16113084	FBLIM1	0	+	1	-66
chr1	160914816	160924589	ITLN2	0	-	3	-389
chr1	160965001	160991133	F11R	0	-	1|7|1	-546|153|856
chr1	161009041	161015757	USF1	0	-	2|2|17|17	-662|-662|135|135
chr1	161068180	161070137	KLHDC9	0	+	7|7|7|7|2|2|2|2	594|594|564|564|-294|-294|-324|-324
chr1	161087861	161095233	NIT1	0	+	13|13|13|13|4|4|4|4	349|394|395|349|-1765|-1720|-1719|-1765
chr1	161070346	161087866	PFDN2	0	-	13|4	-354|1760
chr1	161090770	161102478	DEDD	0	-	19|19|19	180|402|180
chr1	161123533	161128645	UFC1	0	+	18	-324
chr1	161129253	161135515	USP21	0	+	8|8	-57|-57
chr1	161136180	161141010	PPOX	0	+	17|17	228|228
chr1	161141100	161147314	B4GALT3	0	-	6	122
chr1	161171936	161184182	NDUFS2	0	+	15	-339
chr1	161185086	161189038	FCER1G	0	+	1	43
chr1	161192082	161193418	APOA2	0	-	1|1	-1512|-58
chr1	161195832	161200405	TOMM40L	0	+	13|2	120|-1490
chr1	161284165	161334533	SDHC	0	+	16|16|16|16	-191|-191|-191|-191
chr1	161494035	161496685	HSPA6	0	+	6	358
chr1	161692456	161697932	FCRLB	0	+	1	574
chr1	161719580	161726951	DUSP12	0	+	15	-173
chr1	161736083	161928851	ATF6	0	+	2|24	869|-40
chr1	16174358	16266950	SPEN	0	+	4|6	275|-1846
chr1	16160709	16174642	FLJ37453	0	-	4|6	-559|1562
chr1	161952983	161993644	OLFML2B	0	-	2|2	-7|537
