# Argument List:
# Name = hot20
# peak file = hot20.bed
# gene pos to peak = up,down
# distance = 2000 bp
# genome = ../../../bin/peak2gene/hg19.refGene
# Output symbol as gene name = True
#chrom	pStart	pEnd	pName	pScore	NA	gene	strand	TSS2pCenter
chr1	193028219	193029387	22	0	0	TROVE2|TROVE2|TROVE2|TROVE2|TROVE2|UCHL5|TROVE2	+|+|+|+|+|-|+	200|200|-252|200|200|282|-252
chr1	193090786	193091804	22	0	0	CDC73	+	-208
chr1	200864731	200866298	27	0	0	C1orf106	+	-1516
chr1	202895713	202896812	21	0	0	KLHL12	-	-109
chr1	203830327	203831455	28	0	0	SNRPE	+	-152
chr1	205090804	205091771	26	0	0	RBBP5|RBBP5|RBBP5	-|-|-	137|137|137
chr1	205180370	205181122	20	0	0	DSTYK|DSTYK	-|-	19|19
chr1	205270154	205271014	20	0	0			
chr1	205717882	205719932	20	0	0	NUCKS1	-	-465
chr1	206785412	206786254	24	0	0	LGTN	-	-71
chr1	210000954	210001666	20	0	0	C1orf107	+	1
chr1	210546595	210548135	31	0	0			
chr1	210771048	210772029	24	0	0			
chr1	212090729	212092165	21	0	0			
chr1	21223223	21223986	22	0	0			
chr1	212964820	212965697	22	0	0	NSL1|TATDN3|TATDN3|TATDN3|TATDN3|TATDN3|NSL1	-|+|+|+|+|+|-	119|-89|-89|-89|-89|-89|119
chr1	21588135	21589756	23	0	0			
chr1	218458294	218459073	22	0	0	RRP15	+	-55
chr1	218539834	218540909	25	0	0			
chr1	218669828	218670450	20	0	0			
chr1	218878982	218879954	27	0	0			
chr1	222638088	222639300	27	0	0			
chr1	222885701	222886977	22	0	0	AIDA|C1orf58	-|+	475|-434
chr1	223888176	223889439	24	0	0	CAPN2	+	487
chr1	225843025	225843918	21	0	0			
chr1	225923102	225924511	21	0	0			
chr1	229356790	229357769	22	0	0			
chr1	230240288	230242074	38	0	0			
chr1	233248534	233249690	32	0	0			
chr1	234508812	234509725	29	0	0	C1orf31	+	160
chr1	234859595	234860501	25	0	0			
chr1	235093017	235093691	20	0	0			
chr1	235098853	235100055	20	0	0			
chr1	235110656	235111662	24	0	0			
chr1	235132907	235133783	21	0	0			
chr1	235667396	235668618	24	0	0	B3GALNT2	-	226
chr1	23881130	23884367	34	0	0			
chr1	23911954	23912563	20	0	0			
chr1	244996978	244999062	27	0	0	FAM36A	+	618
chr1	24620602	24621738	25	0	0			
chr1	249119809	249121158	20	0	0	SH3BP5L|MIR3124	-|+	329|92
chr1	249167210	249168833	29	0	0			
chr1	26946609	26948282	24	0	0			
chr1	27018742	27020156	25	0	0			
chr1	27316960	27318374	24	0	0			
chr1	27324784	27326612	22	0	0			
chr1	33282684	33284038	21	0	0	S100PBP|YARS|S100PBP	+|-|+	-186|-272|-186
chr1	36851218	36852517	22	0	0	STK40	-	382
chr1	38455415	38456199	22	0	0	SF3A3	-	46
chr1	45272617	45273838	20	0	0	TCTEX1D4|BTBD19	-|+	270|926
chr1	45285181	45286316	24	0	0			
chr1	55894658	55895405	26	0	0			
chr1	63988644	63989486	21	0	0	ITGB3BP|EFCAB7	-|+	230|-53
chr1	65363673	65364741	20	0	0			
chr1	66648088	66648905	20	0	0			
chr1	66736828	66738031	22	0	0			
chr1	78148039	78149512	22	0	0	ZZZ3	-	432
chr1	8085912	8088414	23	0	0	ERRFI1	-	770
chr1	8242025	8242900	20	0	0			
chr1	8271749	8272641	21	0	0			
chr1	86094360	86095736	21	0	0			
chr1	8772274	8773242	21	0	0			
chr1	8937290	8939077	21	0	0	ENO1	-	-597
chr10	101379901	101381454	21	0	0	SLC25A28	-	456
chr10	102132551	102134212	31	0	0	NCRNA00263	+	-49
chr10	102295288	102295999	21	0	0	HIF1AN	+	-3
chr10	102756365	102758301	20	0	0	LZTS2	+	-369
chr10	103892132	103893905	28	0	0	PPRC1	+	-232
chr10	103911538	103912474	22	0	0	NOLC1	+	-74
chr10	104613700	104614487	24	0	0	C10orf32|C10orf32	+|+	-127|-127
chr10	105000953	105001880	20	0	0			
chr10	105880414	105882581	23	0	0	C10orf78|C10orf78	+|+	431|318
chr10	112158230	112159619	21	0	0			
chr10	112185603	112187064	23	0	0			
chr10	112678149	112679759	22	0	0	NCRNA00081|NCRNA00081|NCRNA00081|NCRNA00081|SHOC2|NCRNA00081	-|-|-|-|+|-	-170|-170|260|-170|346|-170
chr10	114206386	114207310	20	0	0	ZDHHC6|VTI1A	-|+	176|-93
chr10	114571334	114572103	20	0	0			
chr10	114833228	114834318	24	0	0			
chr10	115613479	115615113	23	0	0	DCLRE1A|NHLRC2	-|+	437|94
chr10	121076148	121077432	25	0	0			
chr10	121651722	121652467	21	0	0	SEC23IP	+	128
chr10	12237577	12238546	22	0	0	CDC123|NUDT5	+|-	-101|-82
chr10	122610517	122611282	21	0	0	WDR11|LOC283089	+|-	-213|208
chr10	12375458	12376246	21	0	0			
chr10	123861258	123862526	31	0	0			
chr10	123871408	123873582	28	0	0			
chr10	124713431	124714253	20	0	0	C10orf88	-	-77
chr10	131908487	131909937	20	0	0	LOC387723	-	131
chr10	21581548	21582592	26	0	0			
chr10	21625251	21626598	24	0	0			
chr10	21653239	21653863	20	0	0			
chr10	21784319	21786627	32	0	0	C10orf114|MIR1915	-|-	-740|-97
chr10	21814269	21816455	24	0	0	C10orf140	-	751
chr10	21821967	21824446	21	0	0	MLLT10|MLLT10|MLLT10|MLLT10|MLLT10|MLLT10	+|+|+|+|+|+	367|367|-106|-106|-106|-106
chr10	29228109	29229336	27	0	0			
chr10	3137392	3138723	26	0	0			
chr10	32229659	32230426	22	0	0			
chr10	32634940	32636411	26	0	0	EPC1	-	-438
chr10	33246809	33248297	24	0	0	ITGB1|ITGB1	-|-	260|731
chr10	33269285	33270475	24	0	0			
chr10	33274509	33275442	21	0	0			
chr10	33294027	33295138	24	0	0			
chr10	33298869	33299822	27	0	0			
chr10	33444687	33445585	30	0	0			
chr10	33562033	33562858	21	0	0			
chr10	33623853	33625742	27	0	0	NRP1|NRP1|NRP1	-|-|-	964|964|964
chr10	34716046	34716841	22	0	0			
chr10	35378968	35380069	20	0	0	CUL2	-	224
chr10	3824659	3826584	22	0	0	KLF6|KLF6|KLF6|KLF6	-|-|-|-	-1852|-1852|-1852|-1852
chr10	3893662	3895069	23	0	0			
chr10	43277898	43278788	23	0	0	BMS1	+	-390
chr10	47006966	47010153	37	0	0			
chr10	4704712	4706293	20	0	0			
chr10	47055787	47059541	51	0	0			
chr10	47092107	47093935	33	0	0			
chr10	5026429	5027927	27	0	0			
chr10	5113226	5114620	28	0	0			
chr10	5136368	5137415	21	0	0	AKR1C3	+	-324
chr10	5189234	5191004	33	0	0			
chr10	5333389	5334542	24	0	0			
chr10	53459073	53459935	24	0	0	CSTF2T	-	149
chr10	54073655	54074981	20	0	0	DKK1	+	-278
chr10	60616178	60617130	21	0	0			
chr10	61665921	61667087	23	0	0	CCDC6	-	90
chr10	6244476	6245699	22	0	0	PFKFB3	+	-248
chr10	6321317	6322046	23	0	0			
chr10	64892552	64893720	21	0	0	NRBF2	+	-130
chr10	65389069	65391109	25	0	0			
chr10	69913118	69913848	22	0	0			
chr10	70715388	70716632	24	0	0	DDX21	+	-119
chr10	70939401	70940301	21	0	0	SUPV3L1	+	141
chr10	73526288	73527909	27	0	0			
chr10	74019652	74021123	23	0	0			
chr10	74032430	74034971	42	0	0	DDIT4	+	-24
chr10	74035716	74037146	23	0	0			
chr10	74056843	74058345	20	0	0			
chr10	74113297	74115204	27	0	0	DNAJB12|DNAJB12	-|-	-657|-657
chr10	75489770	75490768	23	0	0	BMS1P4	-	-3
chr10	75503463	75504412	22	0	0	SEC24C|SEC24C	+|+	194|194
chr10	79788951	79789944	27	0	0	POLR3A	-	149
chr10	80732353	80734947	27	0	0			
chr10	8407978	8409086	22	0	0			
chr10	93349960	93351572	26	0	0			
chr10	95230689	95231482	21	0	0			
chr10	95461969	95462735	25	0	0	FRA10AC1	-	23
chr10	96122377	96123091	20	0	0	NOC3L	-	51
chr10	97849335	97850439	22	0	0			
chr10	97889348	97890609	25	0	0	ZNF518A	+	-507
chr10	99334287	99335064	20	0	0			
chr11	101980643	101983194	24	0	0	YAP1|YAP1|YAP1|YAP1	+|+|+|+	-727|-727|1252|-727
chr11	10324509	10326925	22	0	0	ADM	+	924
chr11	10328030	10330022	24	0	0			
chr11	10415983	10416801	22	0	0			
chr11	118971923	118973645	24	0	0	DPAGT1	-	-1
chr11	12106954	12108816	23	0	0			
chr11	123324727	123325617	20	0	0			
chr11	18343428	18344347	25	0	0	GTF2H1|GTF2H1|HPS5|HPS5|HPS5	+|+|-|-|-	-72|-72|166|166|166
chr11	18405005	18406485	32	0	0			
chr11	20057106	20058347	23	0	0			
chr11	2421066	2422623	22	0	0	TSSC4	+	1678
chr11	27417008	27417929	20	0	0			
chr11	27423138	27423969	22	0	0			
chr11	28131528	28132263	21	0	0			
chr11	28857630	28858559	25	0	0			
chr11	33711740	33713031	20	0	0			
chr11	34621654	34622804	26	0	0			
chr11	34661407	34662308	25	0	0			
chr11	46721822	46722886	26	0	0	ZNF408|ARHGAP1|ZNF408	+|-|+	289|234|-38
chr11	47269846	47270959	24	0	0	NR1H3|ACP2|ACP2	+|-|-	46|-55|-55
chr11	47600248	47600858	21	0	0	NDUFS3|KBTBD4|KBTBD4|KBTBD4	+|-|-|-	8|32|-14|-14
chr11	56677473	56678683	22	0	0			
chr11	57434397	57436270	22	0	0	ZDHHC5	+	140
chr11	57508545	57509320	20	0	0	C11orf31	+	-211
chr11	58345244	58347467	38	0	0	LPXN|ZFP91|ZFP91-CNTF	-|+|+	716|231|231
chr11	59317700	59319546	36	0	0			
chr11	59333268	59334286	22	0	0			
chr11	61559358	61560703	25	0	0	FEN1|C11orf10|MIR611	+|-|-	119|-55|-3
chr11	61730372	61731827	28	0	0			
chr11	61738651	61739787	25	0	0			
chr11	62358502	62359587	24	0	0	TUT1	-	-65
chr11	62438834	62439688	20	0	0	C11orf83|C11orf48	+|-	-136|20
chr11	62608757	62609808	24	0	0	WDR74	-	1654
chr11	63952364	63953955	20	0	0	STIP1	+	427
chr11	64038215	64039324	21	0	0			
chr11	64051963	64053503	21	0	0	GPR137|GPR137|GPR137|GPR137|BAD|GPR137|BAD	+|+|+|+|-|+|-	-923|848|-449|-451|557|848|557
chr11	64084310	64085912	22	0	0	PRDX5|TRMT112|PRDX5|PRDX5	+|-|+|+	457|78|457|457
chr11	64691377	64692462	22	0	0	PPP2R5B	+	223
chr11	64780863	64782181	21	0	0	ARL2	+	63
chr11	64863324	64864367	25	0	0	C11orf2	+	-163
chr11	64901779	64902971	22	0	0	SYVN1|SYVN1	-|-	372|372
chr11	65149287	65150716	29	0	0	SLC25A45|SLC25A45	-|-	-141|-141
chr11	65185833	65187015	26	0	0			
chr11	65189391	65191500	36	0	0	NEAT1	+	-177
chr11	65194193	65196397	20	0	0			
chr11	65238786	65240116	26	0	0			
chr11	65259060	65261062	24	0	0			
chr11	65274110	65275514	24	0	0			
chr11	65479139	65480343	27	0	0	KAT5|KAT5|KAT5	+|+|+	-253|-253|-253
chr11	65624236	65626555	23	0	0	CFL1	-	-409
chr11	65769385	65770699	33	0	0	BANF1|BANF1|EIF1AD	+|+|-	-493|-493|464
chr11	66653538	66655169	20	0	0			
chr11	66738154	66739055	22	0	0			
chr11	67140870	67142774	30	0	0	CLCF1|CLCF1	-|-	174|616
chr11	67231318	67232596	21	0	0			
chr11	67780590	67782607	31	0	0			
chr11	68227251	68228681	24	0	0	PPP6R3|PPP6R3|PPP6R3|PPP6R3|PPP6R3|PPP6R3	+|+|+|+|+|+	219|219|219|219|219|219
chr11	68671033	68671623	21	0	0	IGHMBP2|MRPL21|MRPL21	+|-|-	-10|25|25
chr11	68889939	68891381	27	0	0			
chr11	69064008	69065499	27	0	0			
chr11	69068798	69070033	23	0	0			
chr11	69467721	69470198	32	0	0			
chr11	71639080	71640405	26	0	0	RNF121|RNF121|RNF121|LOC100133315	+|+|+|-	25|25|25|249
chr11	71822835	71824228	21	0	0	C11orf51	-	-291
chr11	73308948	73310015	20	0	0	FAM168A	-	253
chr11	73490179	73491154	20	0	0			
chr11	73498616	73500020	30	0	0	MRPL48	+	-402
chr11	73693590	73694946	21	0	0	UCP2	-	379
chr11	74383666	74384777	21	0	0			
chr11	75110224	75111436	20	0	0	RPS3|SNORD15A	+|+	-269|604
chr11	75946108	75947743	22	0	0			
chr11	76481514	76482423	25	0	0			
chr11	77705444	77706452	23	0	0	INTS4	-	231
chr11	8008257	8009185	23	0	0	EIF3F	+	145
chr11	82867277	82869500	26	0	0	PCF11	+	-252
chr11	82996768	82997876	24	0	0	CCDC90B	-	-55
chr11	837971	839413	22	0	0			
chr11	85498788	85499722	20	0	0			
chr11	86195034	86196000	21	0	0			
chr11	8710202	8710847	21	0	0			
chr11	91129409	91130309	21	0	0			
chr11	9481856	9483438	22	0	0	ZNF143|LOC644656	+|-	-136|402
chr11	9927443	9928485	25	0	0			
chr12	101801219	101802151	20	0	0	ARL1	-	113
chr12	103954202	103955076	26	0	0			
chr12	104322950	104324501	20	0	0	HSP90B1|GNN	+|-	463|-264
chr12	104350692	104351596	25	0	0	C12orf73	-	151
chr12	104571198	104572195	27	0	0			
chr12	104613012	104614251	34	0	0			
chr12	104679713	104681346	27	0	0	TXNRD1|TXNRD1|TXNRD1|TXNRD1	+|+|+|+	197|197|197|197
chr12	1058146	1059375	20	0	0	RAD52	-	-103
chr12	106751174	106752152	23	0	0	POLR3B|POLR3B	+|+	196|-228
chr12	107742498	107744056	26	0	0			
chr12	109490058	109490676	20	0	0	USP30	+	12
chr12	109914839	109915828	23	0	0	KCTD10|UBE3B|UBE3B	-|+|+	178|105|105
chr12	110476737	110477588	24	0	0			
chr12	110486026	110486786	22	0	0			
chr12	110545154	110547722	47	0	0			
chr12	110684768	110686046	27	0	0			
chr12	110707243	110708718	23	0	0			
chr12	110905767	110907380	38	0	0	GPN3|GPN3|C12orf24|GPN3	-|-|+|-	47|484|-342|484
chr12	113622452	113623722	26	0	0	DDX54|DDX54|C12orf52	-|-|+	-197|-197|467
chr12	115371107	115372141	23	0	0			
chr12	116806129	116806922	20	0	0			
chr12	116819229	116821213	22	0	0			
chr12	116844251	116845020	22	0	0			
chr12	116871858	116872946	20	0	0			
chr12	117580747	117581496	24	0	0			
chr12	120632235	120634165	20	0	0	GCN1L1	-	687
chr12	120729207	120730389	24	0	0			
chr12	121123927	121125257	20	0	0	MLEC	+	356
chr12	121789797	121790687	25	0	0	ANAPC5|ANAPC5	-|-	-1770|-23
chr12	121837383	121839096	20	0	0	RNF34|RNF34	+|+	-338|-338
chr12	122186013	122187228	23	0	0			
chr12	122326041	122327297	26	0	0	HPD|PSMD9	-|+	152|-24
chr12	122750708	122751364	20	0	0	VPS33A	-	-32
chr12	122883946	122885494	22	0	0			
chr12	123011056	123012280	25	0	0	KNTC1|RSRC2|RSRC2|RSRC2|RSRC2	+|-|-|-|-	140|108|108|108|108
chr12	123236853	123237700	20	0	0	DENR	+	94
chr12	123458857	123460026	24	0	0	OGFOD2|ABCB9	+|-	-88|-311
chr12	123849095	123850713	27	0	0			
chr12	124068337	124069658	20	0	0	TMED2	+	78
chr12	124086272	124087302	20	0	0	DDX55	+	-116
chr12	125230273	125231293	21	0	0			
chr12	125312715	125314804	25	0	0			
chr12	125398368	125399831	24	0	0	UBC	-	-488
chr12	125400758	125402605	41	0	0			
chr12	125411612	125413392	40	0	0			
chr12	125423486	125425760	46	0	0			
chr12	12551054	12551907	20	0	0			
chr12	12764315	12765186	22	0	0	CREBL2	+	80
chr12	13036145	13037091	20	0	0			
chr12	13043202	13044799	25	0	0	GPRC5A	+	-45
chr12	132195063	132195914	22	0	0	SFSWAP	+	146
chr12	13250852	13251946	21	0	0			
chr12	133405065	133405892	22	0	0	GOLGA3|GOLGA3	-|-	52|190
chr12	133463894	133464839	21	0	0	CHFR|CHFR|CHFR|CHFR|CHFR	-|-|-|-|-	162|162|162|162|162
chr12	133656563	133657815	21	0	0	ZNF140	+	-153
chr12	14106357	14107664	22	0	0			
chr12	14922335	14924389	41	0	0	HIST4H4	-	-703
chr12	26427336	26428188	21	0	0			
chr12	31671570	31672269	21	0	0			
chr12	32907960	32909594	20	0	0	YARS2	-	-97
chr12	34174867	34175743	21	0	0	ALG10	+	-90
chr12	38710047	38710865	23	0	0	ALG10B	+	100
chr12	41112248	41113064	20	0	0			
chr12	4647355	4648317	29	0	0	RAD51AP1|RAD51AP1|C12orf4	+|+|-	113|113|199
chr12	46867334	46868033	23	0	0			
chr12	46885803	46887158	22	0	0			
chr12	46887528	46888662	25	0	0			
chr12	47472453	47475383	34	0	0	AMIGO2|AMIGO2	-|-	184|184
chr12	47478824	47480249	31	0	0			
chr12	47481704	47482490	24	0	0			
chr12	47771013	47772145	22	0	0			
chr12	48212368	48214935	23	0	0	HDAC7|HDAC7	-|-	-112|-112
chr12	48499519	48500426	25	0	0	PFKM|SENP1	+|-	-317|331
chr12	49110049	49111135	20	0	0	CCNT1	-	-189
chr12	49454060	49455062	25	0	0			
chr12	49523813	49525690	26	0	0	TUBA1B	-	-553
chr12	49658202	49659921	23	0	0	TUBA1C	+	-197
chr12	498004	499070	24	0	0	KDM5A|CCDC77|CCDC77	-|+|+	-83|-22|-22
chr12	52463161	52464077	28	0	0	C12orf44|C12orf44	+|+	138|138
chr12	52540531	52542055	21	0	0			
chr12	52596741	52597600	20	0	0			
chr12	52626477	52629178	22	0	0	KRT7	+	-874
chr12	52636573	52638545	27	0	0			
chr12	52645051	52647438	25	0	0			
chr12	52647548	52649274	21	0	0			
chr12	52674069	52675430	31	0	0			
chr12	53288964	53289614	24	0	0			
chr12	53297025	53299265	27	0	0	KRT8	-	-723
chr12	53318743	53320648	29	0	0			
chr12	53320746	53321674	24	0	0			
chr12	53342389	53344015	26	0	0	KRT18|KRT18	+|+	-360|-548
chr12	53363515	53364521	20	0	0			
chr12	53399647	53401288	30	0	0	EIF4B	+	-406
chr12	53613837	53615736	21	0	0	RARG	-	636
chr12	53714964	53715740	23	0	0	AAAS|AAAS	-|-	-60|-60
chr12	53845337	53846848	34	0	0	PCBP2|PCBP2|PCBP2|PCBP2|PCBP2|PCBP2|PCBP2	+|+|+|+|+|+|+	-207|-207|-207|-207|-207|-207|-207
chr12	53893636	53895587	21	0	0	MAP3K12|TARBP2|MAP3K12|TARBP2|TARBP2	-|+|-|+|+	1167|93|1167|93|765
chr12	54672942	54675309	38	0	0	HNRNPA1|CBX5|HNRNPA1|HNRPA1L-2	+|-|+|+	362|210|362|407
chr12	56109527	56110272	26	0	0	BLOC1S1	+	-80
chr12	56435174	56436278	26	0	0	RPS26	+	-41
chr12	56511673	56512324	21	0	0	RPL41|RPL41|ZC3H10	+|+|+	-1625|-1625|31
chr12	56582963	56584445	24	0	0	SMARCC2|SMARCC2|SMARCC2	-|-|-	353|353|353
chr12	56709256	56710587	20	0	0	CNPY2|CNPY2	-|-	-207|-207
chr12	56727508	56728396	20	0	0	PAN2|PAN2|PAN2	-|-|-	419|115|115
chr12	57081167	57083498	23	0	0	PTGES3	-	254
chr12	57118588	57119988	23	0	0	NACA|NACA|NACA|NACA	-|-|-|-	222|-38|-38|222
chr12	57480271	57483140	24	0	0	NAB2	+	971
chr12	57504857	57506529	32	0	0	STAT6|STAT6|STAT6|STAT6|STAT6|STAT6	-|-|-|-|-|-	497|1604|497|497|497|497
chr12	57854546	57856889	24	0	0	GLI1|GLI1|GLI1	+|+|+	-1800|-1784|-1784
chr12	57913573	57915071	20	0	0	DDIT3|DDIT3|DDIT3|DDIT3|DDIT3|DDIT3	-|-|-|-|-|-	22|22|22|22|22|22
chr12	58176181	58177003	25	0	0	TSFM|TSFM|TSFM|TSFM	+|+|+|+	-65|-65|-65|-65
chr12	58819078	58820019	24	0	0			
chr12	62653745	62654517	22	0	0	USP15	+	55
chr12	62995918	62997721	32	0	0	C12orf61|MIRLET7I	-|+	-395|646
chr12	63125652	63126417	21	0	0			
chr12	6444658	6446804	32	0	0			
chr12	6479602	6480818	20	0	0			
chr12	64797684	64799121	20	0	0	XPOT	+	-170
chr12	6481268	6482595	20	0	0			
chr12	6492841	6494717	20	0	0	LTBR	+	-423
chr12	65018835	65019970	22	0	0			
chr12	6539245	6540191	22	0	0			
chr12	6602116	6603519	25	0	0	NCAPD2|MRPL51	+|-	480|346
chr12	6641452	6644968	48	0	0	GAPDH	+	446
chr12	6645175	6648749	33	0	0			
chr12	67662367	67663573	24	0	0	CAND1	+	90
chr12	6771991	6772952	23	0	0	ING4|ING4|ING4|ING4|ING4|ING4	-|-|-|-|-|-	163|163|163|163|163|163
chr12	679542	682120	31	0	0			
chr12	6797893	6799210	32	0	0	ZNF384|ZNF384|ZNF384|ZNF384|ZNF384|ZNF384|ZNF384	-|-|-|-|-|-|-	726|-118|24|-118|-118|-125|24
chr12	6832927	6834101	21	0	0	COPS7A|COPS7A|COPS7A|COPS7A	+|+|+|+	-66|-365|-270|-335
chr12	69080419	69081214	24	0	0	NUP107	+	-86
chr12	6960277	6961996	23	0	0	USP5|USP5|CDCA3	+|+|-	148|154|680
chr12	7052164	7054221	30	0	0	C12orf57	+	10
chr12	7079528	7080599	27	0	0	PHB2|EMG1|PHB2	-|+|-	147|-120|172
chr12	72057359	72058420	23	0	0	THAP2|ZFC3H1	+|-	-213|140
chr12	741157	742095	25	0	0			
chr12	74436897	74437712	20	0	0			
chr12	75905120	75905767	23	0	0	KRR1	-	25
chr12	76337853	76338867	27	0	0			
chr12	76371593	76372463	30	0	0			
chr12	76424868	76426786	25	0	0	PHLDA1	-	271
chr12	80083024	80086044	23	0	0	PAWR	-	-256
chr12	82751921	82752843	27	0	0	CCDC59|C12orf26|CCDC59	-|+|-	183|-107|-202
chr12	860105	862062	30	0	0	WNK1|WNK1|WNK1|WNK1	+|+|+|+	1005|1005|1005|1005
chr12	88535292	88536395	21	0	0	CEP290|TMTC3	-|+	-150|229
chr12	89745437	89747010	25	0	0	DUSP6|DUSP6	-|-	-73|-73
chr12	92463697	92465301	25	0	0			
chr12	92987479	92988370	21	0	0			
chr12	93963259	93965972	23	0	0	SOCS2	+	-1018
chr12	95466494	95467762	23	0	0	NR2C1|NR2C1|NR2C1	-|-|-	-276|-276|-276
chr12	95598027	95598801	22	0	0			
chr12	95610947	95612543	24	0	0	VEZT|FGD6	+|-	-224|505
chr12	95711737	95712487	21	0	0			
chr12	96199498	96200523	30	0	0			
chr12	96428814	96430094	25	0	0	LTA4H	-	89
chr12	98896831	98898361	35	0	0			
chr12	98908867	98910633	20	0	0	TMPO|TMPO|TMPO|LOC100128191	+|+|+|-	-400|-400|-400|-254
chr13	109926452	109928657	20	0	0			
chr13	110228496	110229198	20	0	0			
chr13	113951044	113951752	21	0	0	LAMP1	+	70
chr13	114103148	114104151	26	0	0	ADPRHL1	-	192
chr13	31191459	31192358	20	0	0	USPL1	+	-79
chr13	33853441	33854639	21	0	0			
chr13	41634099	41635971	23	0	0	WBP4	+	661
chr13	45491711	45492972	22	0	0			
chr14	100497746	100498809	20	0	0			
chr14	101941963	101943978	28	0	0			
chr14	101946822	101947914	20	0	0			
chr14	102414093	102415138	25	0	0			
chr14	102783105	102784703	20	0	0			
chr14	105552822	105555633	20	0	0			
chr14	105955432	105957974	21	0	0	C14orf80|C14orf80|C14orf80	+|+|+	882|882|-184
chr14	20810707	20812081	23	0	0	PARP2|PARP2|RPPH1	+|+|-	378|378|-176
chr14	21081284	21082600	27	0	0			
chr14	21093219	21094027	21	0	0			
chr14	21149529	21151795	32	0	0	ANG|RNASE4	+|+	1673|1709
chr14	21571490	21573063	22	0	0	ZNF219	-	-587
chr14	21851514	21852812	23	0	0	SUPT16H	-	-262
chr14	21944499	21945670	21	0	0	RAB2B|TOX4|RAB2B|RAB2B	-|+|-|-	252|250|-48|-48
