# Argument List:
# Name = hot20
# peak file = hot20.bed
# gene pos to peak = up,down
# distance = 2000 bp
# genome = ../../../bin/peak2gene/hg19.refGene
# Output symbol as gene name = True
#chrom	gTSS	gTTS	gene	NA	strand	pName	TSS2pCenter
chr10	43277953	43330383	BMS1	0	+	23	-390
chr10	5136567	5149876	AKR1C3	0	+	21	-324
chr10	53455246	53459355	CSTF2T	0	-	24	149
chr10	54074040	54077416	DKK1	0	+	20	-278
chr10	61548505	61666414	CCDC6	0	-	23	90
chr10	6244839	6277505	PFKFB3	0	+	22	-248
chr10	64893006	64914785	NRBF2	0	+	21	-130
chr10	70715891	70744279	DDX21	0	+	24	-119
chr10	70939992	70968849	SUPV3L1	0	+	21	141
chr10	74033676	74035797	DDIT4	0	+	42	-24
chr10	74092587	74114907	DNAJB12	0	-	27|27	-657|-657
chr10	75458908	75490272	BMS1P4	0	-	23	-3
chr10	75504131	75531917	SEC24C	0	+	22|22	194|194
chr10	79734907	79789298	POLR3A	0	-	27	149
chr10	95427640	95462329	FRA10AC1	0	-	25	23
chr10	96092988	96122683	NOC3L	0	-	20	51
chr10	97889471	97923510	ZNF518A	0	+	25	-507
chr11	101981191	102104154	YAP1	0	+	24|24|24|24	-727|-727|1252|-727
chr11	10326641	10328923	ADM	0	+	22	924
chr11	118967213	118972785	DPAGT1	0	-	24	-1
chr11	18343815	18388590	GTF2H1	0	+	25|25	-72|-72
chr11	18300216	18343721	HPS5	0	-	25|25|25	166|166|166
chr11	2423522	2425105	TSSC4	0	+	22	1678
chr11	46722643	46727467	ZNF408	0	+	26|26	289|-38
chr11	46698633	46722120	ARHGAP1	0	-	26	234
chr11	47270448	47290400	NR1H3	0	+	24	46
chr11	47267069	47270457	ACP2	0	-	24|24	-55|-55
chr11	47600561	47606115	NDUFS3	0	+	21	8
chr11	47593749	47600521	KBTBD4	0	-	21|21|21	32|-14|-14
chr11	57435473	57468659	ZDHHC5	0	+	22	140
chr11	57508721	57510883	C11orf31	0	+	20	-211
chr11	58294345	58345639	LPXN	0	-	38	716
chr11	58346586	58388513	ZFP91	0	+	38	231
chr11	58346586	58393203	ZFP91-CNTF	0	+	38	231
chr11	61560149	61564707	FEN1	0	+	25	119
chr11	61556602	61560085	C11orf10	0	-	25	-55
chr11	61559967	61560033	MIR611	0	-	25	-3
chr11	62342516	62359109	TUT1	0	-	24	-65
chr11	62439125	62441161	C11orf83	0	+	20	-136
chr11	62430289	62439241	C11orf48	0	-	20	20
chr11	62600383	62607628	WDR74	0	-	24	1654
chr11	63953586	63972020	STIP1	0	+	20	427
chr11	64051810	64056972	GPR137	0	+	21|21|21|21|21	-923|848|-449|-451|848
chr11	64037300	64052176	BAD	0	-	21|21	557|557
chr11	64085568	64089282	PRDX5	0	+	22|22|22	457|457|457
chr11	64084167	64085033	TRMT112	0	-	22	78
chr11	64692142	64701948	PPP2R5B	0	+	22	223
chr11	64781585	64789655	ARL2	0	+	21	63
chr11	64863682	64879180	C11orf2	0	+	25	-163
chr11	64894752	64902003	SYVN1	0	-	22|22	372|372
chr11	65142662	65150142	SLC25A45	0	-	29|29	-141|-141
chr11	65190268	65194001	NEAT1	0	+	36	-177
chr11	65479488	65487074	KAT5	0	+	27|27|27	-253|-253|-253
chr11	65622286	65625804	CFL1	0	-	23	-409
chr11	65769549	65771616	BANF1	0	+	33|33	-493|-493
chr11	65764016	65769578	EIF1AD	0	-	33	464
chr11	67131640	67141648	CLCF1	0	-	30|30	174|616
chr11	68228185	68382799	PPP6R3	0	+	24|24|24|24|24|24	219|219|219|219|219|219
chr11	68671318	68708069	IGHMBP2	0	+	21	-10
chr11	68658746	68671303	MRPL21	0	-	21|21	25|25
chr11	71639767	71708641	RNF121	0	+	26|26|26	25|25|25
chr11	71576554	71639493	LOC100133315	0	-	26	249
chr11	71820633	71823822	C11orf51	0	-	21	-291
chr11	73117027	73309228	FAM168A	0	-	20	253
chr11	73498916	73575655	MRPL48	0	+	30	-402
chr11	73685715	73693889	UCP2	0	-	21	379
chr11	75110561	75116730	RPS3	0	+	20	-269
chr11	75111434	75111582	SNORD15A	0	+	20	604
chr11	77589767	77705717	INTS4	0	-	23	231
chr11	8008866	8017716	EIF3F	0	+	23	145
chr11	82868136	82896833	PCF11	0	+	26	-252
chr11	82972505	82997377	CCDC90B	0	-	24	-55
chr11	9482511	9550070	ZNF143	0	+	22	-136
chr11	9481103	9482245	LOC644656	0	-	22	402
chr12	101786922	101801572	ARL1	0	-	20	113
chr12	104324188	104341703	HSP90B1	0	+	20	463
chr12	104237527	104323989	GNN	0	-	20	-264
chr12	104343980	104350993	C12orf73	0	-	25	151
chr12	104680726	104744058	TXNRD1	0	+	27|27|27|27	197|197|197|197
chr12	1021254	1058863	RAD52	0	-	20	-103
chr12	106751859	106903974	POLR3B	0	+	23|23	196|-228
chr12	109490379	109525821	USP30	0	+	20	12
chr12	109886459	109915155	KCTD10	0	-	23	178
chr12	109915438	109974506	UBE3B	0	+	23|23	105|105
chr12	110890291	110906526	GPN3	0	-	38|38|38	47|484|484
chr12	110906231	110928191	C12orf24	0	+	38	-342
chr12	113594983	113623284	DDX54	0	-	26|26	-197|-197
chr12	113623554	113630119	C12orf52	0	+	26	467
chr12	120565015	120632513	GCN1L1	0	-	20	687
chr12	121124948	121139667	MLEC	0	+	20	356
chr12	121746049	121792012	ANAPC5	0	-	25|25	-1770|-23
chr12	121837901	121862155	RNF34	0	+	20|20	-338|-338
chr12	122277434	122326517	HPD	0	-	26	152
chr12	122326645	122355770	PSMD9	0	+	26	-24
chr12	122716095	122751068	VPS33A	0	-	20	-32
chr12	123011808	123110946	KNTC1	0	+	25	140
chr12	122989189	123011560	RSRC2	0	-	25|25|25|25	108|108|108|108
chr12	123237370	123255952	DENR	0	+	20	94
chr12	123459353	123464588	OGFOD2	0	+	24	-88
chr12	123413539	123459752	ABCB9	0	-	24	-311
chr12	124069075	124082681	TMED2	0	+	20	78
chr12	124086671	124105483	DDX55	0	+	20	-116
chr12	125396193	125399587	UBC	0	-	24	-488
chr12	12764830	12798041	CREBL2	0	+	22	80
chr12	13043955	13066598	GPRC5A	0	+	25	-45
chr12	132195634	132284282	SFSWAP	0	+	22	146
chr12	133360453	133405426	GOLGA3	0	-	22|22	52|190
chr12	133416937	133464204	CHFR	0	-	21|21|21|21|21	162|162|162|162|162
chr12	133657036	133684256	ZNF140	0	+	21	-153
chr12	14923654	14924065	HIST4H4	0	-	41	-703
chr12	32899478	32908874	YARS2	0	-	20	-97
chr12	34175215	34181234	ALG10	0	+	21	-90
chr12	38710556	38723527	ALG10B	0	+	23	100
chr12	4647949	4669212	RAD51AP1	0	+	29|29	113|113
chr12	4596910	4647637	C12orf4	0	-	29	199
chr12	47470382	47473734	AMIGO2	0	-	34|34	184|184
chr12	48176508	48213763	HDAC7	0	-	23|23	-112|-112
chr12	48499655	48540187	PFKM	0	+	25	-317
chr12	48436757	48499641	SENP1	0	-	25	331
chr12	49086751	49110781	CCNT1	0	-	20	-189
chr12	49521567	49525304	TUBA1B	0	-	26	-553
chr12	49658864	49667113	TUBA1C	0	+	23	-197
chr12	389222	498620	KDM5A	0	-	24	-83
chr12	498515	551804	CCDC77	0	+	24|24	-22|-22
chr12	52463757	52471278	C12orf44	0	+	28|28	138|138
chr12	52626953	52642709	KRT7	0	+	22	-874
chr12	53290970	53298868	KRT8	0	-	27	-723
chr12	53342842	53346684	KRT18	0	+	26|26	-360|-548
chr12	53400061	53435992	EIF4B	0	+	30	-406
chr12	53604353	53614150	RARG	0	-	21	636
chr12	53701240	53715412	AAAS	0	-	23|23	-60|-60
chr12	53845885	53874945	PCBP2	0	+	34|34|34|34|34|34|34	-207|-207|-207|-207|-207|-207|-207
chr12	53874276	53893444	MAP3K12	0	-	21|21	1167|1167
chr12	53894704	53900213	TARBP2	0	+	21|21|21	93|93|765
chr12	54674487	54679028	HNRNPA1	0	+	38|38	362|362
chr12	54624731	54673915	CBX5	0	-	38	210
chr12	54674532	54678663	HNRPA1L-2	0	+	38	407
chr12	56109819	56113487	BLOC1S1	0	+	26	-80
chr12	56435685	56438005	RPS26	0	+	26	-41
chr12	56510373	56511615	RPL41	0	+	21|21	-1625|-1625
chr12	56512029	56516278	ZC3H10	0	+	21	31
chr12	56555636	56583351	SMARCC2	0	-	24|24|24	353|353|353
chr12	56708259	56710128	CNPY2	0	-	20|20	-207|-207
chr12	56710006	56727533	PAN2	0	-	20|20|20	419|115|115
chr12	57057126	57082078	PTGES3	0	-	23	254
chr12	57106210	57119066	NACA	0	-	23|23|23|23	222|-38|-38|222
chr12	57482676	57489258	NAB2	0	+	24	971
chr12	57489194	57505196	STAT6	0	-	32|32|32|32|32|32	497|1604|497|497|497|497
chr12	57853917	57866045	GLI1	0	+	24|24|24	-1800|-1784|-1784
chr12	57910372	57914300	DDIT3	0	-	20|20|20|20|20|20	22|22|22|22|22|22
chr12	58176527	58191370	TSFM	0	+	25|25|25|25	-65|-65|-65|-65
chr12	62654186	62799898	USP15	0	+	22	55
chr12	62995530	62997214	C12orf61	0	-	32	-395
chr12	62997465	62997548	MIRLET7I	0	+	32	646
chr12	64798232	64842461	XPOT	0	+	20	-170
chr12	6493356	6500732	LTBR	0	+	20	-423
chr12	6603297	6641132	NCAPD2	0	+	25	480
chr12	6601315	6602471	MRPL51	0	-	25	346
chr12	6643656	6647536	GAPDH	0	+	48	446
chr12	67663060	67708388	CAND1	0	+	24	90
chr12	6759704	6772308	ING4	0	-	23|23|23|23|23|23	163|163|163|163|163|163
chr12	6775643	6797825	ZNF384	0	-	32|32|32|32|32|32|32	726|-118|24|-118|-118|-125|24
chr12	6833448	6841039	COPS7A	0	+	21|21|21|21	-66|-365|-270|-335
chr12	69080730	69136472	NUP107	0	+	24	-86
chr12	6961284	6975793	USP5	0	+	23|23	148|154
chr12	6957971	6960456	CDCA3	0	-	23	680
chr12	7053202	7055164	C12orf57	0	+	30	10
chr12	7074516	7079916	PHB2	0	-	27|27	147|172
chr12	7079943	7085165	EMG1	0	+	27	-120
chr12	72057676	72074428	THAP2	0	+	23	-213
chr12	72003378	72057749	ZFC3H1	0	-	23	140
chr12	75891420	75905418	KRR1	0	-	23	25
chr12	76419227	76425556	PHLDA1	0	-	25	271
chr12	79985746	80084790	PAWR	0	-	23	-256
chr12	82746084	82752199	CCDC59	0	-	27|27	183|-202
chr12	82752275	82873014	C12orf26	0	+	27	-107
chr12	862088	1020617	WNK1	0	+	30|30|30|30	1005|1005|1005|1005
chr12	88442790	88535993	CEP290	0	-	21	-150
chr12	88536072	88593663	TMTC3	0	+	21	229
chr12	89741838	89746296	DUSP6	0	-	25|25	-73|-73
chr12	93963597	93969978	SOCS2	0	+	23	-1018
chr12	95424185	95467404	NR2C1	0	-	23|23|23	-276|-276|-276
chr12	95611521	95696566	VEZT	0	+	24	-224
chr12	95470525	95611240	FGD6	0	-	24	505
chr12	96394610	96429365	LTA4H	0	-	25	89
chr12	98909350	98944157	TMPO	0	+	20|20|20	-400|-400|-400
chr12	98906752	98910004	LOC100128191	0	-	20	-254
chr13	113951468	113977741	LAMP1	0	+	21	70
chr13	114076259	114103457	ADPRHL1	0	-	26	192
chr13	31191829	31233686	USPL1	0	+	20	-79
chr13	41635696	41658137	WBP4	0	+	23	661
chr14	105957585	105965584	C14orf80	0	+	21|21|21	882|882|-184
chr14	20811772	20826062	PARP2	0	+	23|23	378|378
chr14	20811229	20811570	RPPH1	0	-	23	-176
chr14	21152335	21162343	ANG	0	+	32	1673
chr14	21152371	21168757	RNASE4	0	+	32	1709
chr14	21558204	21572863	ZNF219	0	-	22	-587
chr14	21819630	21852425	SUPT16H	0	-	23	-262
chr14	21927179	21944832	RAB2B	0	-	21|21|21	252|-48|-48
chr14	21945334	21967317	TOX4	0	+	21	250
chr14	23938897	23947401	NGDN	0	+	20|20	205|205
chr14	24583905	24594450	DCAF11	0	+	25|25|25|25|25	85|165|673|165|671
chr14	24649424	24658124	IPO4	0	-	22	-65
chr14	24908973	24912007	SDR39U1	0	-	20	-151
chr14	35591775	35743268	KIAA0391	0	+	21	320
chr14	35554678	35591519	PPP2R3C	0	-	21	-64
chr14	35870716	35873960	NFKBIA	0	-	30	-364
chr14	39865577	39901704	FBXO33	0	-	20	70
chr14	45672393	45722605	C14orf106	0	-	22	70
chr14	50091893	50101948	C14orf104	0	-	21|21	-794|-794
chr14	58875370	58894232	TIMM9	0	-	33	-88
chr14	58894709	59015548	KIAA0586	0	+	33	565
chr14	64971291	64991667	ZBTB1	0	+	29|29	337|337
chr14	64953556	64970554	ZBTB25	0	-	29	400
chr14	65453506	65529369	FNTB	0	+	21	-187
chr14	67827033	67853232	EIF2S1	0	+	26	205
chr14	67804589	67826591	ATP6V1D	0	-	26	237
chr14	69658193	69710736	EXD2	0	+	20|20|20|20|20|20|20	-173|-173|116|116|-173|-173|116
chr14	69846839	69865021	ERH	0	-	21	170
chr14	69865406	69929105	SLC39A9	0	+	21	215
chr14	70791798	70826444	COX16	0	-	21	-16
chr14	73525220	73588074	RBM25	0	+	25	1
chr14	77564577	77583629	KIAA1737	0	+	20	156
chr14	81646393	81687294	GTF2A1	0	-	32|32	-521|-802
chr15	100884661	100890923	FLJ42289	0	-	24|24	-273|212
chr15	101109435	101142404	LINS1	0	-	22|22|22	229|229|229
chr15	101109428	101142445	LINS	0	-	22	188
chr15	101142754	101170413	ASB7	0	+	22|22	121|121
chr15	34376225	34394053	C15orf24	0	-	21	263
chr15	34394273	34396590	PGBD4	0	+	21	-43
chr15	35148552	35261995	AQR	0	-	22	14
chr15	35270541	35280497	ZNF770	0	-	22	300
chr15	45459413	45493373	SHF	0	-	20	-430
chr15	50578078	50647605	GABPB1	0	-	32|32|32|32|32	-235|-235|-235|-235|-235
chr15	50646370	50650501	LOC100129387	0	+	32	-1000
chr15	50641136	50647076	FLJ10038	0	-	32	294
chr15	52311410	52358461	MAPK6	0	+	23	-268
chr15	57210832	57580712	TCF12	0	+	21|21|21|21	135|135|135|135
chr15	57178367	57210697	LOC145783	0	-	21	0
chr15	59171244	59225852	SLTM	0	-	21|21	346|346
chr15	59903981	59912209	GCNT3	0	+	23	-474
chr15	60639351	60690185	ANXA2	0	-	42|42|42|42	-111|-111|-111|-111
chr15	63340635	63362830	TPM1	0	+	23	-68
chr15	63796809	63883659	USP3	0	+	55	494
chr15	64364760	64386207	FAM96A	0	-	26|26	-110|-110
chr15	64680002	64747500	TRIP4	0	+	23	41
chr15	65442784	65477563	CLPX	0	-	22	-103
chr15	65737998	65810035	DPP8	0	-	21|21|21|21	-118|-118|308|-118
chr15	65871402	65903469	C15orf44	0	-	26|26	110|172
chr15	66161795	66181791	RAB11A	0	+	27	161
chr15	66994673	67074335	SMAD6	0	+	28|28	219|219
chr15	67418053	67487532	SMAD3	0	+	21	155
chr15	67547137	67794141	IQCH	0	+	20|20	123|123
chr15	67493368	67547074	AAGAB	0	-	20	-60
chr15	68570140	68583639	FEM1B	0	+	33	-192
chr15	71184986	71342434	LRRC49	0	+	24	-107
chr15	71173681	71184753	THAP10	0	-	24	340
chr15	71402582	71407839	CT62	0	-	20	-139
chr15	72491369	72523684	PKM2	0	-	32|32|32	67|67|67
chr15	72635778	72668520	HEXA	0	-	27	-58
chr15	72668453	72671129	C15orf34	0	+	27	-9
chr15	72766666	72878895	ARIH1	0	+	23	290
chr15	73043709	73076126	ADPGK	0	-	20|20|20	172|172|172
chr15	75648134	75660941	MAN2C1	0	-	31	-183
chr15	75890425	75918446	SNUPN	0	-	21|21|21	-488|-761|-488
chr15	75931425	75932664	IMP3	0	-	23	92
chr15	77713242	77777943	HMG20A	0	+	27	-13
chr15	78730517	78793798	IREB2	0	+	22	-238
chr15	79165171	79190072	MORF4L1	0	+	23|23	-620|-620
chr15	83676701	83680393	C15orf40	0	-	22|22|22|22|22|22|22	-210|-210|-210|-210|-210|-210|-210
chr15	85212774	85259674	SEC11A	0	-	20	-191
chr15	85525204	85682370	PDE8A	0	+	35|35	754|754
chr15	89002708	89010633	MRPL46	0	-	24	75
chr15	89010683	89021494	MRPS11	0	+	24|24	-25|-25
chr15	89182038	89198879	ISG20	0	+	29	-35
chr15	89859536	89878026	POLG	0	-	28|28	-65|-65
chr15	90373831	90437617	AP3S2	0	-	23|23	-325|-325
chr15	91498105	91506353	RCCD1	0	+	22|22	-190|-190
chr15	93447628	93447705	MIR3175	0	+	28	40
chr16	11961986	12009825	GSPT1	0	-	20|20|20	423|-271|423
chr16	1877224	1890201	FAHD1	0	+	28|28|28	86|86|86
chr16	1859105	1877195	HAGH	0	-	28|28	-57|-57
chr16	19566736	19712485	C16orf62	0	+	24	-144
chr16	22308740	22345341	POLR3E	0	+	23	121
chr16	23533334	23568696	EARS2	0	-	22|22	52|52
chr16	23568861	23585708	UBFD1	0	+	22	113
chr16	25247323	25268855	ZKSCAN2	0	-	21	441
chr16	2653384	2680495	LOC652276	0	+	25	-29
chr16	28488600	28503403	CLN3	0	-	22|22	136|-84
chr16	28875077	28885533	SH2B1	0	+	21|21|21|21|21	79|79|79|297|315
chr16	28986095	28995868	SPNS1	0	+	22|22|22|22|22	-15|-15|-15|-15|-15
chr16	29869678	29874578	CDIPT	0	-	23	-119
chr16	29875154	29879374	LOC440356	0	+	23|23	695|544
chr16	30362087	30366682	CD2BP2	0	-	26|26	229|656
chr16	3070312	3072381	TNFRSF12A	0	+	32	-1123
chr16	30710461	30751449	SRCAP	0	+	24	403
chr16	3072625	3074287	HCFC1R1	0	-	26|26|26	-494|-494|-494
chr16	3074031	3077756	THOC6	0	+	26|26	238|238
chr16	30935895	30960104	FBXL19	0	+	27	1490
chr16	30930639	30934590	NCRNA00095	0	-	27	-185
chr16	30968614	30995981	SETD1A	0	+	20	-470
chr16	31072168	31084823	ZNF668	0	-	24|24	379|-439
chr16	31085742	31094826	ZNF646	0	+	24	540
chr16	4307187	4323001	TFAP4	0	-	22	-1242
chr16	5074845	5083942	NAGPA	0	-	21	13
chr16	56642477	56643408	MT2A	0	+	24	1695
chr16	57792130	57836439	KIFC3	0	-	27|27	-295|-295
chr16	58147496	58163296	C16orf80	0	-	21	165
chr16	58426297	58440047	GINS3	0	+	22|22|22	-215|-215|-215
chr16	66638201	66647793	CMTM3	0	+	20|20|20|20	-217|-206|148|-206
chr16	67596309	67673087	CTCF	0	+	21|21	-350|-350
chr16	684428	686347	C16orf13	0	-	25|25|25|25|25	287|287|287|287|287
chr16	69373545	69377007	NIP7	0	+	26	-26
chr16	69362523	69373526	COG8	0	-	26	45
chr16	69598996	69738553	NFAT5	0	+	20|20|20|20|20	-1410|-1410|-1410|-1410|-1410
chr16	69599710	69599771	MIR1538	0	-	20	635
chr16	71762906	71842976	AP1G1	0	-	25|25	3|3
chr16	75327608	75467387	CFDP1	0	-	20	217
chr16	771157	772589	FAM173A	0	+	26	1010
chr16	83986826	83999938	OSGIN1	0	+	22	-679
chr16	87362943	87417394	FBXO31	0	-	24	156
chr16	87985037	88110923	BANP	0	+	30|30|30|30|30	220|220|220|220|220
chr16	88875878	88878342	APRT	0	-	24|24	-130|-130
chr16	89787951	89807330	ZNF276	0	+	20|20	431|-128
chr16	89773540	89787394	C16orf7	0	-	20	126
chr16	89984286	89987384	MC1R	0	+	21	-559
chr17	16120508	16229572	PIGL	0	+	20	-1
chr17	15933409	16118874	NCOR1	0	-	20	1635
chr17	1619816	1641893	WDR81	0	+	20|20|36|36	1448|1448|-507|-507
chr17	1614798	1619566	C17orf91	0	-	20|20|20|20|36|36|36|36	-1198|-1198|-1198|-1198|757|757|757|757
chr17	1617196	1617281	MIR22	0	-	20	1087
chr17	16284366	16286053	UBB	0	+	21	-21
chr17	16343349	16343420	SNORD49A	0	+	22	1117
chr17	16342822	16342869	SNORD49B	0	+	22	590
chr17	16342300	16345338	NCRNA00188	0	+	22|22|22|22|22|22|22|22|22|22|22|22|22|22|22|22|22|22|22|22|22|22|22	68|68|68|68|68|68|68|68|68|68|68|68|68|68|68|68|68|68|68|68|68|68|68
chr17	17124485	17140502	FLCN	0	-	26|26	227|227
chr17	17150140	17184591	COPS3	0	-	21	-209
chr17	17408878	17494994	PEMT	0	-	21	56
chr17	17942610	17971718	C17orf39	0	+	22	-58
chr17	17921333	17942480	ATPAF2	0	-	22	188
chr17	17991282	18011292	DRG2	0	+	22	126
chr17	18086866	18113265	ALKBH5	0	+	21	160
chr17	18177234	18218321	TOP3A	0	-	21	-24
chr17	18218593	18231369	SMCR8	0	+	21	296
chr17	19281773	19286856	MAPK7	0	+	20|20|20|20	269|-471|-471|269
chr17	1933430	1946724	DPH1	0	+	25	-310
chr17	1945276	1946724	OVCA2	0	+	23	-203
chr17	19552063	19580908	ALDH3A2	0	+	22|22	198|198
chr17	19641299	19651746	ALDH3A1	0	-	37	66
chr17	62181	202633	RPH3AL	0	-	35|35|35|35	-152|-152|-152|-152
