# Argument List:
# Name = hot30
# peak file = hot30.bed
# gene pos to peak = up,down
# distance = 2000 bp
# genome = ../../../bin/peak2gene/hg19.refGene
# Output symbol as gene name = True
#chrom	pStart	pEnd	pName	pScore	NA	gene	strand	TSS2pCenter
chr15	85523402	85525498	35	0	0	PDE8A|PDE8A	+|+	754|754
chr15	86122098	86125214	38	0	0			
chr15	93347060	93347966	34	0	0			
chr15	99415921	99417565	44	0	0			
chr15	99439301	99441153	38	0	0			
chr16	11733831	11734921	33	0	0			
chr16	3070097	3072774	32	0	0	TNFRSF12A	+	-1123
chr16	75339051	75340692	33	0	0			
chr16	87984229	87985405	30	0	0	BANP|BANP|BANP|BANP|BANP	+|+|+|+|+	220|220|220|220|220
chr16	88365521	88367919	36	0	0			
chr17	1619175	1621471	36	0	0	WDR81|WDR81|C17orf91|C17orf91|C17orf91|C17orf91	+|+|-|-|-|-	-507|-507|757|757|757|757
chr17	19650449	19653176	37	0	0	ALDH3A1	-	66
chr17	19655149	19657621	34	0	0			
chr17	201572	203391	35	0	0	RPH3AL|RPH3AL|RPH3AL|RPH3AL	-|-|-|-	-152|-152|-152|-152
chr17	36907803	36909358	38	0	0	PSMB3	+	421
chr17	37024978	37026950	34	0	0	LASP1	+	147
chr17	38135996	38137618	31	0	0	PSMD3	+	252
chr17	38618002	38621027	31	0	0			
chr17	38626264	38631522	49	0	0			
chr17	38642120	38643740	36	0	0			
chr17	38698231	38700233	31	0	0			
chr17	38707317	38708973	51	0	0			
chr17	39704000	39706392	30	0	0			
chr17	39844150	39846492	37	0	0	EIF1	+	-195
chr17	43224045	43227031	56	0	0	HEXIM1	+	-855
chr17	43660739	43662888	36	0	0			
chr17	44269588	44271840	48	0	0	KIAA1267|KIAA1267|LOC644246	-|-|+	548|442|224
chr17	45726166	45727650	31	0	0	KPNB1	+	366
chr17	46124810	46126686	42	0	0	NFE2L1	+	-63
chr17	47072370	47076119	37	0	0	IGF2BP1|IGF2BP1	+|+	529|529
chr17	47269030	47270741	37	0	0			
chr17	4850660	4854106	41	0	0	PFN1	-	558
chr17	48714652	48717217	40	0	0			
chr17	48737527	48739811	35	0	0			
chr17	48942366	48945679	38	0	0			
chr17	57696524	57697558	30	0	0	CLTC	+	8
chr17	57863666	57864756	32	0	0			
chr17	57914838	57919111	55	0	0	MIR21	+	1652
chr17	57920372	57922695	55	0	0			
chr17	57922792	57924613	35	0	0			
chr17	62502125	62503981	34	0	0	DDX5|CCDC45	-|+	569|104
chr17	73029675	73031747	49	0	0			
chr17	7386481	7388646	37	0	0	POLR2A|ZBTB4	+|-	134|-5
chr17	73871713	73875587	38	0	0	TRIM47	-	-1006
chr17	74997734	74999350	32	0	0			
chr17	76311340	76314021	45	0	0			
chr17	7760215	7762197	34	0	0	LSMD1|CYB5D1	-|+	34|-143
chr17	79477928	79480193	30	0	0	ACTG1	-	-767
chr17	79827112	79829727	32	0	0	ARHGDIA|ARHGDIA|ARHGDIA	-|-|-	-371|-863|-863
chr17	80197162	80203081	37	0	0			
chr17	8021582	8024596	49	0	0	ALOXE3|ALOXE3	-|-	855|1229
chr17	80255101	80256456	34	0	0			
chr17	8041808	8043202	33	0	0			
chr17	8088939	8091513	56	0	0			
chr17	8123943	8125180	36	0	0			
chr17	8125318	8127212	31	0	0	C17orf44	-	-1096
chr19	32863769	32865195	34	0	0			
chr19	33667423	33668841	33	0	0			
chr19	35167772	35169137	31	0	0	ZNF302|ZNF302	+|+	112|112
chr19	35496719	35498018	31	0	0			
chr19	36207356	36209169	40	0	0	MLL4	+	658
chr19	36544618	36546661	31	0	0	WDR62|THAP8|WDR62	+|-|+	143|-25|143
chr19	36605386	36607203	30	0	0	TBCB|POLR2I	+|-	-407|88
chr19	36705137	36706371	31	0	0	ZNF565|ZNF146|ZNF146|ZNF146|ZNF565	-|+|+|+|-	-232|-251|-251|-251|188
chr19	38431930	38433540	33	0	0			
chr19	38864862	38865922	32	0	0	PSMD8	+	-203
chr19	39173754	39175548	43	0	0			
chr19	39339038	39343767	66	0	0	HNRNPL|HNRNPL	-|-	-1577|785
chr19	39420632	39422305	30	0	0	SARS2|SARS2|MRPS12|MRPS12|MRPS12	-|-|+|+|+	-68|-68|125|-121|125
chr19	39465598	39467664	35	0	0	FBXO17	-	251
chr19	39902372	39903811	31	0	0	PLEKHG2	+	658
chr19	40948568	40951086	31	0	0	SERTAD3|SERTAD3	-|-	1322|-455
chr19	41220755	41225295	61	0	0	ADCK4|ITPKC	-|+	235|-18
chr19	41256056	41257913	36	0	0	SNRPA|C19orf54	+|-	-226|1156
chr19	41426685	41427779	39	0	0			
chr19	41768826	41770747	32	0	0	HNRNPUL1|HNRNPUL1	+|+	333|-1396
chr19	41858268	41860471	30	0	0	TGFB1	-	-462
chr19	42363233	42364596	32	0	0	RPS19	+	73
chr19	42461791	42464161	34	0	0	RABAC1	-	-552
chr19	42746381	42747788	33	0	0	GSK3A	-	348
chr19	45347806	45349861	30	0	0	PVRL2|PVRL2	+|+	559|559
chr19	45457720	45458935	32	0	0	CLPTM1	+	310
chr19	45908060	45910312	39	0	0	PPP1R13L|PPP1R13L|CD3EAP	-|-|+	-421|874|280
chr19	45926562	45928063	32	0	0	ERCC1|ERCC1|ERCC1	-|-|-	135|135|492
chr19	47289199	47292127	38	0	0	SLC1A5|SLC1A5	-|-	118|-1179
chr19	47729200	47732396	39	0	0	MIR3190|MIR3191	+|-	-600|522
chr19	49469554	49471719	33	0	0			
chr19	50179328	50181577	31	0	0	PRMT1|PRMT1|PRMT1	+|+|+	43|43|43
chr19	50379422	50381895	47	0	0	AKT1S1|AKT1S1|TBC1D17|TBC1D17|AKT1S1	-|-|+|+|-	14|46|23|23|80
chr19	56092033	56093917	36	0	0	ZNF579	-	764
chr2	121691776	121693834	34	0	0			
chr2	228682607	228683911	40	0	0			
chr2	24305614	24308531	34	0	0	TP53I3|TP53I3	-|-	-656|-583
chr2	26234647	26235957	32	0	0			
chr2	27273338	27274716	43	0	0	AGBL5|AGBL5	+|+	463|463
chr2	47402739	47404333	32	0	0	CALM2	-	-204
chr2	55275459	55278805	51	0	0	RTN4|RTN4|RTN4|RTN4	-|-|-|-	-602|-602|-602|806
chr2	55458930	55460358	30	0	0	RPS27A|C2orf63|RPS27A|RPS27A|C2orf63	+|-|+|+|-	-606|-55|169|-104|195
chr2	61244006	61245142	33	0	0	PEX13|PUS10	+|-	237|-791
chr2	70313111	70315004	35	0	0	PCBP1|LOC400960	+|-	527|-90
chr2	85647678	85649212	33	0	0			
chr2	85968674	85970126	31	0	0			
chr20	10413888	10416266	41	0	0	C20orf94|MKKS	+|-	873|211
chr20	17949003	17950838	30	0	0	SNX5|C20orf72|SNX5	-|+|-	766|-159|430
chr20	25289270	25292267	57	0	0			
chr20	30191868	30194192	31	0	0	ID1|ID1|MIR3193	+|+|+	61|61|1958
chr20	34329260	34330887	31	0	0	RBM39|RBM39	-|-	-120|-120
chr20	3787147	3789207	31	0	0			
chr20	4116072	4117723	30	0	0			
chr20	55362424	55363861	34	0	0			
chr22	45999986	46001671	34	0	0			
chr3	124597249	124598245	33	0	0			
chr3	5019787	5022528	38	0	0	BHLHE40	+	-61
chr5	172192168	172194201	32	0	0			
chr5	172195451	172198636	30	0	0	DUSP1	-	-1160
chr5	172295391	172296716	30	0	0			
chr5	180648698	180649784	30	0	0	TRIM41|TRIM41	+|+	1064|1064
chr5	58186790	58188001	30	0	0			
chr6	35693311	35696349	37	0	0	FKBP5	-	-1530
chr7	100025545	100028105	31	0	0	MEPCE|MEPCE|MEPCE|ZCWPW1|MEPCE	+|+|+|-|+	-413|-413|-413|523|428
chr7	100760594	100762137	30	0	0			
chr7	100769429	100771003	31	0	0	SERPINE1|SERPINE1	+|+	162|162
chr7	12725860	12727593	30	0	0	ARL4A|ARL4A|ARL4A|ARL4A	+|+|+|+	-275|184|184|-275
chr7	134211879	134216083	33	0	0	AKR1B10	+	-1638
chr7	139024704	139026728	33	0	0	C7orf55	+	180
chr7	73118585	73120323	30	0	0			
chr8	103818344	103820408	31	0	0			
chr8	122736292	122737333	30	0	0			
chr8	126441254	126444712	35	0	0	TRIB1	+	-421
chr8	128863238	128865432	32	0	0			
chr8	129188753	129189647	31	0	0			
chr8	27729908	27731415	30	0	0			
chr8	40031598	40032980	32	0	0			
chr9	73033119	73036162	45	0	0			
chr9	74979144	74981139	30	0	0	ZFAND5|ZFAND5|ZFAND5	-|-|-	-22|-22|-22
chr9	93959397	93960596	30	0	0			
chr9	95087345	95088417	30	0	0	CENPP|NOL8|NOL8	+|-|-	-141|5|5
