# Argument List:
# Name = hot25
# peak file = hot25.bed
# gene pos to peak = up,down
# distance = 2000 bp
# genome = ../../../bin/peak2gene/hg19.refGene
# Output symbol as gene name = True
#chrom	gTSS	gTTS	gene	NA	strand	pName	TSS2pCenter
chr12	104343980	104350993	C12orf73	0	-	25	151
chr12	104680726	104744058	TXNRD1	0	+	27|27|27|27	197|197|197|197
chr12	110890291	110906526	GPN3	0	-	38|38|38	47|484|484
chr12	110906231	110928191	C12orf24	0	+	38	-342
chr12	113594983	113623284	DDX54	0	-	26|26	-197|-197
chr12	113623554	113630119	C12orf52	0	+	26	467
chr12	121746049	121792012	ANAPC5	0	-	25|25	-1770|-23
chr12	122277434	122326517	HPD	0	-	26	152
chr12	122326645	122355770	PSMD9	0	+	26	-24
chr12	123011808	123110946	KNTC1	0	+	25	140
chr12	122989189	123011560	RSRC2	0	-	25|25|25|25	108|108|108|108
chr12	13043955	13066598	GPRC5A	0	+	25	-45
chr12	14923654	14924065	HIST4H4	0	-	41	-703
chr12	4647949	4669212	RAD51AP1	0	+	29|29	113|113
chr12	4596910	4647637	C12orf4	0	-	29	199
chr12	47470382	47473734	AMIGO2	0	-	34|34	184|184
chr12	48499655	48540187	PFKM	0	+	25	-317
chr12	48436757	48499641	SENP1	0	-	25	331
chr12	49521567	49525304	TUBA1B	0	-	26	-553
chr12	52463757	52471278	C12orf44	0	+	28|28	138|138
chr12	53290970	53298868	KRT8	0	-	27	-723
chr12	53342842	53346684	KRT18	0	+	26|26	-360|-548
chr12	53400061	53435992	EIF4B	0	+	30	-406
chr12	53845885	53874945	PCBP2	0	+	34|34|34|34|34|34|34	-207|-207|-207|-207|-207|-207|-207
chr12	54674487	54679028	HNRNPA1	0	+	38|38	362|362
chr12	54624731	54673915	CBX5	0	-	38	210
chr12	54674532	54678663	HNRPA1L-2	0	+	38	407
chr12	56109819	56113487	BLOC1S1	0	+	26	-80
chr12	56435685	56438005	RPS26	0	+	26	-41
chr12	57489194	57505196	STAT6	0	-	32|32|32|32|32|32	497|1604|497|497|497|497
chr12	58176527	58191370	TSFM	0	+	25|25|25|25	-65|-65|-65|-65
chr12	62995530	62997214	C12orf61	0	-	32	-395
chr12	62997465	62997548	MIRLET7I	0	+	32	646
chr12	6603297	6641132	NCAPD2	0	+	25	480
chr12	6601315	6602471	MRPL51	0	-	25	346
chr12	6643656	6647536	GAPDH	0	+	48	446
chr12	6775643	6797825	ZNF384	0	-	32|32|32|32|32|32|32	726|-118|24|-118|-118|-125|24
chr12	7053202	7055164	C12orf57	0	+	30	10
chr12	7074516	7079916	PHB2	0	-	27|27	147|172
chr12	7079943	7085165	EMG1	0	+	27	-120
chr12	76419227	76425556	PHLDA1	0	-	25	271
chr12	82746084	82752199	CCDC59	0	-	27|27	183|-202
chr12	82752275	82873014	C12orf26	0	+	27	-107
chr12	862088	1020617	WNK1	0	+	30|30|30|30	1005|1005|1005|1005
chr12	89741838	89746296	DUSP6	0	-	25|25	-73|-73
chr12	96394610	96429365	LTA4H	0	-	25	89
chr13	114076259	114103457	ADPRHL1	0	-	26	192
chr14	21152335	21162343	ANG	0	+	32	1673
chr14	21152371	21168757	RNASE4	0	+	32	1709
chr14	24583905	24594450	DCAF11	0	+	25|25|25|25|25	85|165|673|165|671
chr14	35870716	35873960	NFKBIA	0	-	30	-364
chr14	58875370	58894232	TIMM9	0	-	33	-88
chr14	58894709	59015548	KIAA0586	0	+	33	565
chr14	64971291	64991667	ZBTB1	0	+	29|29	337|337
chr14	64953556	64970554	ZBTB25	0	-	29	400
chr14	67827033	67853232	EIF2S1	0	+	26	205
chr14	67804589	67826591	ATP6V1D	0	-	26	237
chr14	73525220	73588074	RBM25	0	+	25	1
chr14	81646393	81687294	GTF2A1	0	-	32|32	-521|-802
chr15	50578078	50647605	GABPB1	0	-	32|32|32|32|32	-235|-235|-235|-235|-235
chr15	50646370	50650501	LOC100129387	0	+	32	-1000
chr15	50641136	50647076	FLJ10038	0	-	32	294
chr15	60639351	60690185	ANXA2	0	-	42|42|42|42	-111|-111|-111|-111
chr15	63796809	63883659	USP3	0	+	55	494
chr15	64364760	64386207	FAM96A	0	-	26|26	-110|-110
chr15	65871402	65903469	C15orf44	0	-	26|26	110|172
chr15	66161795	66181791	RAB11A	0	+	27	161
chr15	66994673	67074335	SMAD6	0	+	28|28	219|219
chr15	68570140	68583639	FEM1B	0	+	33	-192
chr15	72491369	72523684	PKM2	0	-	32|32|32	67|67|67
chr15	72635778	72668520	HEXA	0	-	27	-58
chr15	72668453	72671129	C15orf34	0	+	27	-9
chr15	75648134	75660941	MAN2C1	0	-	31	-183
chr15	77713242	77777943	HMG20A	0	+	27	-13
chr15	85525204	85682370	PDE8A	0	+	35|35	754|754
chr15	89182038	89198879	ISG20	0	+	29	-35
chr15	89859536	89878026	POLG	0	-	28|28	-65|-65
chr15	93447628	93447705	MIR3175	0	+	28	40
chr16	1877224	1890201	FAHD1	0	+	28|28|28	86|86|86
chr16	1859105	1877195	HAGH	0	-	28|28	-57|-57
chr16	2653384	2680495	LOC652276	0	+	25	-29
chr16	30362087	30366682	CD2BP2	0	-	26|26	229|656
chr16	3070312	3072381	TNFRSF12A	0	+	32	-1123
chr16	3072625	3074287	HCFC1R1	0	-	26|26|26	-494|-494|-494
chr16	3074031	3077756	THOC6	0	+	26|26	238|238
chr16	30935895	30960104	FBXL19	0	+	27	1490
chr16	30930639	30934590	NCRNA00095	0	-	27	-185
chr16	57792130	57836439	KIFC3	0	-	27|27	-295|-295
chr16	684428	686347	C16orf13	0	-	25|25|25|25|25	287|287|287|287|287
chr16	69373545	69377007	NIP7	0	+	26	-26
chr16	69362523	69373526	COG8	0	-	26	45
chr16	71762906	71842976	AP1G1	0	-	25|25	3|3
chr16	771157	772589	FAM173A	0	+	26	1010
chr16	87985037	88110923	BANP	0	+	30|30|30|30|30	220|220|220|220|220
chr17	1619816	1641893	WDR81	0	+	36|36	-507|-507
chr17	1614798	1619566	C17orf91	0	-	36|36|36|36	757|757|757|757
chr17	17124485	17140502	FLCN	0	-	26|26	227|227
chr17	1933430	1946724	DPH1	0	+	25	-310
chr17	19641299	19651746	ALDH3A1	0	-	37	66
chr17	62181	202633	RPH3AL	0	-	35|35|35|35	-152|-152|-152|-152
chr17	27071022	27077975	TRAF4	0	+	26	-475
chr17	34868917	34891305	MYO19	0	-	28|28|28	-490|-490|-490
chr17	34891402	34895150	PIGW	0	+	28	587
chr17	35849950	35873588	DUSP14	0	+	26	1135
chr17	36909001	36920477	PSMB3	0	+	38	421
chr17	36957446	36981589	CWC25	0	-	25	158
chr17	37006320	37010053	RPL23	0	-	27	-417
chr17	37009115	37009248	SNORA21	0	-	27	388
chr17	37026111	37078022	LASP1	0	+	34	147
chr17	38137059	38154212	PSMD3	0	+	31	252
chr17	38599675	38613981	IGFBP4	0	+	25	-755
chr17	39845126	39847897	EIF1	0	+	37	-195
chr17	40169593	40177654	NKIRAS2	0	+	25	147
chr17	40128438	40169183	DNAJC7	0	-	25|25|25	263|-269|-269
chr17	3907739	4046253	ZZEF1	0	-	26	510
chr17	4046461	4060989	CYB5D2	0	+	26|26|26	-302|-302|-302
chr17	40465342	40540513	STAT3	0	-	26|26|26	176|176|284
chr17	41150445	41154965	RPL27	0	+	26	-23
chr17	41561333	41601680	DHX8	0	+	25	65
chr17	42148097	42153711	G6PC3	0	+	27|27|27	-234|-234|-234
chr17	42927654	42976993	EFTUD2	0	-	26|26	-216|-216
chr17	42977153	42980627	CCDC103	0	+	26	376
chr17	43224683	43229467	HEXIM1	0	+	56	-855
chr17	43238263	43247406	HEXIM2	0	+	29	-534
chr17	44107282	44270166	KIAA1267	0	-	48|48	548|442
chr17	44270938	44274080	LOC644246	0	+	48	224
chr17	45727274	45761004	KPNB1	0	+	31	366
chr17	46125685	46138906	NFE2L1	0	+	42	-63
chr17	4634722	4636894	MED11	0	+	28	-147
chr17	46970147	46973230	ATP5G1	0	+	26|26	224|224
chr17	47074773	47133505	IGF2BP1	0	+	37|37	529|529
chr17	47778689	47785282	SLC35B1	0	-	29	226
chr17	48133339	48167848	ITGA3	0	+	26|26	-320|-320
chr17	48211101	48227877	PPP1R9B	0	-	28	1271
chr17	4848948	4851825	PFN1	0	-	41	558
chr17	4862522	4871132	SPAG7	0	-	25	-657
chr17	48770551	48785270	ANKRD40	0	-	29	-255
chr17	49230919	49239450	NME1	0	+	27|27	7|7
chr17	49230919	49249104	NME1-NME2	0	+	27	7
chr17	49337896	49375290	UTP18	0	+	29	-175
chr17	49254787	49337427	MBTD1	0	-	29	644
chr17	5322960	5336340	RPAIN	0	+	27|27|27|27|27|27|27|27|27|27|27|27|27|27	-256|-256|-256|-256|-256|-256|-256|-256|-256|-256|-256|-256|-256|-256
chr17	5289419	5322996	NUP88	0	-	27	220
chr17	56048909	56065615	VEZF1	0	-	28	-101
chr17	56078281	56084707	SRSF1	0	-	29|29|29	-89|-89|-89
chr17	56566892	56595251	MTMR4	0	-	26	502
chr17	57697049	57774317	CLTC	0	+	30	8
chr17	57918626	57918697	MIR21	0	+	55	1652
chr17	61851566	61896676	DDX42	0	+	26|26	331|331
chr17	61822610	61851088	CCDC47	0	-	26	147
chr17	61909440	61920351	SMARCD2	0	-	25	-51
chr17	62494373	62502484	DDX5	0	-	34	569
chr17	62503157	62534060	CCDC45	0	+	34	104
chr17	65714060	65740266	NOL11	0	+	27	-82
chr17	7123152	7128584	ACADVL	0	+	27|27	-971|-971
chr17	7093211	7123369	DLG4	0	-	27	754
chr17	71279763	71308143	CDC42EP4	0	-	25	-1000
chr17	7146905	7154995	DULLARD	0	-	27|27	533|269
chr17	7155550	7163250	C17orf81	0	+	27|27|27|27	22|22|22|-157
chr17	7210317	7215780	EIF5A	0	+	25|25|25|25	-894|76|482|-356
chr17	72199794	72206017	RPL38	0	+	29|29	-68|-68
chr17	73780680	73821885	UNK	0	+	27	-534
chr17	7387697	7417935	POLR2A	0	+	37	134
chr17	7362685	7387568	ZBTB4	0	-	37	-5
chr17	73870246	73874656	TRIM47	0	-	38	-1006
chr17	74306867	74350230	PRPSAP1	0	-	25	-140
chr17	74730198	74733493	SRSF2	0	-	29|29|29	231|231|231
chr17	74733782	74775336	MFSD11	0	+	29	58
chr17	74732531	74732630	MIR636	0	-	29	1094
chr17	7476056	7482324	EIF4A1	0	+	26	-76
chr17	7478030	7478165	SNORA48	0	+	26	1898
chr17	75283972	75496676	SEPT9	0	+	27	1385
chr17	7571719	7590863	TP53	0	-	26|26|26|26	-1143|-1143|-1143|-1143
chr17	7589388	7606819	WRAP53	0	+	26|26|26|26	-332|1037|1946|1946
chr17	7760004	7761172	LSMD1	0	-	34	34
chr17	7761063	7765598	CYB5D1	0	+	34	-143
chr17	78234666	78370085	RNF213	0	+	28|28	-27|-27
chr17	78518624	78940173	RPTOR	0	+	25|25	-64|-64
chr17	79476998	79479827	ACTG1	0	-	30	-767
chr17	79825597	79828790	ARHGDIA	0	-	32|32|32	-371|-863|-863
chr17	79876146	79885588	MAFG	0	-	28	61
chr17	79885704	79888628	LOC92659	0	+	28	55
chr17	7999218	8022234	ALOXE3	0	-	49|49	855|1229
chr17	8123948	8127361	C17orf44	0	-	31	-1096
chr17	8280833	8286565	RPL26	0	-	27	201
chr17	900356	905388	TIMM22	0	+	27	206
chr18	67671042	67872962	RTTN	0	-	26	112
chr19	1009649	1021141	C19orf6	0	-	27|27	262|262
chr19	10764936	10796443	ILF3	0	+	26|26|26|26|26	11|11|11|11|11
chr19	10762538	10764548	LOC147727	0	-	26	377
chr19	35168566	35177302	ZNF302	0	+	31|31	112|112
chr19	36208920	36229778	MLL4	0	+	40	658
chr19	36545782	36596012	WDR62	0	+	31|31	143|143
chr19	36525886	36545664	THAP8	0	-	31	-25
chr19	36605887	36616849	TBCB	0	+	30	-407
chr19	36604611	36606206	POLR2I	0	-	30	88
chr19	36630917	36641254	CAPNS1	0	+	29|29	-229|-229
chr19	36673187	36705986	ZNF565	0	-	31|31	-232|188
chr19	36705503	36729673	ZNF146	0	+	31|31|31	-251|-251|-251
chr19	38794803	38795646	C19orf33	0	+	28	-437
chr19	38826442	38861588	CATSPERG	0	+	28	-607
chr19	38865189	38874463	PSMD8	0	+	32	-203
chr19	39306063	39322497	ECH1	0	-	26	-135
chr19	39327028	39342979	HNRNPL	0	-	66|66	-1577|785
chr19	39390614	39399533	NFKBIB	0	+	28|28	43|43
chr19	39369194	39390502	SIRT2	0	-	28|28|28	69|108|69
chr19	39405903	39421536	SARS2	0	-	30|30	-68|-68
chr19	39421593	39423657	MRPS12	0	+	30|30|30	125|-121|125
chr19	39432041	39466380	FBXO17	0	-	35	251
chr19	39833107	39875535	SAMD4B	0	+	26	355
chr19	39903749	39919054	PLEKHG2	0	+	31	658
chr19	39923848	39926618	RPS16	0	-	26	197
chr19	39971051	39981528	TIMM50	0	+	25	-438
chr19	40477072	40487351	PSMC4	0	+	28|28	203|203
chr19	40946748	40948505	SERTAD3	0	-	31|31	1322|-455
chr19	41197433	41222790	ADCK4	0	-	61	235
chr19	41223007	41246763	ITPKC	0	+	61	-18
chr19	41256758	41271296	SNRPA	0	+	36	-226
chr19	41246760	41255828	C19orf54	0	-	36	1156
chr19	41770119	41813810	HNRNPUL1	0	+	32|32	333|-1396
chr19	41816093	41830787	CCDC97	0	+	27	-140
chr19	41836812	41859831	TGFB1	0	-	30	-462
chr19	41903693	41930909	BCKDHA	0	+	28|28	166|166
chr19	41892277	41903256	EXOSC5	0	-	28	271
chr19	42363987	42375482	RPS19	0	+	32	73
chr19	42460833	42463528	RABAC1	0	-	34	-552
chr19	42734337	42746736	GSK3A	0	-	33	348
chr19	44235300	44259142	C19orf61	0	-	29	163
chr19	45251977	45263300	BCL3	0	+	26	602
chr19	45349392	45392485	PVRL2	0	+	30|30	559|559
chr19	45394476	45406935	TOMM40	0	+	29|29|29	205|205|205
chr19	45458637	45496598	CLPTM1	0	+	32	310
chr19	45666186	45681485	TRAPPC6A	0	-	25	267
chr19	45682002	45685057	BLOC1S3	0	+	25	250
chr19	45882892	45909607	PPP1R13L	0	-	39|39	-421|874
chr19	45909466	45914024	CD3EAP	0	+	39	280
chr19	45910590	45927177	ERCC1	0	-	32|32|32	135|135|492
chr19	47278141	47290545	SLC1A5	0	-	38|38	118|-1179
chr19	47341422	47354203	AP2S1	0	-	25|25	-186|-186
chr19	47567448	47617009	ZC3H4	0	-	27	-1130
chr19	47730198	47730278	MIR3190	0	+	39	-600
chr19	47730200	47730276	MIR3191	0	-	39	522
chr19	49118587	49122433	RPL18	0	-	29	244
chr19	49122547	49133661	SPHK2	0	+	29	-130
chr19	50180495	50191704	PRMT1	0	+	31|31|31	43|43|43
chr19	50372298	50380644	AKT1S1	0	-	47|47|47	14|46|80
chr19	50380681	50392006	TBC1D17	0	+	47|47	23|23
chr19	51300961	51307974	C19orf48	0	-	26|26	11|13
chr19	54704725	54711513	RPS9	0	+	27	-8
chr19	55741147	55770038	PPP6R1	0	-	25	529
chr19	56088891	56092211	ZNF579	0	-	36	764
chr19	56102737	56110893	FIZ1	0	-	26	489
chr19	56111729	56114504	ZNF524	0	+	26	347
chr19	57791852	57805436	ZNF460	0	+	25	69
chr19	58865724	58874120	ZNF497	0	-	26	-112
chr19	59024898	59030921	ZBTB45	0	-	29	387
chr19	59067079	59070343	UBE2M	0	-	26	85
chr19	59070552	59086164	LOC100131691	0	+	26	124
chr2	11584501	11606297	E2F6	0	-	27|27|27|27|27	-229|-229|-229|-229|-229
chr2	122095353	122407052	CLASP1	0	-	25|25|25	269|269|269
chr2	201754049	201768655	NIF3L1	0	+	25|25|25	-213|-213|-155
chr2	201735679	201753849	PPIL3	0	-	25|25	413|413
chr2	232573234	232578248	PTMA	0	+	26|26	1661|1661
chr2	242254722	242293439	SEPT2	0	+	29|29|29|29	-212|346|346|-212
chr2	242166678	242255254	HDLBP	0	-	29	-320
chr2	24290454	24299314	SF3B14	0	-	26	80
chr2	24300304	24307728	TP53I3	0	-	34|34	-656|-583
chr2	27274490	27282401	AGBL5	0	+	43|43	463|463
chr2	27548720	27579868	GTF3C2	0	-	29|29	-152|-152
chr2	27587220	27593324	EIF2B4	0	-	28|28|28	393|393|798
chr2	27593388	27599994	SNX17	0	+	28	-329
chr2	27873678	27886449	SUPT7L	0	-	25	205
chr2	27886337	27917846	SLC4A1AP	0	+	25	-317
chr2	38970742	38978636	SRSF7	0	-	25|25	-328|-328
chr2	44113362	44223144	LRPPRC	0	-	25	155
chr2	45879042	46415128	PRKCE	0	+	25	1259
chr2	47387220	47403740	CALM2	0	-	32	-204
chr2	55199328	55277734	RTN4	0	-	51|51|51|51	-602|-602|-602|806
chr2	55459038	55462987	RPS27A	0	+	30|30|30	-606|169|-104
chr2	55399686	55459699	C2orf63	0	-	30|30	-55|195
chr2	61244811	61279124	PEX13	0	+	33	237
chr2	61167549	61245365	PUS10	0	-	33	-791
chr2	68385004	68403089	PNO1	0	+	26	155
chr2	68357280	68384656	WDR92	0	-	26	193
chr2	70314584	70316332	PCBP1	0	+	35	527
chr2	70189395	70314147	LOC400960	0	-	35	-90
chr2	71357443	71377230	MPHOSPH10	0	+	28	-56
chr2	71336805	71357394	MCEE	0	-	28	105
chr2	86668583	86719838	KDM3A	0	+	28|28	382|69
chr2	99935488	99952860	TXNDC9	0	-	27	455
chr2	99953833	100016726	EIF5B	0	+	27	518
chr20	10415950	10604025	C20orf94	0	+	41	873
chr20	10385832	10414866	MKKS	0	-	41	211
chr20	17922245	17949154	SNX5	0	-	30|30	766|430
chr20	17949761	17971759	C20orf72	0	+	30	-159
chr20	2082527	2129196	STK35	0	+	25	-544
chr20	30193091	30194313	ID1	0	+	31|31	61|61
chr20	30194988	30195042	MIR3193	0	+	31	1958
chr20	34291531	34330193	RBM39	0	-	31|31	-120|-120
chr20	52769987	52790516	CYP24A1	0	-	26|26	17|17
chr20	57226327	57254580	STX16	0	+	26|26|26|26	306|306|306|306
chr22	39916568	39918690	ATF4	0	+	25|25	179|179
chr3	142720371	142779567	SR140	0	+	25	-71
chr3	142719687	142720309	LOC100289361	0	-	25	133
chr3	158362316	158410358	GFM1	0	+	28	-110
chr3	25469833	25639420	RARB	0	+	25|25	334|254
chr3	5021096	5026863	BHLHE40	0	+	38	-61
chr3	53317446	53381654	DCP1A	0	-	26	-12
chr3	57541980	57547767	PDE12	0	+	25	88
chr3	9439402	9519836	SETD5	0	+	26	-82
chr3	9430536	9439174	LOC440944	0	-	26	310
chr5	137890571	137911318	HSPA9	0	-	29	-73
chr5	139781428	139919439	ANKHD1	0	+	25|25|25	511|511|511
chr5	139781428	139929163	ANKHD1-EIF4EBP3	0	+	25	511
chr5	151151475	151184913	G3BP1	0	+	28|28	243|243
chr5	172195094	172198203	DUSP1	0	-	30	-1160
chr5	172571444	172591389	BNIP1	0	+	28|28|28|28	-295|-295|-295|-295
chr5	175811232	175815540	NOP16	0	-	27	437
chr5	175815783	175816750	HIGD2A	0	+	27	-194
chr5	180650305	180662808	TRIM41	0	+	30|30|25|25	1064|1064|-268|-268
chr5	43065289	43067073	LOC100132356	0	-	25	66
chr5	64064754	64314590	CWC27	0	+	25	127
chr5	64013979	64064496	SREK1IP1	0	-	25	131
chr6	32938677	32949281	BRD2	0	+	28	-255
chr6	35541361	35696360	FKBP5	0	-	37	-1530
chr7	100026412	100031749	MEPCE	0	+	31|31|31|31	-413|-413|-413|428
chr7	99998495	100026302	ZCWPW1	0	-	31	523
chr7	100770378	100782546	SERPINE1	0	+	31|31	162|162
chr7	12726451	12730556	ARL4A	0	+	30|30|30|30	-275|184|184|-275
chr7	128594233	128695227	TNPO3	0	-	28|28|28	-194|-194|-194
chr7	128695276	128697293	TPI1P2	0	+	28	243
chr7	134212343	134226165	AKR1B10	0	+	33	-1638
chr7	139025896	139030539	C7orf55	0	+	33	180
chr7	141438175	141450257	SSBP1	0	+	28	-3
chr7	141404137	141438030	FLJ40852	0	-	28	148
chr7	2394473	2420375	EIF3B	0	+	28|28	414|414
chr8	126442562	126450642	TRIB1	0	+	35	-421
chr9	100666771	100684852	C9orf156	0	-	26	-235
chr9	113006309	113018778	TXN	0	-	29	6
chr9	131071395	131084697	TRUB2	0	-	29	91
chr9	131084790	131096349	COQ4	0	+	29	2
chr9	35658286	35661498	CCDC107	0	+	28|28|28|28	75|75|75|75
chr9	35657747	35658015	RMRP	0	-	28	196
chr9	37887593	37904350	MCART1	0	-	25|25|25	-29|-29|-29
chr9	74966340	74980163	ZFAND5	0	-	30|30|30	-22|-22|-22
chr9	95087740	95377435	CENPP	0	+	30	-141
chr9	95059640	95087876	NOL8	0	-	30|30	5|5
chr9	98637899	98731121	C9orf102	0	+	25	-114
chr9	98632565	98638259	C9orf130	0	-	25|25	-246|-246
chrX	153237990	153248646	TMEM187	0	+	28	617
chrX	153213009	153236819	HCFC1	0	-	28	554
chrX	40944887	41095830	USP9X	0	+	29|29	334|334
