# Argument List:
# Name = hot15
# peak file = hot15.bed
# gene pos to peak = up,down
# distance = 2000 bp
# genome = ../../../bin/peak2gene/hg19.refGene
# Output symbol as gene name = True
#chrom	pStart	pEnd	pName	pScore	NA	gene	strand	TSS2pCenter
chr1	179851118	179852197	26	0	0	TOR1AIP1	+	-238
chr1	180471278	180472314	17	0	0	ACBD6	-	-226
chr1	180991695	180992642	16	0	0	STX6	-	122
chr1	181081524	181082664	23	0	0			
chr1	183440041	183441964	35	0	0	SMG7|SMG7|SMG7|SMG7	+|+|+|+	503|503|503|503
chr1	183668676	183669342	15	0	0			
chr1	185285182	185287027	15	0	0	IVNS1ABP	-	-357
chr1	185615199	185615987	18	0	0			
chr1	186343881	186345282	26	0	0	C1orf27|C1orf27|TPR|C1orf27	+|+|-|+	308|308|124|308
chr1	186649218	186650157	23	0	0	PTGS2	-	128
chr1	186684911	186685582	17	0	0			
chr1	186818184	186818971	15	0	0			
chr1	193028219	193029387	22	0	0	TROVE2|TROVE2|TROVE2|TROVE2|TROVE2|UCHL5|TROVE2	+|+|+|+|+|-|+	200|200|-252|200|200|282|-252
chr1	193090786	193091804	22	0	0	CDC73	+	-208
chr1	19336261	19337238	17	0	0			
chr1	193676273	193677118	18	0	0			
chr1	199991160	199992109	19	0	0			
chr1	200341073	200341698	18	0	0			
chr1	200348252	200349063	18	0	0			
chr1	200384739	200385679	15	0	0			
chr1	200862407	200864381	18	0	0	C1orf106	+	604
chr1	200864731	200866298	27	0	0	C1orf106	+	-1516
chr1	201885654	201886339	15	0	0			
chr1	201979272	201980152	16	0	0	ELF3|ELF3	+|+	-23|-23
chr1	201987620	201988515	19	0	0			
chr1	202003209	202004681	18	0	0			
chr1	202317343	202318241	17	0	0	PPP1R12B|PPP1R12B|PPP1R12B	+|+|+	37|37|37
chr1	202558151	202558985	15	0	0			
chr1	202779503	202780376	15	0	0			
chr1	202895713	202896812	21	0	0	KLHL12	-	-109
chr1	203830327	203831455	28	0	0	SNRPE	+	-152
chr1	204288495	204289096	19	0	0			
chr1	204380514	204381579	18	0	0	PPP1R15B	-	102
chr1	204386106	204387184	18	0	0			
chr1	204475407	204476516	16	0	0			
chr1	204485044	204486028	19	0	0	MDM4|MDM4	+|+	-26|-26
chr1	205090804	205091771	26	0	0	RBBP5|RBBP5|RBBP5	-|-|-	137|137|137
chr1	205180370	205181122	20	0	0	DSTYK|DSTYK	-|-	19|19
chr1	205253709	205254445	18	0	0			
chr1	205267346	205268449	19	0	0			
chr1	205270154	205271014	20	0	0			
chr1	205717882	205719932	20	0	0	NUCKS1	-	-465
chr1	206785412	206786254	24	0	0	LGTN	-	-71
chr1	207200382	207201147	15	0	0			
chr1	207997057	207997694	19	0	0			
chr1	208376193	208377383	15	0	0			
chr1	210000954	210001666	20	0	0	C1orf107	+	1
chr1	210546595	210548135	31	0	0			
chr1	210771048	210772029	24	0	0			
chr1	211432050	211433143	15	0	0	RCOR3|RCOR3|RCOR3|RCOR3	+|+|+|+	111|111|111|692
chr1	21173960	21175166	15	0	0			
chr1	211908453	211909510	16	0	0			
chr1	212090729	212092165	21	0	0			
chr1	212117981	212118650	16	0	0			
chr1	212208190	212209407	19	0	0	INTS7|DTL	-|+	-86|120
chr1	21223223	21223986	22	0	0			
chr1	212964820	212965697	22	0	0	NSL1|TATDN3|TATDN3|TATDN3|TATDN3|TATDN3|NSL1	-|+|+|+|+|+|-	119|-89|-89|-89|-89|-89|119
chr1	213088537	213089462	19	0	0			
chr1	21588135	21589756	23	0	0			
chr1	217804078	217805015	16	0	0	GPATCH2|SPATA17	-|+	137|148
chr1	218458294	218459073	22	0	0	RRP15	+	-55
chr1	218539834	218540909	25	0	0			
chr1	218550318	218551124	16	0	0			
chr1	218553685	218554291	16	0	0			
chr1	218653389	218654538	17	0	0			
chr1	218669828	218670450	20	0	0			
chr1	218878982	218879954	27	0	0			
chr1	219262185	219262793	17	0	0			
chr1	220219547	220220373	15	0	0	EPRS	-	-40
chr1	222638088	222639300	27	0	0			
chr1	222885701	222886977	22	0	0	AIDA|C1orf58	-|+	475|-434
chr1	223888176	223889439	24	0	0	CAPN2	+	487
chr1	223894781	223895920	18	0	0			
chr1	224517564	224518430	16	0	0	NVL|NVL	-|-	125|125
chr1	225843025	225843918	21	0	0			
chr1	225887679	225888572	19	0	0			
chr1	225923102	225924511	21	0	0			
chr1	226111465	226112322	15	0	0	PYCR2	-	-72
chr1	226249179	226251060	16	0	0	H3F3A|LOC440926	+|+	301|308
chr1	227922725	227923429	17	0	0	JMJD4|JMJD4|SNAP47	-|-|+	-35|-35|-381
chr1	228593706	228595380	15	0	0	TRIM11	-	26
chr1	228674230	228675431	15	0	0	RNF187	+	237
chr1	228973528	228974661	18	0	0			
chr1	228996483	228997470	19	0	0			
chr1	229356790	229357769	22	0	0			
chr1	230220056	230221292	16	0	0			
chr1	230240288	230242074	38	0	0			
chr1	23073793	23074376	15	0	0			
chr1	231114277	231115273	16	0	0	TTC13|ARV1|TTC13	-|+|-	157|47|157
chr1	231275544	231276513	15	0	0			
chr1	231330539	231331333	16	0	0			
chr1	233248534	233249690	32	0	0			
chr1	234508812	234509725	29	0	0	C1orf31	+	160
chr1	234748265	234748995	18	0	0			
chr1	234859595	234860501	25	0	0			
chr1	235061348	235062090	16	0	0			
chr1	235093017	235093691	20	0	0			
chr1	235096247	235097089	17	0	0			
chr1	235098853	235100055	20	0	0			
chr1	235110656	235111662	24	0	0			
chr1	235114276	235114980	17	0	0			
chr1	235115863	235117237	17	0	0			
chr1	235132907	235133783	21	0	0			
chr1	23514756	23515820	15	0	0			
chr1	235291654	235292633	16	0	0	TOMM20|SNORA14B	-|-	-113|891
chr1	235491136	235492685	15	0	0	GGPS1|GGPS1|ARID4B|ARID4B|GGPS1	+|+|-|-|+	-158|-42|378|378|-42
chr1	235667396	235668618	24	0	0	B3GALNT2	-	226
chr1	236686971	236688130	15	0	0	LGALS8|LGALS8|LGALS8|LOC100287902	+|+|+|-	-812|-812|-474|-258
chr1	236767529	236768392	15	0	0	HEATR1	-	119
chr1	236958066	236959473	15	0	0	MTR	+	-189
chr1	237068327	237069092	15	0	0			
chr1	23881130	23884367	34	0	0			
chr1	23911954	23912563	20	0	0			
chr1	241804383	241805687	15	0	0	OPN3	-	1334
chr1	242010888	242011768	15	0	0	EXO1|EXO1|EXO1	+|+|+	704|704|164
chr1	243418184	243419648	16	0	0	CEP170|CEP170|SDCCAG8|CEP170	-|-|+|-	208|208|403|208
chr1	244437024	244437990	15	0	0			
chr1	244815690	244816943	16	0	0	PPPDE1	+	35
chr1	244996978	244999062	27	0	0	FAM36A	+	618
chr1	24620602	24621738	25	0	0			
chr1	246728937	246730420	19	0	0	CNST|TFB2M|CNST	+|-|+	-40|113|-40
chr1	249119809	249121158	20	0	0	SH3BP5L|MIR3124	-|+	329|92
chr1	249131779	249133512	16	0	0	ZNF672	+	-116
chr1	249167210	249168833	29	0	0			
chr1	25558663	25559971	15	0	0	SYF2|SYF2	-|-	304|304
chr1	26324407	26325141	19	0	0	PAFAH2	-	126
chr1	26758374	26759265	15	0	0	DHDDS|DHDDS	+|+	-18|-18
chr1	26798040	26799855	16	0	0	HMGN2	+	-46
chr1	26946609	26948282	24	0	0			
chr1	27018742	27020156	25	0	0			
chr1	27316960	27318374	24	0	0			
chr1	27324784	27326612	22	0	0			
chr1	27648335	27649094	15	0	0	TMEM222|LOC644961	+|+	-79|1650
chr1	31643445	31644243	15	0	0			
chr1	32420136	32420740	15	0	0			
chr1	33115854	33117137	17	0	0	RBBP4|RBBP4|RBBP4|ZBTB8OS	+|+|+|-	253|463|253|310
chr1	33282684	33284038	21	0	0	S100PBP|YARS|S100PBP	+|-|+	-186|-272|-186
chr1	33592532	33593433	15	0	0			
chr1	33807698	33808350	17	0	0			
chr1	36614794	36615750	16	0	0	TRAPPC3	-	205
chr1	36689417	36690853	17	0	0	THRAP3	+	-119
chr1	36851218	36852517	22	0	0	STK40	-	382
chr1	38455415	38456199	22	0	0	SF3A3	-	46
chr1	38477859	38478728	16	0	0	UTP11L	+	90
chr1	40723300	40724181	17	0	0	ZMPSTE24	+	-8
chr1	41157057	41158438	17	0	0	NFYC|NFYC|NFYC|NFYC|NFYC|LOC100130557	+|+|+|+|+|-	-506|-506|-506|-68|-506|-186
chr1	41433300	41434056	15	0	0			
chr1	43147541	43149051	16	0	0	YBX1	+	-231
chr1	43401777	43403314	15	0	0			
chr1	43672260	43673395	15	0	0			
chr1	44411698	44412973	18	0	0	IPO13	+	142
chr1	44678830	44679559	18	0	0	DMAP1|DMAP1|DMAP1	+|+|+	-70|-70|-70
chr1	44793186	44794186	16	0	0			
chr1	45272617	45273838	20	0	0	TCTEX1D4|BTBD19	-|+	270|926
chr1	45285181	45286316	24	0	0			
chr1	46806036	46807043	15	0	0	NSUN4	+	-150
chr1	52155764	52156770	19	0	0			
chr1	52344088	52345205	15	0	0	NRD1|NRD1	-|-	37|37
chr1	54518581	54519587	15	0	0	TMEM59|C1orf83	-|+	-27|189
chr1	55894658	55895405	26	0	0			
chr1	57154068	57154836	16	0	0			
chr1	59314299	59314980	16	0	0			
chr1	63988644	63989486	21	0	0	ITGB3BP|EFCAB7	-|+	230|-53
chr1	64197159	64197860	17	0	0			
chr1	64808826	64810146	15	0	0			
chr1	65363673	65364741	20	0	0			
chr1	65381350	65382038	17	0	0			
chr1	65382888	65383680	15	0	0			
chr1	66648088	66648905	20	0	0			
chr1	66736828	66738031	22	0	0			
chr1	67895723	67896992	19	0	0	SERBP1|SERBP1|SERBP1|SERBP1	-|-|-|-	234|234|234|234
chr1	71545988	71547264	16	0	0	ZRANB2|ZRANB2	-|-	-346|-346
chr1	7359265	7359950	15	0	0			
chr1	78148039	78149512	22	0	0	ZZZ3	-	432
chr1	8064730	8065649	19	0	0			
chr1	8085912	8088414	23	0	0	ERRFI1	-	770
chr1	8121199	8122504	16	0	0			
chr1	8242025	8242900	20	0	0			
chr1	8254384	8255067	16	0	0			
chr1	8271749	8272641	21	0	0			
chr1	8403011	8404415	18	0	0			
chr1	84712867	84713705	16	0	0			
chr1	86072829	86073445	15	0	0			
chr1	86094360	86095736	21	0	0			
chr1	8772274	8773242	21	0	0			
chr1	8937290	8939077	21	0	0	ENO1	-	-597
chr1	90408384	90409274	16	0	0			
chr1	93297237	93298136	17	0	0	RPL5	+	-93
chr1	935174	936558	16	0	0	HES4|HES4	-|-	314|314
chr1	93544350	93545313	16	0	0	MTF2|MTF2|MTF2|MTF2	+|+|+|+	-40|-40|-40|-40
chr1	94312620	94313877	16	0	0	MIR760	+	-861
chr1	94790757	94791836	16	0	0			
chr10	101379901	101381454	21	0	0	SLC25A28	-	456
chr10	101491534	101492802	17	0	0	COX15|CUTC|COX15	-|+|-	-255|-211|-255
chr10	101542071	101542718	16	0	0	ABCC2	+	68
chr10	102027108	102027743	15	0	0	CWF19L1	-	-12
chr10	102132551	102134212	31	0	0	NCRNA00263	+	-49
chr10	102295288	102295999	21	0	0	HIF1AN	+	-3
chr10	102672228	102673408	18	0	0	FAM178A|FAM178A|FAM178A	+|+|+	-493|-493|-493
chr10	102756365	102758301	20	0	0	LZTS2	+	-369
chr10	1034004	1034882	19	0	0	GTPBP4	+	-95
chr10	103892132	103893905	28	0	0	PPRC1	+	-232
chr10	103911538	103912474	22	0	0	NOLC1	+	-74
chr10	104153582	104154804	15	0	0	NFKB2|NFKB2|NFKB2	+|+|+	35|145|1238
chr10	104180404	104181297	19	0	0	PSD|FBXL15	-|+	1949|-1280
chr10	104182241	104182901	16	0	0			
chr10	104613700	104614487	24	0	0	C10orf32|C10orf32	+|+	-127|-127
chr10	105000953	105001880	20	0	0			
chr10	105127339	105128723	18	0	0	TAF5	+	-308
chr10	105869457	105870544	17	0	0			
chr10	105880414	105882581	23	0	0	C10orf78|C10orf78	+|+	431|318
chr10	112155426	112156128	17	0	0			
chr10	112158230	112159619	21	0	0			
chr10	112185603	112187064	23	0	0			
chr10	112247000	112248491	19	0	0			
chr10	112326770	112327825	17	0	0	SMC3	+	151
chr10	112400829	112401711	17	0	0			
chr10	112631144	112632716	15	0	0	PDCD4|PDCD4|LOC282997	+|+|-	-335|-335|1268
chr10	112678149	112679759	22	0	0	NCRNA00081|NCRNA00081|NCRNA00081|NCRNA00081|SHOC2|NCRNA00081	-|-|-|-|+|-	-170|-170|260|-170|346|-170
chr10	114206386	114207310	20	0	0	ZDHHC6|VTI1A	-|+	176|-93
chr10	114571334	114572103	20	0	0			
chr10	114833228	114834318	24	0	0			
chr10	114847020	114847706	18	0	0			
chr10	115613479	115615113	23	0	0	DCLRE1A|NHLRC2	-|+	437|94
chr10	116697663	116698476	15	0	0	TRUB1	+	-118
chr10	119134778	119136400	15	0	0	PDZD8	-	652
chr10	120514152	120515187	15	0	0	C10orf46	-	-89
chr10	12084524	12085695	17	0	0	UPF2|UPF2	-|-	301|86
chr10	121030435	121031385	15	0	0			
chr10	121076148	121077432	25	0	0			
chr10	121632176	121632912	15	0	0	C10orf119	-	150
chr10	121651722	121652467	21	0	0	SEC23IP	+	128
chr10	12237577	12238546	22	0	0	CDC123|NUDT5	+|-	-101|-82
chr10	122610517	122611282	21	0	0	WDR11|LOC283089	+|-	-213|208
chr10	123686697	123687971	19	0	0	ATE1|ATE1	-|-	-212|-212
chr10	12375458	12376246	21	0	0			
chr10	123822616	123823236	18	0	0			
chr10	123861258	123862526	31	0	0			
chr10	123871408	123873582	28	0	0			
chr10	123900049	123901299	18	0	0			
chr10	124069551	124070781	19	0	0			
chr10	124713431	124714253	20	0	0	C10orf88	-	-77
chr10	131908487	131909937	20	0	0	LOC387723	-	131
chr10	13628616	13629269	15	0	0	PRPF18	+	-4
chr10	14613886	14614613	16	0	0			
chr10	14700175	14700979	16	0	0			
chr10	14824535	14825293	18	0	0			
chr10	15000954	15002298	17	0	0	MEIG1	+	-189
chr10	17243102	17243977	16	0	0	TRDMT1	-	-531
chr10	17270216	17271535	17	0	0	VIM	+	-618
chr10	17685608	17686488	15	0	0	STAM	+	75
chr10	21581548	21582592	26	0	0			
chr10	21625251	21626598	24	0	0			
chr10	21653239	21653863	20	0	0			
chr10	21784319	21786627	32	0	0	C10orf114|MIR1915	-|-	-740|-97
chr10	21814269	21816455	24	0	0	C10orf140	-	751
chr10	21821967	21824446	21	0	0	MLLT10|MLLT10|MLLT10|MLLT10|MLLT10|MLLT10	+|+|+|+|+|+	367|367|-106|-106|-106|-106
chr10	22535388	22536387	16	0	0			
chr10	29228109	29229336	27	0	0			
chr10	29947771	29948538	17	0	0			
chr10	30073195	30073806	15	0	0			
chr10	30722548	30723952	18	0	0	MAP3K8	+	-385
chr10	3137392	3138723	26	0	0			
chr10	3149393	3150283	19	0	0			
chr10	32229659	32230426	22	0	0			
chr10	32236373	32237026	17	0	0			
chr10	32634940	32636411	26	0	0	EPC1	-	-438
chr10	32734705	32735597	16	0	0	CCDC7|CCDC7	+|+	-111|-111
chr10	33246809	33248297	24	0	0	ITGB1|ITGB1	-|-	260|731
chr10	33269285	33270475	24	0	0			
chr10	33274509	33275442	21	0	0			
chr10	33294027	33295138	24	0	0			
chr10	33298869	33299822	27	0	0			
chr10	33444687	33445585	30	0	0			
chr10	33482185	33483538	17	0	0			
chr10	33526705	33528049	17	0	0			
chr10	33553082	33553686	18	0	0			
chr10	33562033	33562858	21	0	0			
chr10	33623853	33625742	27	0	0	NRP1|NRP1|NRP1	-|-|-	964|964|964
chr10	34716046	34716841	22	0	0			
chr10	35378968	35380069	20	0	0	CUL2	-	224
chr10	35415306	35416865	18	0	0	CREM|CREM|CREM|CREM|CREM|CREM	+|+|+|+|+|+	-285|302|-285|-285|-285|302
chr10	3542451	3543184	16	0	0			
chr10	3824659	3826584	22	0	0	KLF6|KLF6|KLF6|KLF6	-|-|-|-	-1852|-1852|-1852|-1852
chr10	3826899	3828605	17	0	0	KLF6|KLF6|KLF6|KLF6	-|-|-|-	279|279|279|279
chr10	3852080	3852861	15	0	0			
chr10	3893662	3895069	23	0	0			
chr10	43277898	43278788	23	0	0	BMS1	+	-390
chr10	43891980	43893094	16	0	0	HNRNPF|HNRNPF	-|-	-257|258
chr10	43915723	43916860	18	0	0			
chr10	43950620	43951545	15	0	0			
chr10	46089719	46090635	18	0	0	MARCH8|MARCH8	-|-	-177|-177
chr10	46222397	46222969	18	0	0	FAM21C|FAM21C|FAM21C	+|+|+	-36|-36|-36
chr10	46951178	46952081	15	0	0			
chr10	46983500	46984238	17	0	0			
chr10	47006966	47010153	37	0	0			
chr10	4704712	4706293	20	0	0			
chr10	47055787	47059541	51	0	0			
chr10	47092107	47093935	33	0	0			
chr10	4719731	4720727	19	0	0	LOC100216001	-	-33
chr10	4768096	4768842	15	0	0			
chr10	4891614	4892301	16	0	0			
chr10	5026429	5027927	27	0	0			
chr10	5050829	5051866	15	0	0			
chr10	5113226	5114620	28	0	0			
chr10	5136368	5137415	21	0	0	AKR1C3	+	-324
chr10	5189234	5191004	33	0	0			
chr10	52152831	52154003	15	0	0			
chr10	52383452	52385390	19	0	0	SGMS1	-	684
chr10	5333389	5334542	24	0	0			
chr10	53459073	53459935	24	0	0	CSTF2T	-	149
chr10	54073655	54074981	20	0	0	DKK1	+	-278
chr10	54078594	54079342	17	0	0			
chr10	54203004	54203973	18	0	0			
chr10	54212335	54212914	16	0	0			
chr10	5854869	5856077	15	0	0	GDI2|GDI2	-|-	-39|-39
chr10	59463409	59463997	16	0	0			
chr10	60228240	60228837	17	0	0			
chr10	60400667	60401437	15	0	0			
chr10	60616178	60617130	21	0	0			
chr10	61665921	61667087	23	0	0	CCDC6	-	90
chr10	6244476	6245699	22	0	0	PFKFB3	+	-248
chr10	6281056	6281788	16	0	0			
chr10	6321317	6322046	23	0	0			
chr10	6332486	6333719	17	0	0			
chr10	6338832	6340400	17	0	0			
chr10	6341080	6341750	19	0	0			
chr10	6395367	6395963	17	0	0			
chr10	6443355	6444205	15	0	0			
chr10	64563999	64565640	19	0	0	ADO	+	-304
chr10	64892552	64893720	21	0	0	NRBF2	+	-130
chr10	65280438	65282145	15	0	0	REEP3	+	-169
chr10	65389069	65391109	25	0	0			
chr10	69913118	69913848	22	0	0			
chr10	70660384	70661349	17	0	0	DDX50	+	167
chr10	70715388	70716632	24	0	0	DDX21	+	-119
chr10	70939401	70940301	21	0	0	SUPV3L1	+	141
chr10	71206013	71206840	15	0	0			
chr10	71905275	71907195	19	0	0	TYSND1|TYSND1	-|-	-261|-261
chr10	71930025	71931177	16	0	0	SAR1A|SAR1A	-|-	316|316
chr10	73526288	73527909	27	0	0			
chr10	73619897	73620848	19	0	0			
chr10	73857300	73858020	19	0	0			
chr10	73932949	73934147	18	0	0			
chr10	74003405	74004397	16	0	0			
chr10	74019652	74021123	23	0	0			
chr10	74032430	74034971	42	0	0	DDIT4	+	-24
chr10	74035716	74037146	23	0	0			
