# Argument List:
# Name = hot25
# peak file = hot25.bed
# gene pos to peak = up,down
# distance = 2000 bp
# genome = ../../../bin/peak2gene/hg19.refGene
# Output symbol as gene name = True
#chrom	pStart	pEnd	pName	pScore	NA	gene	strand	TSS2pCenter
chr14	58893583	58894706	33	0	0	TIMM9|KIAA0586	-|+	-88|565
chr14	64970197	64971712	29	0	0	ZBTB1|ZBTB25|ZBTB1	+|-|+	337|400|337
chr14	67826243	67827413	26	0	0	EIF2S1|ATP6V1D	+|-	205|237
chr14	73524746	73525693	25	0	0	RBM25	+	1
chr14	77499009	77500964	33	0	0			
chr14	81685425	81688121	32	0	0	GTF2A1|GTF2A1	-|-	-521|-802
chr15	101261265	101263013	30	0	0			
chr15	101498475	101500356	27	0	0			
chr15	29963021	29964412	26	0	0			
chr15	50646799	50647941	32	0	0	GABPB1|GABPB1|GABPB1|GABPB1|GABPB1|LOC100129387|FLJ10038	-|-|-|-|-|+|-	-235|-235|-235|-235|-235|-1000|294
chr15	58624178	58625702	38	0	0			
chr15	60666721	60667469	25	0	0			
chr15	60684717	60686894	30	0	0			
chr15	60688264	60691884	42	0	0	ANXA2|ANXA2|ANXA2|ANXA2	-|-|-|-	-111|-111|-111|-111
chr15	63399960	63400840	29	0	0			
chr15	63795249	63797382	55	0	0	USP3	+	494
chr15	64385400	64386795	26	0	0	FAM96A|FAM96A	-|-	-110|-110
chr15	65596139	65597882	27	0	0			
chr15	65903182	65903977	26	0	0	C15orf44|C15orf44	-|-	110|172
chr15	66161161	66162108	27	0	0	RAB11A	+	161
chr15	66992950	66995959	28	0	0	SMAD6|SMAD6	+|+	219|219
chr15	67224079	67225288	25	0	0			
chr15	67340468	67342436	33	0	0			
chr15	68569717	68570947	33	0	0	FEM1B	+	-192
chr15	70800068	70801642	40	0	0			
chr15	71543346	71545674	27	0	0			
chr15	71571211	71572458	28	0	0			
chr15	71587110	71589181	29	0	0			
chr15	71703879	71704963	25	0	0			
chr15	72038984	72041248	30	0	0			
chr15	72044735	72046227	29	0	0			
chr15	72522566	72524936	32	0	0	PKM2|PKM2|PKM2	-|-|-	67|67|67
chr15	72668083	72668841	27	0	0	HEXA|C15orf34	-|+	-58|-9
chr15	75659974	75661542	31	0	0	MAN2C1	-	-183
chr15	77712783	77713727	27	0	0	HMG20A	+	-13
chr15	85523402	85525498	35	0	0	PDE8A|PDE8A	+|+	754|754
chr15	85590322	85591355	29	0	0			
chr15	86122098	86125214	38	0	0			
chr15	89181665	89182481	29	0	0	ISG20	+	-35
chr15	89877164	89878759	28	0	0	POLG|POLG	-|-	-65|-65
chr15	93347060	93347966	34	0	0			
chr15	93352194	93353508	26	0	0			
chr15	93446999	93448178	28	0	0	MIR3175	+	40
chr15	99394900	99397222	28	0	0			
chr15	99415921	99417565	44	0	0			
chr15	99439301	99441153	38	0	0			
chr16	11733831	11734921	33	0	0			
chr16	1876606	1877670	28	0	0	FAHD1|HAGH|FAHD1|HAGH|FAHD1	+|-|+|-|+	86|-57|86|-57|86
chr16	2653025	2653801	25	0	0	LOC652276	+	-29
chr16	30366286	30367537	26	0	0	CD2BP2|CD2BP2	-|-	229|656
chr16	3070097	3072774	32	0	0	TNFRSF12A	+	-1123
chr16	3072982	3074604	26	0	0	HCFC1R1|HCFC1R1|THOC6|HCFC1R1|THOC6	-|-|+|-|+	-494|-494|238|-494|238
chr16	30933616	30935195	27	0	0	FBXL19|NCRNA00095	+|-	1490|-185
chr16	3199565	3201171	28	0	0			
chr16	57333504	57334910	26	0	0			
chr16	57834940	57837348	27	0	0	KIFC3|KIFC3	-|-	-295|-295
chr16	686023	687246	25	0	0	C16orf13|C16orf13|C16orf13|C16orf13|C16orf13	-|-|-|-|-	287|287|287|287|287
chr16	69373161	69373981	26	0	0	NIP7|COG8	+|-	-26|45
chr16	71842436	71843522	25	0	0	AP1G1|AP1G1	-|-	3|3
chr16	75339051	75340692	33	0	0			
chr16	768476	771819	26	0	0	FAM173A	+	1010
chr16	87823014	87824138	26	0	0			
chr16	87984229	87985405	30	0	0	BANP|BANP|BANP|BANP|BANP	+|+|+|+|+	220|220|220|220|220
chr16	88365521	88367919	36	0	0			
chr17	14641123	14642093	28	0	0			
chr17	16189051	16190125	26	0	0			
chr17	1619175	1621471	36	0	0	WDR81|WDR81|C17orf91|C17orf91|C17orf91|C17orf91	+|+|-|-|-|-	-507|-507|757|757|757|757
chr17	17140152	17141306	26	0	0	FLCN|FLCN	-|-	227|227
chr17	1933149	1934332	25	0	0	DPH1	+	-310
chr17	19411035	19412178	27	0	0			
chr17	19650449	19653176	37	0	0	ALDH3A1	-	66
chr17	19655149	19657621	34	0	0			
chr17	201572	203391	35	0	0	RPH3AL|RPH3AL|RPH3AL|RPH3AL	-|-|-|-	-152|-152|-152|-152
chr17	27070239	27072756	26	0	0	TRAF4	+	-475
chr17	2858169	2858951	26	0	0			
chr17	2863314	2864428	25	0	0			
chr17	29876063	29877643	27	0	0			
chr17	34889920	34891710	28	0	0	MYO19|MYO19|MYO19|PIGW	-|-|-|+	-490|-490|-490|587
chr17	35848199	35849431	26	0	0	DUSP14	+	1135
chr17	36907803	36909358	38	0	0	PSMB3	+	421
chr17	36981302	36982192	25	0	0	CWC25	-	158
chr17	37008846	37010427	27	0	0	RPL23|SNORA21	-|-	-417|388
chr17	37024978	37026950	34	0	0	LASP1	+	147
chr17	38135996	38137618	31	0	0	PSMD3	+	252
chr17	38598839	38602021	25	0	0	IGFBP4	+	-755
chr17	38603221	38605517	28	0	0			
chr17	38618002	38621027	31	0	0			
chr17	38626264	38631522	49	0	0			
chr17	38642120	38643740	36	0	0			
chr17	38698231	38700233	31	0	0			
chr17	38704912	38707266	28	0	0			
chr17	38707317	38708973	51	0	0			
chr17	39704000	39706392	30	0	0			
chr17	39844150	39846492	37	0	0	EIF1	+	-195
chr17	40168802	40170091	25	0	0	NKIRAS2|DNAJC7|DNAJC7|DNAJC7	+|-|-|-	147|263|-269|-269
chr17	4046078	4047448	26	0	0	ZZEF1|CYB5D2|CYB5D2|CYB5D2	-|+|+|+	510|-302|-302|-302
chr17	40540134	40541245	26	0	0	STAT3|STAT3|STAT3	-|-|-	176|176|284
chr17	40829898	40832205	25	0	0			
chr17	41149874	41151062	26	0	0	RPL27	+	-23
chr17	41438248	41439163	28	0	0			
chr17	41560881	41561656	25	0	0	DHX8	+	65
chr17	42147768	42148894	27	0	0	G6PC3|G6PC3|G6PC3	+|+|+	-234|-234|-234
chr17	42620390	42621903	26	0	0			
chr17	42976191	42977364	26	0	0	EFTUD2|EFTUD2|CCDC103	-|-|+	-216|-216|376
chr17	43224045	43227031	56	0	0	HEXIM1	+	-855
chr17	43238035	43239560	29	0	0	HEXIM2	+	-534
chr17	43247609	43249831	27	0	0			
chr17	43448336	43450159	26	0	0			
chr17	43660739	43662888	36	0	0			
chr17	44269588	44271840	48	0	0	KIAA1267|KIAA1267|LOC644246	-|-|+	548|442|224
chr17	45726166	45727650	31	0	0	KPNB1	+	366
chr17	46124810	46126686	42	0	0	NFE2L1	+	-63
chr17	4634352	4635386	28	0	0	MED11	+	-147
chr17	46969370	46970476	26	0	0	ATP5G1|ATP5G1	+|+	224|224
chr17	47072370	47076119	37	0	0	IGF2BP1|IGF2BP1	+|+	529|529
chr17	47269030	47270741	37	0	0			
chr17	47785016	47786000	29	0	0	SLC35B1	-	226
chr17	48104854	48106293	29	0	0			
chr17	48132503	48134816	26	0	0	ITGA3|ITGA3	+|+	-320|-320
chr17	48228214	48230082	28	0	0	PPP1R9B	-	1271
chr17	4850660	4854106	41	0	0	PFN1	-	558
chr17	4869476	4871474	25	0	0	SPAG7	-	-657
chr17	48714652	48717217	40	0	0			
chr17	48737527	48739811	35	0	0			
chr17	48763745	48764633	26	0	0			
chr17	48784279	48785751	29	0	0	ANKRD40	-	-255
chr17	48942366	48945679	38	0	0			
chr17	49230456	49231368	27	0	0	NME1|NME1-NME2|NME1	+|+|+	7|7|7
chr17	49337188	49338955	29	0	0	UTP18|MBTD1	+|-	-175|644
chr17	5322630	5323803	27	0	0	RPAIN|RPAIN|RPAIN|RPAIN|RPAIN|RPAIN|NUP88|RPAIN|RPAIN|RPAIN|RPAIN|RPAIN|RPAIN|RPAIN|RPAIN	+|+|+|+|+|+|-|+|+|+|+|+|+|+|+	-256|-256|-256|-256|-256|-256|220|-256|-256|-256|-256|-256|-256|-256|-256
chr17	53529708	53530682	25	0	0			
chr17	55956300	55957847	27	0	0			
chr17	56025716	56027015	26	0	0			
chr17	56064271	56066757	28	0	0	VEZF1	-	-101
chr17	56083763	56085473	29	0	0	SRSF1|SRSF1|SRSF1	-|-|-	-89|-89|-89
chr17	56594926	56596581	26	0	0	MTMR4	-	502
chr17	57696524	57697558	30	0	0	CLTC	+	8
chr17	57860047	57861283	25	0	0			
chr17	57863666	57864756	32	0	0			
chr17	57914838	57919111	55	0	0	MIR21	+	1652
chr17	57920372	57922695	55	0	0			
chr17	57922792	57924613	35	0	0			
chr17	61850625	61851845	26	0	0	DDX42|CCDC47|DDX42	+|-|+	331|147|331
chr17	61919771	61920829	25	0	0	SMARCD2	-	-51
chr17	61925934	61926890	25	0	0			
chr17	62502125	62503981	34	0	0	DDX5|CCDC45	-|+	569|104
chr17	65713527	65714758	27	0	0	NOL11	+	-82
chr17	66374089	66375531	25	0	0			
chr17	7122922	7125324	27	0	0	ACADVL|ACADVL|DLG4	+|+|-	-971|-971|754
chr17	71306587	71307700	25	0	0	CDC42EP4	-	-1000
chr17	7154767	7156289	27	0	0	DULLARD|DULLARD|C17orf81|C17orf81|C17orf81|C17orf81	-|-|+|+|+|+	533|269|22|22|22|-157
chr17	71793574	71794927	25	0	0			
chr17	7209949	7212473	25	0	0	EIF5A|EIF5A|EIF5A|EIF5A	+|+|+|+	-894|76|482|-356
chr17	72199447	72200277	29	0	0	RPL38|RPL38	+|+	-68|-68
chr17	73029675	73031747	49	0	0			
chr17	73780264	73782165	27	0	0	UNK	+	-534
chr17	7386481	7388646	37	0	0	POLR2A|ZBTB4	+|-	134|-5
chr17	73871713	73875587	38	0	0	TRIM47	-	-1006
chr17	74349606	74350575	25	0	0	PRPSAP1	-	-140
chr17	74733000	74734449	29	0	0	SRSF2|SRSF2|MFSD11|MIR636|SRSF2	-|-|+|-|-	231|231|58|1094|231
chr17	7475506	7476759	26	0	0	EIF4A1|SNORA48	+|+	-76|1898
chr17	74997734	74999350	32	0	0			
chr17	75281700	75283475	27	0	0	SEPT9	+	1385
chr17	7589127	7590313	26	0	0	TP53|TP53|TP53|TP53|WRAP53|WRAP53|WRAP53|WRAP53	-|-|-|-|+|+|+|+	-1143|-1143|-1143|-1143|-332|1037|1946|1946
chr17	76311340	76314021	45	0	0			
chr17	76347337	76349975	28	0	0			
chr17	76588139	76589032	28	0	0			
chr17	7738754	7740580	26	0	0			
chr17	7760215	7762197	34	0	0	LSMD1|CYB5D1	-|+	34|-143
chr17	78233175	78236211	28	0	0	RNF213|RNF213	+|+	-27|-27
chr17	78518305	78519072	25	0	0	RPTOR|RPTOR	+|+	-64|-64
chr17	79477928	79480193	30	0	0	ACTG1	-	-767
chr17	79827112	79829727	32	0	0	ARHGDIA|ARHGDIA|ARHGDIA	-|-|-	-371|-863|-863
chr17	79884286	79887013	28	0	0	MAFG|LOC92659	-|+	61|55
chr17	80197162	80203081	37	0	0			
chr17	8021582	8024596	49	0	0	ALOXE3|ALOXE3	-|-	855|1229
chr17	80255101	80256456	34	0	0			
chr17	8041808	8043202	33	0	0			
chr17	8059368	8060506	28	0	0			
chr17	8076449	8077439	27	0	0			
chr17	8088939	8091513	56	0	0			
chr17	8123943	8125180	36	0	0			
chr17	8125318	8127212	31	0	0	C17orf44	-	-1096
chr17	8129315	8130712	27	0	0			
chr17	8286209	8287323	27	0	0	RPL26	-	201
chr17	899618	900683	27	0	0	TIMM22	+	206
chr17	9741024	9741946	26	0	0			
chr17	9745160	9746195	26	0	0			
chr18	11856903	11857977	25	0	0			
chr18	56451588	56453256	28	0	0			
chr18	67872599	67873550	26	0	0	RTTN	-	112
chr19	1020841	1021966	27	0	0	C19orf6|C19orf6	-|-	262|262
chr19	10764263	10765587	26	0	0	ILF3|ILF3|ILF3|ILF3|ILF3|LOC147727	+|+|+|+|+|-	11|11|11|11|11|377
chr19	32863769	32865195	34	0	0			
chr19	33667423	33668841	33	0	0			
chr19	35167772	35169137	31	0	0	ZNF302|ZNF302	+|+	112|112
chr19	35496719	35498018	31	0	0			
chr19	36207356	36209169	40	0	0	MLL4	+	658
chr19	36544618	36546661	31	0	0	WDR62|THAP8|WDR62	+|-|+	143|-25|143
chr19	36605386	36607203	30	0	0	TBCB|POLR2I	+|-	-407|88
chr19	36630159	36632133	29	0	0	CAPNS1|CAPNS1	+|+	-229|-229
chr19	36705137	36706371	31	0	0	ZNF565|ZNF146|ZNF146|ZNF146|ZNF565	-|+|+|+|-	-232|-251|-251|-251|188
chr19	38431930	38433540	33	0	0			
chr19	38791155	38791982	27	0	0			
chr19	38794439	38796042	28	0	0	C19orf33	+	-437
chr19	38826042	38828057	28	0	0	CATSPERG	+	-607
chr19	38864862	38865922	32	0	0	PSMD8	+	-203
chr19	39034340	39035491	28	0	0			
chr19	39173754	39175548	43	0	0			
chr19	39321713	39323011	26	0	0	ECH1	-	-135
chr19	39339038	39343767	66	0	0	HNRNPL|HNRNPL	-|-	-1577|785
chr19	39389957	39391186	28	0	0	NFKBIB|SIRT2|NFKBIB|SIRT2|SIRT2	+|-|+|-|-	43|69|43|108|69
chr19	39420632	39422305	30	0	0	SARS2|SARS2|MRPS12|MRPS12|MRPS12	-|-|+|+|+	-68|-68|125|-121|125
chr19	39465598	39467664	35	0	0	FBXO17	-	251
chr19	39832126	39833379	26	0	0	SAMD4B	+	355
chr19	39891710	39893688	25	0	0			
chr19	39902372	39903811	31	0	0	PLEKHG2	+	658
chr19	39926281	39927349	26	0	0	RPS16	-	197
chr19	39970881	39972098	25	0	0	TIMM50	+	-438
chr19	40476354	40477384	28	0	0	PSMC4|PSMC4	+|+	203|203
chr19	40948568	40951086	31	0	0	SERTAD3|SERTAD3	-|-	1322|-455
chr19	41220755	41225295	61	0	0	ADCK4|ITPKC	-|+	235|-18
chr19	41256056	41257913	36	0	0	SNRPA|C19orf54	+|-	-226|1156
chr19	41426685	41427779	39	0	0			
chr19	41731412	41732682	25	0	0			
chr19	41768826	41770747	32	0	0	HNRNPUL1|HNRNPUL1	+|+	333|-1396
chr19	41815830	41816636	27	0	0	CCDC97	+	-140
chr19	41858268	41860471	30	0	0	TGFB1	-	-462
chr19	41902978	41904077	28	0	0	BCKDHA|BCKDHA|EXOSC5	+|+|-	166|166|271
chr19	42363233	42364596	32	0	0	RPS19	+	73
chr19	42375855	42377866	25	0	0			
chr19	42461791	42464161	34	0	0	RABAC1	-	-552
chr19	42746381	42747788	33	0	0	GSK3A	-	348
chr19	42772117	42773622	26	0	0			
chr19	44258574	44260037	29	0	0	C19orf61	-	163
chr19	45250486	45252265	26	0	0	BCL3	+	602
chr19	45347806	45349861	30	0	0	PVRL2|PVRL2	+|+	559|559
chr19	45393365	45395178	29	0	0	TOMM40|TOMM40|TOMM40	+|+|+	205|205|205
chr19	45457720	45458935	32	0	0	CLPTM1	+	310
chr19	45594169	45595347	27	0	0			
chr19	45680981	45682524	25	0	0	TRAPPC6A|BLOC1S3	-|+	267|250
chr19	45908060	45910312	39	0	0	PPP1R13L|PPP1R13L|CD3EAP	-|-|+	-421|874|280
chr19	45926562	45928063	32	0	0	ERCC1|ERCC1|ERCC1	-|-|-	135|135|492
chr19	45981516	45982665	26	0	0			
chr19	47289199	47292127	38	0	0	SLC1A5|SLC1A5	-|-	118|-1179
chr19	47353396	47354639	25	0	0	AP2S1|AP2S1	-|-	-186|-186
chr19	47615033	47616726	27	0	0	ZC3H4	-	-1130
chr19	47729200	47732396	39	0	0	MIR3190|MIR3191	+|-	-600|522
chr19	48246287	48247272	28	0	0			
chr19	48900794	48904145	29	0	0			
chr19	49122107	49123247	29	0	0	RPL18|SPHK2	-|+	244|-130
chr19	49469554	49471719	33	0	0			
chr19	50179328	50181577	31	0	0	PRMT1|PRMT1|PRMT1	+|+|+	43|43|43
chr19	50379422	50381895	47	0	0	AKT1S1|AKT1S1|TBC1D17|TBC1D17|AKT1S1	-|-|+|+|-	14|46|23|23|80
chr19	51307316	51308655	26	0	0	C19orf48|C19orf48	-|-	11|13
chr19	54703928	54705539	27	0	0	RPS9	+	-8
chr19	55727656	55728774	25	0	0			
chr19	55769995	55771139	25	0	0	PPP6R1	-	529
chr19	56092033	56093917	36	0	0	ZNF579	-	764
chr19	56110493	56112271	26	0	0	FIZ1|ZNF524	-|+	489|347
chr19	57790974	57792592	25	0	0	ZNF460	+	69
chr19	58873495	58874522	26	0	0	ZNF497	-	-112
chr19	59010309	59011496	27	0	0			
chr19	59030754	59031862	29	0	0	ZBTB45	-	387
chr19	59069386	59071470	26	0	0	UBE2M|LOC100131691	-|+	85|124
chr2	10544896	10547080	26	0	0			
chr2	110863476	110864717	29	0	0			
chr2	113997619	113999048	25	0	0			
chr2	11605477	11606660	27	0	0	E2F6|E2F6|E2F6|E2F6|E2F6	-|-|-|-|-	-229|-229|-229|-229|-229
chr2	121691776	121693834	34	0	0			
chr2	122406604	122408039	25	0	0	CLASP1|CLASP1|CLASP1	-|-|-	269|269|269
chr2	173913449	173914536	26	0	0			
chr2	191884806	191886288	25	0	0			
chr2	196385221	196386031	25	0	0			
chr2	201753682	201754842	25	0	0	NIF3L1|NIF3L1|NIF3L1|PPIL3|PPIL3	+|+|+|-|-	-213|-213|-155|413|413
chr2	228682607	228683911	40	0	0			
chr2	232570790	232572356	26	0	0	PTMA|PTMA	+|+	1661|1661
chr2	239592795	239594064	28	0	0			
chr2	242253890	242255979	29	0	0	SEPT2|SEPT2|SEPT2|HDLBP|SEPT2	+|+|+|-|+	-212|346|346|-320|-212
chr2	24298944	24299845	26	0	0	SF3B14	-	80
chr2	24305614	24308531	34	0	0	TP53I3|TP53I3	-|-	-656|-583
chr2	26234647	26235957	32	0	0			
chr2	27273338	27274716	43	0	0	AGBL5|AGBL5	+|+	463|463
