# Argument List:
# Name = wgEncodeHaibTfbsK562Atf3V0416101PkRep2
# peak file = ../HaibTfbsK562Atf3V0416101Pk/wgEncodeHaibTfbsK562Atf3V0416101PkRep2.bed.broadPeak
# gene pos to peak = up,down
# distance = 2000 bp
# genome = hg19.refGene
# Output symbol as gene name = False
#chrom	gTSS	gTTS	gene	NA	strand	pName	TSS2pCenter
chr1	149858524	149858960	NM_003517	0	+	peak905	1832
chr1	149856011	149858232	NM_003528	0	-	peak905	-1540
chr1	149912232	149982686	NM_020205	0	-	peak908	-935
chr1	150039341	150117504	NM_007259	0	+	peak909|peak910	28|-414
chr1	150336989	150449039	NM_015203	0	+	peak912	982
chr1	150480486	150486264	NM_004425	0	+	peak913	-7
chr1	150480486	150486264	NM_022664	0	+	peak913	-7
chr1	150524404	150524490	NR_036211	0	+	peak915	-455
chr1	150547036	150552136	NM_021960	0	-	peak916|peak917	-1019|87
chr1	150547036	150552136	NM_182763	0	-	peak916|peak917	-1019|87
chr1	150594603	150602098	NM_004436	0	-	peak921|peak922	-80|1039
chr1	150594603	150602098	NM_207042	0	-	peak921|peak922	-80|1039
chr1	150595754	150602098	NM_207043	0	-	peak921|peak922	-80|1039
chr1	150595754	150602098	NM_207044	0	-	peak921|peak922	-80|1039
chr1	150594603	150601609	NM_207045	0	-	peak921|peak922	409|1528
chr1	150594603	150601609	NM_207046	0	-	peak921|peak922	409|1528
chr1	150595754	150601609	NM_207047	0	-	peak921|peak922	409|1528
chr1	150599523	150602098	NM_207168	0	-	peak921|peak922	-80|1039
chr1	150702553	150738305	NM_004079	0	-	peak923	1950
chr1	150782185	150849186	NM_001668	0	-	peak924	185
chr1	150782185	150849186	NM_178427	0	-	peak924	185
chr1	151023448	151032125	NM_001038707	0	-	peak930	-1
chr1	151032150	151040972	NM_006818	0	+	peak930	26
chr1	151023448	151032125	NM_020239	0	-	peak930	-1
chr1	151043079	151091007	NM_144618	0	+	peak932|peak933	943|28
chr1	151132224	151138424	NM_001136543	0	-	peak934	49
chr1	151138516	151141612	NM_024041	0	+	peak934	43
chr1	151132224	151138370	NM_212551	0	-	peak934	103
chr1	151254790	151264380	NM_020832	0	+	peak935	694
chr1	153028596	153029988	NM_005988	0	-	peak952	1953
chr1	153533586	153538306	NM_005978	0	-	peak955	862
chr1	153591279	153606568	NM_001024210	0	-	peak956	-135
chr1	153606524	153617979	NM_015607	0	+	peak956	91
chr1	153634514	153643479	NM_004515	0	-	peak957	203
chr1	153700566	153746557	NM_023015	0	+	peak959	-51
chr1	153954127	153958806	NM_002870	0	-	peak960	-836
chr1	153963238	153964632	NM_001030	0	+	peak961	25
chr1	154245038	154248349	NM_001018837	0	+	peak966	-349
chr1	154245038	154248349	NM_006118	0	+	peak966	-349
chr1	154521050	154531120	NM_017582	0	-	peak971	190
chr1	154554535	154600456	NM_001025107	0	-	peak972|peak973	-733|1
chr1	154934774	154943223	NM_001130040	0	-	peak975	74
chr1	154934774	154943223	NM_183001	0	-	peak975	74
chr1	154975111	154990998	NM_015872	0	+	peak977	1659
chr1	155108287	155111333	NM_001122837	0	+	peak981	637
chr1	155108287	155111333	NM_001122839	0	+	peak981	637
chr1	155108287	155111333	NM_018845	0	+	peak981	637
chr1	155158301	155162700	NM_001018016	0	-	peak982	1916
chr1	155158301	155162700	NM_001018017	0	-	peak982	1916
chr1	155158301	155162700	NM_001044390	0	-	peak982	1916
chr1	155158301	155162700	NM_001044391	0	-	peak982	1916
chr1	155158301	155162700	NM_001044392	0	-	peak982	1916
chr1	155158301	155162700	NM_001044393	0	-	peak982	1916
chr1	155158301	155162700	NM_002456	0	-	peak982	1916
chr1	155164967	155165063	NR_030281	0	+	peak982	351
chr1	155204239	155211069	NM_000157	0	-	peak984|peak985	22|588
chr1	155204239	155211066	NM_001171812	0	-	peak984|peak985	25|591
chr1	155204239	155214653	NM_001005741	0	-	peak986	-142
chr1	155204239	155214653	NM_001005742	0	-	peak986	-142
chr1	155204239	155214653	NM_001171811	0	-	peak986	-142
chr1	155719509	155826972	NM_001037533	0	-	peak990	93
chr1	155734576	155826972	NM_032292	0	-	peak990	93
chr1	155829259	155854989	NM_152280	0	+	peak991	-1075
chr1	156084460	156107656	NM_005572	0	+	peak994|peak995	356|-65
chr1	156084460	156109878	NM_170707	0	+	peak994|peak995	356|-65
chr1	156084460	156109878	NM_170708	0	+	peak994|peak995	356|-65
chr1	156163729	156182586	NM_014655	0	+	peak1001	250
chr1	156182783	156209831	NM_007221	0	+	peak1002	-1507
chr1	156219016	156252620	NM_015327	0	-	peak1004	-1353
chr1	156252703	156262235	NR_026678	0	+	peak1004	1436
chr1	156495197	156542396	NM_178229	0	-	peak1009	-1024
chr1	156737273	156770604	NM_005973	0	+	peak1013	88
chr1	15818796	15850790	NM_001229	0	-	peak131|peak132	226|791
chr1	15818796	15850790	NM_032996	0	-	peak131|peak132	226|791
chr1	15853351	15898226	NM_015291	0	+	peak132	1770
chr1	158580495	158656506	NM_003126	0	-	peak1024	-19
chr1	159032274	159046647	NM_004833	0	-	peak1028	257
chr1	15943952	15987552	NM_032341	0	+	peak134	17
chr1	159750758	159752333	NM_017823	0	+	peak1030	327
chr1	159887902	159895284	NM_003564	0	-	peak1032	-884
chr1	160965001	160991133	NM_016946	0	-	peak1044	-563
chr1	161090770	161102478	NM_001039711	0	-	peak1049	200
chr1	161090770	161102256	NM_001039712	0	-	peak1049	422
chr1	161090770	161102478	NM_032998	0	-	peak1049	200
chr1	161494035	161496685	NM_002155	0	+	peak1059	387
chr1	161676761	161684141	NM_001184866	0	+	peak1067	165
chr1	161676761	161684141	NM_001184867	0	+	peak1067	165
chr1	161676761	161684141	NM_001184870	0	+	peak1067	165
chr1	161676761	161684141	NM_001184871	0	+	peak1067	165
chr1	161676761	161684141	NM_001184872	0	+	peak1067	165
chr1	161676761	161684141	NM_001184873	0	+	peak1067	165
chr1	161676761	161684141	NM_032738	0	+	peak1067	165
chr1	161692456	161697932	NM_001002901	0	+	peak1068	595
chr1	16174358	16266950	NM_015001	0	+	peak139	-1442
chr1	16160709	16174642	NR_024279	0	-	peak139	1158
chr1	165600449	165624853	NM_004528	0	+	peak1079	-748
chr1	16558182	16563659	NM_030907	0	-	peak150	28
chr1	16576559	16678948	NM_018994	0	-	peak154	-18
chr1	167399877	167487847	NM_000734	0	-	peak1086	-903
chr1	167399877	167487847	NM_198053	0	-	peak1086	-903
chr1	167905907	168045079	NM_001017977	0	+	peak1096	409
chr1	167887310	167906278	NM_001143674	0	-	peak1096	-780
chr1	167887310	167905233	NM_015415	0	-	peak1096	265
chr1	167905907	168045079	NM_018442	0	+	peak1096	409
chr1	167887310	167905380	NR_026550	0	-	peak1096	118
chr1	168148170	168161632	NM_001031800	0	+	peak1099	122
chr1	168148170	168171349	NM_152902	0	+	peak1099	122
chr1	168344761	168344858	NR_030284	0	+	peak1105	1485
chr1	16890411	16939982	NM_017940	0	-	peak159	114
chr1	169433150	169455208	NM_006996	0	-	peak1117	1381
chr1	1682677	1709909	NM_023018	0	-	peak19	-15
chr1	173837492	173855774	NM_001122770	0	+	peak1131	470
chr1	173837492	173842776	NM_032522	0	+	peak1131	470
chr1	173833039	173837125	NR_002578	0	-	peak1131	-103
chr1	173836811	173836883	NR_002579	0	-	peak1131	139
chr1	173835105	173835166	NR_002750	0	-	peak1131	1856
chr1	173836016	173836076	NR_003941	0	-	peak1131	946
chr1	173835772	173835853	NR_003942	0	-	peak1131	1169
chr1	173835448	173835509	NR_003943	0	-	peak1131	1513
chr1	174968570	174981163	NM_001007214	0	+	peak1140	-79
chr1	174968891	174981163	NM_014412	0	+	peak1140	242
chr1	17733251	17766220	NM_018715	0	-	peak173	1906
chr1	179833576	179846941	NM_022347	0	-	peak1153	-1398
chr1	179813067	179846941	NM_145034	0	-	peak1153	-1398
chr1	179851419	179889212	NM_015602	0	+	peak1154	-282
chr1	182761393	182798588	NM_030769	0	+	peak1173	407
chr1	182808438	182857115	NM_001357	0	+	peak1174	166
chr1	182808438	182857115	NR_033302	0	+	peak1174	166
chr1	183441505	183523327	NM_001174061	0	+	peak1176	440
chr1	183441505	183523327	NM_173156	0	+	peak1176	440
chr1	183441505	183523327	NM_201568	0	+	peak1176	440
chr1	183441505	183523327	NM_201569	0	+	peak1176	440
chr1	183904966	184006863	NM_015101	0	-	peak1183	150
chr1	184020810	184043341	NM_001127394	0	+	peak1184	144
chr1	184020810	184043341	NM_052965	0	+	peak1184	144
chr1	184020810	184043341	NR_023349	0	+	peak1184	144
chr1	184760166	184943682	NM_052966	0	-	peak1187	-734
chr1	186344889	186390502	NM_001164245	0	+	peak1193	143
chr1	186344889	186390502	NM_001164246	0	+	peak1193	143
chr1	186280787	186344457	NM_003292	0	-	peak1193	289
chr1	186344889	186390502	NM_017847	0	+	peak1193	143
chr1	193029003	193060904	NM_001042369	0	+	peak1201	427
chr1	193029003	193060904	NM_001042370	0	+	peak1201	427
chr1	193028551	193055114	NM_001173524	0	+	peak1201	-25
chr1	193029003	193060904	NM_001173525	0	+	peak1201	427
chr1	193029003	193055114	NM_004600	0	+	peak1201	427
chr1	192984899	193028521	NM_015984	0	-	peak1201	55
chr1	193028551	193055114	NR_033393	0	+	peak1201	-25
chr1	19401001	19536746	NM_020765	0	-	peak182	62
chr1	19638739	19655793	NM_001040125	0	+	peak183	-470
chr1	19638739	19655793	NM_001040126	0	+	peak183	-470
chr1	19630458	19638640	NM_003689	0	-	peak183	569
chr1	19638739	19655793	NM_017765	0	+	peak183	-470
chr1	197473878	197744623	NM_001195215	0	-	peak1214	401
chr1	197703140	197744623	NM_001195216	0	-	peak1214	401
chr1	197521384	197744623	NM_144977	0	-	peak1214	401
chr1	198608136	198726545	NM_002838	0	+	peak1220	18
chr1	198608136	198726545	NM_080921	0	+	peak1220	18
chr1	198608136	198662332	NM_080923	0	+	peak1220	18
chr1	201103900	201123632	NM_016456	0	-	peak1234	118
chr1	201924618	201939787	NM_006335	0	+	peak1246	60
chr1	202696532	202777549	NM_006618	0	-	peak1258	-315
chr1	202860229	202896371	NM_021633	0	-	peak1260	-85
chr1	202909962	202927700	NM_001127687	0	-	peak1261	783
chr1	202909962	202927485	NM_015999	0	-	peak1261	998
chr1	203267885	203274453	NR_034150	0	-	peak1263|peak1264	-1790|-86
chr1	203267885	203274453	NR_034151	0	-	peak1263|peak1264	-1790|-86
chr1	203274663	203278727	NM_006763	0	+	peak1264	296
chr1	203595927	203713207	NM_001001396	0	+	peak1267	100
chr1	203595927	203713207	NM_001684	0	+	peak1267	100
chr1	204372493	204380944	NM_032833	0	-	peak1273	185
chr1	204485510	204527247	NM_002393	0	+	peak1277	0
chr1	204485510	204527247	NR_024171	0	+	peak1277	0
chr1	205055271	205091150	NM_001193272	0	-	peak1285	352
chr1	205055271	205091150	NM_001193273	0	-	peak1285	352
chr1	205055271	205091150	NM_005057	0	-	peak1285	352
chr1	20512577	20519941	NM_152376	0	+	peak192	623
chr1	205111631	205180727	NM_015375	0	-	peak1287	123
chr1	205111631	205180727	NM_199462	0	-	peak1287	123
chr1	205585234	205602000	NM_001973	0	-	peak1292	-1570
chr1	205588397	205602000	NM_021795	0	-	peak1292	-1570
chr1	205626980	205649630	NM_033102	0	-	peak1293|peak1294	-1812|-530
chr1	205681946	205719372	NM_022731	0	-	peak1296|peak1297	-719|122
chr1	205882178	205912588	NM_052934	0	-	peak1298	1800
chr1	205882178	205912588	NM_134325	0	-	peak1298	1800
chr1	206764973	206785904	NM_006893	0	-	peak1303	-103
chr1	207494816	207534309	NM_000574	0	+	peak1313	-12
chr1	207494816	207534309	NM_001114752	0	+	peak1313	-12
chr1	207991723	207995940	NR_026817	0	+	peak1324	416
chr1	209788219	209824679	NM_001017402	0	-	peak1331|peak1332	-1920|58
chr1	209788219	209825820	NM_000228	0	-	peak1332	-1083
chr1	209788219	209825674	NM_001127641	0	-	peak1332	-937
chr1	209848669	209849734	NM_015714	0	+	peak1333|peak1334	1825|1257
chr1	21069170	21113181	NM_016287	0	-	peak194	149
chr1	210851656	211307457	NM_002238	0	-	peak1345	98
chr1	210851656	211307457	NM_172362	0	-	peak1345	98
chr1	211432707	211489723	NM_001136223	0	+	peak1346	236
chr1	211432707	211489723	NM_001136224	0	+	peak1346	236
chr1	211432707	211486657	NM_001136225	0	+	peak1346	236
chr1	211433288	211489723	NM_018254	0	+	peak1346	817
chr1	211836121	211848967	NM_002497	0	-	peak1351	274
chr1	212114697	212208884	NM_015434	0	-	peak1356	-212
chr1	212208918	212278186	NM_016448	0	+	peak1356	246
chr1	212738696	212794114	NM_001030287	0	+	peak1365	-1938
chr1	212781993	212794114	NM_001040619	0	+	peak1366	111
chr1	212781993	212794114	NM_001674	0	+	peak1366	111
chr1	212899495	212965139	NM_001042549	0	-	peak1368|peak1369	-1892|1947
chr1	212965169	212990167	NM_001042552	0	+	peak1368|peak1369	1922|-1917
chr1	212965169	212990167	NM_001042553	0	+	peak1368|peak1369	1922|-1917
chr1	212965169	212990167	NM_001146169	0	+	peak1368|peak1369	1922|-1917
chr1	212965169	212990167	NM_001146170	0	+	peak1368|peak1369	1922|-1917
chr1	212965169	212990167	NM_001146171	0	+	peak1368|peak1369	1922|-1917
chr1	212899495	212965139	NM_015471	0	-	peak1368|peak1369	-1892|1947
chr1	213224587	213446807	NM_001136138	0	+	peak1372|peak1373	1830|-568
chr1	213224587	213446807	NM_012424	0	+	peak1372|peak1373	1830|-568
chr1	220141941	220220000	NM_004446	0	-	peak1393	-187
chr1	220291196	220291304	NR_029628	0	-	peak1394	1264
chr1	220291500	220291583	NR_029711	0	-	peak1394	985
chr1	22054339	22109688	NM_001032730	0	-	peak206	270
chr1	22004793	22109688	NM_032236	0	-	peak206	270
chr1	22351706	22357713	NR_023918	0	+	peak212	-577
chr1	22352041	22357713	NR_023919	0	+	peak212	-242
chr1	22379119	22419435	NM_001039802	0	+	peak213	-958
chr1	22379119	22419435	NM_001791	0	+	peak213	-958
chr1	22379119	22417295	NM_044472	0	+	peak213	-958
chr1	223889294	223963718	NM_001146068	0	+	peak1420	516
chr1	223900118	223963718	NM_001748	0	+	peak1422	149
chr1	226170403	226187066	NM_152608	0	-	peak1445	323
chr1	227177566	227505826	NM_003607	0	-	peak1453	-512
chr1	227177566	227505826	NM_014826	0	-	peak1453	-512
chr1	227751219	227850163	NM_178549	0	+	peak1459	-160
chr1	227751219	227850163	NR_033184	0	+	peak1459	-160
chr1	22778343	22857650	NM_001083621	0	+	peak218	-19
chr1	22778343	22857650	NM_014870	0	+	peak218	-19
chr1	227918890	227923112	NM_001161465	0	-	peak1460	-56
chr1	227918890	227923112	NM_023007	0	-	peak1460	-56
chr1	227922696	227968932	NM_053052	0	+	peak1460	-360
chr1	228288428	228291022	NM_024319	0	-	peak1462	53
chr1	228294380	228297013	NM_181441	0	-	peak1463	44
chr1	228294380	228297013	NM_181454	0	-	peak1463	44
chr1	228294380	228297013	NM_181455	0	-	peak1463	44
chr1	228294380	228297013	NM_181456	0	-	peak1463	44
chr1	228294380	228297013	NM_181462	0	-	peak1463	44
chr1	228294380	228297013	NM_181463	0	-	peak1463	44
chr1	228294380	228297013	NM_181464	0	-	peak1463	44
chr1	228294380	228297013	NM_181465	0	-	peak1463	44
chr1	228353428	228369957	NM_001010867	0	+	peak1464	-245
chr1	228675067	228683888	NM_001010858	0	+	peak1469	297
chr1	229577044	229644088	NM_018230	0	-	peak1475	48
chr1	231473681	231489988	NM_001010984	0	+	peak1484	-36
chr1	231473681	231489988	NM_032018	0	+	peak1484	-36
chr1	231468482	231473578	NM_175876	0	-	peak1484	139
chr1	23345940	23410184	NM_001009999	0	+	peak219	114
chr1	23345940	23410184	NM_015013	0	+	peak219	114
chr1	234040678	234460262	NM_173508	0	+	peak1493	714
chr1	234509428	234519790	NM_001012985	0	+	peak1496	158
chr1	234740016	234745271	NM_001077397	0	-	peak1503	-1362
chr1	234740016	234745271	NM_182972	0	-	peak1503	-1362
chr1	235272659	235292256	NM_014765	0	-	peak1521	18
chr1	235291117	235291252	NR_002956	0	-	peak1521	1022
chr1	235491752	235507842	NM_001037277	0	+	peak1522	-146
chr1	235491868	235507842	NM_004837	0	+	peak1522	-30
chr1	235330210	235491532	NM_016374	0	-	peak1522	366
chr1	235330210	235491532	NM_031371	0	-	peak1522	366
chr1	235491868	235507842	NR_036605	0	+	peak1522	-30
chr1	235610532	235667781	NM_152490	0	-	peak1523	306
chr1	24018293	24022913	NM_000975	0	+	peak226	23
chr1	24104875	24114720	NM_020362	0	+	peak227|peak228	357|-1612
chr1	24117645	24122027	NM_007260	0	+	peak229	840
chr1	24122088	24127034	NM_000403	0	-	peak230	-998
chr1	24122088	24127294	NM_001008216	0	-	peak230	-1258
chr1	24122088	24126060	NM_001127621	0	-	peak230	-24
chr1	242012032	242053239	NM_003686	0	+	peak1539	812
chr1	242012032	242053239	NM_006027	0	+	peak1539	812
chr1	242011492	242053239	NM_130398	0	+	peak1539	272
chr1	24200460	24239817	NM_001841	0	-	peak232	1058
chr1	24286300	24289947	NM_017761	0	+	peak234	668
chr1	24295572	24306953	NM_001191005	0	-	peak235	-4
chr1	24292938	24306953	NM_001191006	0	-	peak235	-4
chr1	24292938	24306953	NM_001191007	0	-	peak235	-4
chr1	24292938	24306953	NM_001191009	0	-	peak235	-4
chr1	24292938	24306953	NM_006625	0	-	peak235	-4
chr1	24295572	24306953	NM_054016	0	-	peak235	-4
chr1	24292938	24306953	NR_034035	0	-	peak235	-4
chr1	243219615	243265046	NR_029401	0	-	peak1541	17
chr1	244515936	244552391	NM_001012970	0	+	peak1550	-1279
chr1	244816351	244872332	NM_016076	0	+	peak1552	-953
chr1	245013601	245027827	NM_004501	0	-	peak1553	-1422
chr1	245013601	245027827	NM_031844	0	-	peak1553	-1422
chr1	247263263	247267674	NM_001142572	0	-	peak1571	215
chr1	247263263	247267674	NM_024804	0	-	peak1571	215
chr1	249144203	249153125	NM_001136036	0	-	peak1576	1257
chr1	249144203	249153315	NM_001193328	0	-	peak1576	1067
chr1	249144203	249153315	NM_017865	0	-	peak1576	1067
chr1	24969593	24999771	NM_005839	0	+	peak242	38
chr1	25071759	25170815	NM_013943	0	+	peak245|peak246	310|-976
chr1	25226002	25291501	NM_001031680	0	-	peak249	1801
chr1	25548766	25559013	NM_015484	0	-	peak253	697
chr1	25548766	25559013	NM_207170	0	-	peak253	697
chr1	26286259	26324648	NM_000437	0	-	peak263	43
chr1	26496387	26497362	NM_015871	0	+	peak270	68
chr1	26758801	26797793	NM_024887	0	+	peak281	19
chr1	26758801	26797793	NM_205861	0	+	peak281	19
chr1	26798901	26803131	NM_005517	0	+	peak282	-764
chr1	26856248	26901520	NM_002953	0	+	peak284	-1548
chr1	26881032	26881084	NR_031740	0	+	peak285	-1282
chr1	27022521	27108601	NM_006015	0	+	peak289	371
chr1	27022521	27108601	NM_139135	0	+	peak289	371
chr1	27331512	27339333	NM_052943	0	-	peak295	-1694
chr1	27425300	27481451	NM_003047	0	-	peak299	354
chr1	27648635	27662890	NM_032125	0	+	peak302	-1
chr1	27650364	27653016	NR_033926	0	+	peak302	1728
chr1	27719151	27722315	NM_005281	0	+	peak303	85
chr1	27732125	27816669	NM_006990	0	-	peak305	358
chr1	28099693	28150962	NM_177424	0	+	peak308	119
chr1	28421445	28423069	NR_027268	0	-	peak312	354
chr1	28586005	28609001	NM_031459	0	+	peak315	250
chr1	28655512	28662477	NM_001127350	0	+	peak318	-6
chr1	28655512	28662477	NM_017638	0	+	peak318	-6
chr1	28844744	28865708	NM_001048194	0	+	peak327	943
chr1	28844744	28865708	NM_001048195	0	+	peak327	943
chr1	28844744	28865708	NM_001269	0	+	peak327	943
chr1	28879528	28905056	NM_017846	0	+	peak328	36
chr1	28879528	28905056	NR_003109	0	+	peak328	36
chr1	28906892	28907024	NR_002976	0	-	peak329	1396
chr1	28907431	28907565	NR_003035	0	-	peak329	855
chr1	28905051	28908366	NR_024127	0	-	peak329	54
chr1	28975111	28975246	NR_004407	0	+	peak331	-186
chr1	29063451	29096286	NM_001172828	0	+	peak332	236
chr1	29063132	29096286	NM_001173128	0	+	peak332	-83
chr1	29063135	29096286	NM_016258	0	+	peak332	-80
chr1	29213602	29446558	NM_001166005	0	+	peak337	1978
chr1	29213602	29446558	NM_001166007	0	+	peak337	1978
chr1	29213602	29446558	NM_004437	0	+	peak337	1978
chr1	29213602	29446558	NM_203342	0	+	peak337	1978
chr1	29213602	29446558	NM_203343	0	+	peak337	1978
chr1	29563027	29653325	NM_001195001	0	+	peak342	87
chr1	29563027	29653325	NM_005704	0	+	peak342	87
chr1	29563027	29653325	NM_133177	0	+	peak342	87
chr1	29563027	29653325	NM_133178	0	+	peak342	87
chr1	32117847	32169768	NM_001856	0	-	peak365	1120
chr1	32256024	32281580	NM_144569	0	-	peak369	117
chr1	32372021	32403988	NM_080391	0	-	peak373|peak374	93|1588
chr1	32645344	32663885	NM_175852	0	+	peak382	-8
chr1	32671235	32674288	NM_001160042	0	+	peak383	60
chr1	32671235	32674288	NM_018134	0	+	peak383	60
chr1	32687970	32697204	NM_003757	0	+	peak384	125
chr1	32681799	32687926	NM_019118	0	-	peak384	-81
chr1	32697261	32707311	NR_026850	0	-	peak386	-213
chr1	32757707	32799224	NM_004964	0	+	peak388	763
chr1	32830706	32860062	NM_001143888	0	-	peak392	76
chr1	32830706	32860062	NM_001143889	0	-	peak392	76
chr1	32830706	32860062	NM_001143890	0	-	peak392	76
chr1	32830706	32860062	NM_018045	0	-	peak392	76
chr1	33283175	33300665	NM_001017406	0	+	peak399	98
chr1	33240839	33283633	NM_003680	0	-	peak399	-556
chr1	33283175	33324475	NM_022753	0	+	peak399	98
chr1	33789223	33841194	NM_198040	0	-	peak405	-1053
chr1	36602174	36615067	NM_014408	0	-	peak414	238
chr1	36621802	36646436	NM_018067	0	+	peak415	374
chr1	36690016	36770955	NM_005119	0	+	peak417	259
chr1	36805224	36851485	NM_032017	0	-	peak421|peak422	-1323|612
chr1	36921361	36930040	NM_031280	0	-	peak423	90
chr1	3773844	3801992	NM_004402	0	+	peak31	-12
chr1	3728644	3773797	NM_014704	0	-	peak31	59
chr1	38147249	38156192	NM_017850	0	-	peak430	-722
chr1	3805702	3816857	NM_207356	0	-	peak32	187
chr1	3816967	3832009	NR_024455	0	+	peak32	-77
chr1	38275238	38325292	NM_005955	0	-	peak431	-14
chr1	38326368	38412729	NM_005540	0	-	peak432	-109
chr1	38422653	38455761	NM_006802	0	-	peak433	-35
chr1	39456915	39471735	NM_001136275	0	+	peak440	-4
chr1	39456915	39471735	NM_024595	0	+	peak440	-4
chr1	40306707	40349177	NM_017646	0	-	peak454	5
chr1	40723732	40759855	NM_005857	0	+	peak457	31
chr1	40916336	40929388	NM_023070	0	+	peak461	-296
chr1	41157241	41237273	NM_001142587	0	+	peak463	-204
chr1	41157241	41237273	NM_001142588	0	+	peak463	-204
chr1	41157241	41237273	NM_001142589	0	+	peak463	-204
chr1	41157679	41237273	NM_001142590	0	+	peak463	234
chr1	41157241	41237273	NM_014223	0	+	peak463	-204
chr1	41154751	41157933	NR_024567	0	-	peak463	-488
chr1	42846467	42889900	NM_173642	0	+	peak482	846
chr1	43291248	43310660	NM_018538	0	+	peak484	260
chr1	44115796	44171188	NM_014663	0	+	peak496	-518
chr1	44462155	44497134	NM_001024845	0	-	peak500	-1314
chr1	44679124	44686351	NM_001034023	0	+	peak505	58
chr1	44679124	44686351	NM_001034024	0	+	peak505	58
chr1	44679124	44686351	NM_019100	0	+	peak505	58
chr1	45241245	45244411	NM_001012	0	+	peak514|peak515	156|-1754
chr1	45241536	45241610	NR_000015	0	+	peak514|peak515	447|-1463
chr1	45242163	45242261	NR_000024	0	+	peak514|peak515	1074|-836
chr1	45243513	45243582	NR_001456	0	+	peak515	514
chr1	45244061	45244129	NR_001457	0	+	peak515	1062
chr1	45266035	45271666	NM_004073	0	+	peak517	282
chr1	45271589	45272957	NM_001013632	0	-	peak518	254
chr1	45274153	45279801	NM_001136537	0	+	peak518	942
chr1	45340193	45452361	NM_001166588	0	-	peak520	12
