# Argument List:
# Name = wgEncodeHaibTfbsK562Atf3V0416101PkRep1
# peak file = ../HaibTfbsK562Atf3V0416101Pk/wgEncodeHaibTfbsK562Atf3V0416101PkRep1.bed.broadPeak
# gene pos to peak = up,down
# distance = 2000 bp
# genome = hg19.refGene
# Output symbol as gene name = False
#chrom	pStart	pEnd	pName	pScore	NA	gene	strand	TSS2pCenter
chr1	113845894	113846123	peak747	39	0			
chr1	113932904	113933147	peak748	46	0	NM_001142782|NM_152900	+|+	449|449
chr1	11424246	11424494	peak148	90	0			
chr1	11425871	11426068	peak149	83	0			
chr1	1143424	1143676	peak16	46	0	NM_004195|NM_148901|NM_148902	-|-|-	1461|1461|1461
chr1	114354775	114355372	peak749	147	0	NM_018364	-	3
chr1	114447732	114448108	peak750	34	0	NM_006594|NM_022836	-|+	179|-6
chr1	114471756	114472358	peak751	69	0	NM_152696|NM_198268	+|+	-62|-62
chr1	114889139	114889454	peak752	44	0			
chr1	115123946	115124506	peak753	89	0	NM_005872	-	-39
chr1	115259167	115259590	peak754	561	0	NM_002524	-	-137
chr1	115299867	115300246	peak755	58	0	NM_001007553|NM_001130523|NM_007158	-|-|-	-568|-615|-568
chr1	115300361	115300862	peak756	33	0	NM_001007553|NM_001130523|NM_007158	-|-|-	-13|-60|-13
chr1	115322971	115323451	peak757	244	0	NM_001102396|NM_025073	-|-	-97|-97
chr1	115722149	115722357	peak758	71	0			
chr1	11595909	11596071	peak150	31	0			
chr1	1167275	1168004	peak17	372	0	NM_016176|NM_016547|NM_080605	-|-|+	192|192|-11
chr1	11680594	11680743	peak151	33	0			
chr1	116915754	116916011	peak759	35	0	NM_000701|NM_001160233	+|+	-88|606
chr1	117013924	117014208	peak760	88	0			
chr1	117027849	117028087	peak761	31	0			
chr1	117047000	117047306	peak762	50	0			
chr1	11710438	11710817	peak152	53	0			
chr1	117230308	117230635	peak763	45	0			
chr1	117274178	117274384	peak764	62	0			
chr1	117369862	117370166	peak765	58	0			
chr1	11741005	11741327	peak153	218	0	NM_006341	-	-105
chr1	11767775	11768076	peak154	86	0			
chr1	11795791	11796423	peak155	319	0	NM_001040194|NM_001040195|NM_001040196|NM_001040197|NM_020350	+|+|+|+|+	34|34|34|34|34
chr1	11809233	11809512	peak156	70	0			
chr1	118116311	118116611	peak766	122	0			
chr1	118130450	118130691	peak767	41	0			
chr1	11865440	11865746	peak157	32	0	NM_001286|NM_005957|NM_021735|NM_021736|NM_021737	+|-|+|+|+	613|-567|613|613|613
chr1	11865783	11866619	peak158	569	0	NM_001286|NM_005957|NM_021735|NM_021736|NM_021737	+|-|+|+|+	5|41|5|5|5
chr1	11902330	11902590	peak159	55	0			
chr1	11943271	11943711	peak160	36	0			
chr1	11954024	11954320	peak161	35	0			
chr1	119682785	119683512	peak768	88	0	NM_015836|NM_201263	-|-	-147|-147
chr1	11986311	11986660	peak162	215	0	NM_138346	-	5
chr1	11989878	11990123	peak163	55	0			
chr1	12009188	12009516	peak164	163	0			
chr1	120154276	120154532	peak769	49	0			
chr1	120188556	120188801	peak770	41	0	NM_001080470	-	-1712
chr1	120217504	120217684	peak771	36	0			
chr1	12039843	12040648	peak165	961	0	NM_001127660|NM_014874	+|+	-8|-8
chr1	120838573	120838756	peak772	35	0	NM_001100910	+	340
chr1	12098790	12099077	peak166	50	0			
chr1	12104779	12104992	peak167	67	0			
chr1	12112065	12112431	peak168	115	0			
chr1	12155996	12156429	peak169	257	0			
chr1	12213399	12213634	peak170	73	0			
chr1	12221874	12222240	peak171	103	0			
chr1	12278575	12278817	peak172	40	0			
chr1	1240051	1240365	peak18	135	0			
chr1	1240963	1241228	peak19	42	0			
chr1	1243636	1244112	peak20	81	0	NM_030649|NM_153339	-|+	605|119
chr1	1245146	1245379	peak21	52	0	NM_030649|NM_153339	-|+	1993|-1269
chr1	1250821	1251023	peak22	35	0			
chr1	1253690	1253898	peak23	78	0			
chr1	12588605	12588834	peak173	77	0			
chr1	12609797	12610235	peak174	40	0			
chr1	12626046	12626332	peak175	46	0			
chr1	12664439	12664632	peak176	42	0			
chr1	1280234	1280470	peak24	34	0			
chr1	1284652	1285081	peak25	246	0	NM_004421	-	374
chr1	1285087	1285381	peak26	62	0	NM_004421	-	742
chr1	1310511	1310957	peak27	44	0	NM_001127229|NM_001127230|NM_017900	-|-|-	154|172|-84
chr1	1334657	1335093	peak28	211	0	NM_001039577|NM_030937|NR_015434	-|-|+	157|157|34
chr1	1376339	1376633	peak29	76	0			
chr1	1398040	1398233	peak30	33	0			
chr1	1406853	1407249	peak31	469	0	NM_031921	+	112
chr1	142537946	142538380	peak773	58	0			
chr1	143278722	143278837	peak774	32	0			
chr1	143449701	143449842	peak775	35	0			
chr1	143467491	143467704	peak776	51	0			
chr1	143467748	143467898	peak777	66	0			
chr1	144533542	144534429	peak778	61	0			
chr1	1446938	1447665	peak32	567	0	NM_001170535|NM_001170536|NM_018188	+|+|+	221|608|221
chr1	14500196	14500360	peak177	38	0			
chr1	145044953	145045240	peak779	40	0			
chr1	14517101	14517261	peak178	32	0			
chr1	145382258	145382630	peak780	39	0			
chr1	145507419	145507702	peak781	74	0	NM_005105	+	77
chr1	145515904	145516178	peak782	31	0	NM_001184795|NM_003846|NR_002328	+|+|-	518|123|-35
chr1	145588479	145588781	peak783	40	0	NM_001012758	-	-805
chr1	145610947	145611221	peak784	50	0	NM_006468|NM_014455	-|+	200|-49
chr1	145826896	145827204	peak785	172	0	NM_001097612|NM_001097613|NR_036541	-|-|-	-53|-53|-53
chr1	146556157	146556692	peak786	241	0			
chr1	146643929	146644310	peak787	50	0	NM_005399	-	-10
chr1	146714048	146714350	peak788	34	0	NM_004284	+	91
chr1	146714652	146714874	peak789	35	0	NM_004284	+	-473
chr1	146716782	146717006	peak790	75	0			
chr1	147400335	147400655	peak791	94	0	NM_016334	+	10
chr1	147735344	147735610	peak792	99	0			
chr1	147806919	147807266	peak793	290	0			
chr1	14917364	14917529	peak179	46	0			
chr1	149224314	149224737	peak794	39	0			
chr1	149297773	149297903	peak795	47	0			
chr1	149870940	149871180	peak796	117	0	NM_016074	+	94
chr1	149910989	149911467	peak797	90	0			
chr1	150241412	150241777	peak798	46	0	NM_001077628|NM_016022	-|-	62|62
chr1	150266021	150266586	peak799	206	0	NM_018997|NM_031901	+|+	-35|-35
chr1	150293729	150294036	peak800	194	0	NM_004698	+	45
chr1	150480339	150480628	peak801	41	0	NM_004425|NM_022664	+|+	3|3
chr1	150577229	150577478	peak802	50	0			
chr1	1508860	1509099	peak33	85	0	NM_014188	-	-1283
chr1	150898597	150898959	peak803	47	0	NM_001145415|NM_012432|NR_026977	+|+|+	36|36|46
chr1	150951951	150952232	peak804	85	0			
chr1	150974081	150974371	peak805	35	0			
chr1	1509865	1510593	peak34	961	0	NM_014188	-	-33
chr1	151032018	151032286	peak806	64	0	NM_001038707|NM_006818|NM_020239	-|+|-	27|-2|27
chr1	151138183	151138596	peak807	83	0	NM_001136543|NM_024041|NM_212551	-|+|-	-35|127|19
chr1	151170747	151171113	peak808	195	0	NM_001135636|NM_001135637|NM_001135638|NM_003557	+|+|+|+	90|90|90|90
chr1	151284014	151284389	peak809	225	0			
chr1	151313910	151314155	peak810	41	0			
chr1	151319205	151319543	peak811	74	0	NM_000449|NM_001025603	-|-	-395|-395
chr1	151547439	151547675	peak812	39	0			
chr1	151584253	151584545	peak813	31	0	NM_030918	+	262
chr1	151682774	151682981	peak814	55	0			
chr1	151735828	151736140	peak815	208	0	NM_001134939|NM_031420	+|-	-540|-56
chr1	151762974	151763518	peak816	46	0	NM_001083963|NM_001083964|NM_001083965|NM_006862	-|-|-|-	236|236|236|236
chr1	151881733	151882440	peak817	348	0	NM_053055	-	-27
chr1	151918295	151918535	peak818	80	0			
chr1	151945455	151945650	peak819	36	0			
chr1	152020598	152020869	peak820	62	0			
chr1	15223659	15223882	peak180	70	0			
chr1	15266427	15266726	peak181	126	0			
chr1	15274882	15275061	peak182	36	0			
chr1	15288340	15288575	peak183	89	0			
chr1	15296681	15297013	peak184	449	0			
chr1	153031812	153032059	peak821	31	0	NM_005988	-	1947
chr1	15322591	15322864	peak185	34	0			
chr1	153250419	153250603	peak822	38	0			
chr1	1532573	1532831	peak35	56	0			
chr1	153483473	153483742	peak823	39	0			
chr1	153510765	153511025	peak824	60	0			
chr1	153539002	153539382	peak825	239	0	NM_005978	-	886
chr1	153541082	153541370	peak826	56	0			
chr1	153630958	153631380	peak827	80	0	NM_012437	+	-25
chr1	153656467	153656618	peak828	33	0			
chr1	153669664	153669853	peak829	38	0			
chr1	153700272	153700559	peak830	116	0	NM_023015	+	151
chr1	15383115	15383248	peak186	42	0			
chr1	153918349	153918641	peak831	87	0	NM_014856	-	-659
chr1	153930962	153931338	peak832	63	0	NM_181715	-	107
chr1	153939661	153939994	peak833	42	0	NM_014437|NM_130898	-|+	-361|569
chr1	153950003	153950316	peak834	153	0	NM_006694	-	-292
chr1	153957807	153958099	peak835	87	0	NM_002870	-	-853
chr1	153988586	153988727	peak836	39	0			
chr1	15403401	15403583	peak187	49	0			
chr1	15403995	15404152	peak188	33	0			
chr1	154130201	154130468	peak837	46	0			
chr1	154155568	154155911	peak838	116	0	NM_001043351|NM_001043352|NM_001043353|NM_153649	-|-|-|-	14|14|14|14
chr1	154192863	154193517	peak839	386	0	NM_001098616|NM_001127320|NM_014847|NM_015449|NM_138740	-|+|+|-|-	-83|-536|134|-83|-83
chr1	154244692	154245568	peak840	212	0	NM_001018837|NM_006118	+|+	-92|-92
chr1	154285510	154285722	peak841	36	0			
chr1	154377718	154377951	peak842	33	0	NM_000565|NM_181359	+|+	-166|-166
chr1	154531106	154531610	peak843	961	0	NM_017582	-	238
chr1	15459561	15459719	peak189	32	0			
chr1	154600092	154600716	peak844	418	0	NM_001025107	-	-52
chr1	154908833	154909209	peak845	117	0	NM_006556	-	-463
chr1	154928429	154928691	peak846	39	0	NM_020524	-	-7
chr1	154934064	154934325	peak847	54	0	NM_138300	-	-64
chr1	154971611	154971977	peak848	31	0			
chr1	154973311	154973777	peak849	75	0	NM_015872	+	1567
chr1	1549835	1550144	peak36	51	0	NM_001170686|NM_001170687|NM_001170688|NM_001170689|NM_080875|NR_033183	+|+|+|+|+|+	805|805|805|1255|805|805
chr1	154989986	154990265	peak850	124	0			
chr1	155043385	155043644	peak851	44	0			
chr1	1550496	1551309	peak37	783	0	NM_001170686|NM_001170687|NM_001170688|NM_001170689|NM_080875|NR_033183	+|+|+|+|+|+	-108|-108|-108|342|-108|-108
chr1	155053363	155053697	peak852	236	0			
chr1	155063901	155064185	peak853	31	0			
chr1	155164164	155164878	peak854	119	0	NM_001018016|NM_001018017|NM_001044390|NM_001044391|NM_001044392|NM_001044393|NM_002456|NR_030281	-|-|-|-|-|-|-|+	1821|1821|1821|1821|1821|1821|1821|446
chr1	155178281	155178889	peak855	233	0	NM_002455|NM_007112|NM_198883	+|-|+	-96|895|-96
chr1	155188671	155188931	peak856	430	0			
chr1	155189276	155189599	peak857	192	0			
chr1	155210888	155211238	peak858	535	0	NM_000157|NM_001171812	-|-	-6|-3
chr1	155231883	155232344	peak859	278	0	NM_005698|NM_052837	-|-	-82|-82
chr1	155242887	155243147	peak860	40	0	NM_003993	-	-264
chr1	155243255	155243500	peak861	64	0	NM_003993	-	96
chr1	155278304	155278683	peak862	147	0	NM_001135821|NM_001135822|NM_002004	+|+|+	211|45|45
chr1	155293057	155293360	peak863	49	0	NM_001039517|NM_001105205|NM_014328	-|+|+	-730|519|1009
chr1	155294093	155294386	peak864	261	0	NM_001039517|NM_001105205|NM_014328	-|+|+	301|-512|-22
chr1	155532408	155532643	peak865	40	0	NM_018489|NR_027023	-|+	201|-754
chr1	155579451	155579666	peak866	33	0	NM_018116	+	448
chr1	15562813	15563037	peak190	125	0			
chr1	155826775	155827145	peak867	63	0	NM_001037533|NM_032292	-|-	-12|-12
chr1	155881027	155881302	peak868	44	0	NM_006912	-	-13
chr1	156024299	156024652	peak869	73	0	NM_001145264|NM_014017|NM_020131	+|+|-	41|41|959
chr1	156052143	156052448	peak870	86	0	NM_001093725	-	506
chr1	156083840	156084348	peak871	226	0	NM_005572|NM_170707|NM_170708	+|+|+	366|366|366
chr1	156084367	156084565	peak872	31	0	NM_005572|NM_170707|NM_170708	+|+|+	-6|-6|-6
chr1	156089343	156089570	peak873	61	0			
chr1	156095019	156095225	peak874	32	0			
chr1	156100042	156100381	peak875	31	0			
chr1	156186178	156186673	peak876	301	0			
chr1	156251065	156251361	peak877	43	0	NM_015327|NR_026678	-|+	-1407|1490
chr1	156252615	156252880	peak878	41	0	NM_015327|NM_032323|NR_026678	-|+|+	127|1322|-44
chr1	156265310	156265591	peak879	215	0	NM_144580	-	1
chr1	156308180	156308640	peak880	42	0	NM_001008800|NM_005998|NM_144627|NR_036564|NR_036565	-|-|+|-|-	204|204|-1306|204|204
chr1	156326780	156326976	peak881	34	0			
chr1	156427015	156427363	peak882	441	0			
chr1	156474786	156475111	peak883	78	0			
chr1	15655665	15655926	peak191	44	0			
chr1	156594155	156594543	peak884	451	0			
chr1	156629617	156630354	peak885	162	0			
chr1	156631115	156631564	peak886	46	0			
chr1	156643537	156643753	peak887	34	0			
chr1	15666777	15667196	peak192	136	0			
chr1	156698110	156698383	peak888	233	0	NM_001142560|NM_015997|NM_030980	+|+|-	16|16|541
chr1	156698394	156698917	peak889	419	0	NM_001142560|NM_015997|NM_030980	+|+|-	-393|-393|950
chr1	156710784	156711261	peak890	72	0	NM_024540|NM_145729	-|-	99|99
chr1	156716239	156716481	peak891	98	0			
chr1	15672433	15672708	peak193	42	0			
chr1	156736877	156737701	peak892	252	0	NM_005973	+	-16
chr1	156783605	156784024	peak893	98	0	NM_001007792	+	1727
chr1	15678998	15679275	peak194	53	0			
chr1	156847205	156847431	peak894	50	0			
chr1	156859864	156860102	peak895	34	0			
chr1	156884327	156884631	peak896	82	0			
chr1	157133507	157133899	peak897	63	0			
chr1	157244458	157244821	peak898	33	0			
chr1	157282191	157282412	peak899	38	0			
chr1	15742474	15742743	peak195	63	0			
chr1	15799151	15799374	peak196	56	0			
chr1	158116112	158116278	peak900	35	0			
chr1	15850723	15850940	peak197	35	0	NM_001229|NM_032996	-|-	41|41
chr1	15850986	15851387	peak198	37	0	NM_001229|NM_032996	-|-	396|396
chr1	15851430	15851626	peak199	33	0	NM_001229|NM_015291|NM_032996	-|+|-	738|1823|738
chr1	15853044	15853442	peak200	121	0	NM_015291	+	108
chr1	1590314	1590741	peak38	961	0			
chr1	15930022	15930341	peak201	363	0			
chr1	15943677	15944210	peak202	265	0	NM_032341	+	9
chr1	159750596	159750884	peak901	50	0	NM_017823	+	18
chr1	159760105	159760321	peak902	34	0			
chr1	159894257	159894584	peak903	124	0	NM_003564	-	-864
chr1	159895596	159895782	peak904	40	0	NM_003564	-	405
chr1	159915405	159915706	peak905	68	0	NM_001135050|NM_020789	-|-	169|169
chr1	16010624	16010915	peak203	45	0	NM_015164	+	57
chr1	160232102	160232455	peak906	80	0	NM_015726|NR_028103|NR_028104|NR_028105|NR_028106	-|-|-|-|-	-72|-40|-40|-40|1
chr1	161044527	161044753	peak907	43	0			
chr1	161053176	161053518	peak908	70	0			
chr1	161087158	161087424	peak909	41	0	NM_001185092|NM_001185093|NM_001185094|NM_005600|NM_012394	+|+|+|+|-	570|615|616|570|-575
chr1	161087661	161087940	peak910	39	0	NM_001185092|NM_001185093|NM_001185094|NM_005600|NM_012394	+|+|+|+|-	61|106|107|61|-66
chr1	16118486	16118870	peak204	40	0			
chr1	161283935	161284354	peak911	159	0	NM_001035511|NM_001035512|NM_001035513|NM_003001	+|+|+|+	21|21|21|21
chr1	16162263	16162719	peak205	96	0			
chr1	161676291	161676537	peak912	44	0	NM_001184866|NM_001184867|NM_001184870|NM_001184871|NM_001184872|NM_001184873|NM_032738	+|+|+|+|+|+|+	347|347|347|347|347|347|347
chr1	161676608	161676832	peak913	33	0	NM_001184866|NM_001184867|NM_001184870|NM_001184871|NM_001184872|NM_001184873|NM_032738	+|+|+|+|+|+|+	41|41|41|41|41|41|41
chr1	161691797	161692041	peak914	43	0	NM_001002901	+	537
chr1	16276069	16276497	peak206	158	0			
chr1	16279093	16279569	peak207	127	0			
chr1	16302349	16302805	peak208	181	0	NM_003443	-	-50
chr1	16339726	16340026	peak209	121	0			
chr1	16341222	16341492	peak210	67	0			
chr1	16359396	16359627	peak211	34	0			
chr1	16438278	16438432	peak212	34	0			
chr1	16472769	16473129	peak213	107	0			
chr1	164756623	164756854	peak915	38	0			
chr1	164811415	164811616	peak916	79	0			
chr1	16490631	16491197	peak214	51	0			
chr1	16514171	16514638	peak215	41	0			
chr1	16521667	16521920	peak216	196	0			
chr1	1655564	1656030	peak39	844	0	NM_024011|NM_033486|NM_033487|NM_033488|NM_033489|NM_033492|NM_033493|NM_033529	-|-|-|-|-|-|-|-	6|22|22|22|22|22|22|6
chr1	16563461	16563952	peak217	153	0	NM_030907	-	47
chr1	166699581	166699855	peak917	220	0			
chr1	16678808	16679286	peak218	145	0	NM_018994	-	99
chr1	166808317	166808843	peak918	110	0	NM_017542	+	143
chr1	166845531	166845837	peak919	204	0	NM_053053	-	30
chr1	16693451	16694141	peak219	248	0	NM_001114600|NM_015609	+|+	-214|-214
chr1	166944762	166944996	peak920	56	0	NM_199351	-	318
chr1	167013381	167013608	peak921	39	0			
chr1	167189630	167190063	peak922	66	0	NM_002697	+	296
chr1	167486791	167487099	peak923	75	0	NM_000734|NM_198053	-|-	-902|-902
chr1	167628743	167628971	peak924	37	0			
chr1	167905229	167905491	peak925	37	0	NM_001017977|NM_001143674|NM_015415|NM_018442|NR_026550	+|-|-|+|-	547|-918|127|547|-20
chr1	167954201	167954540	peak926	34	0			
chr1	168147826	168148362	peak927	41	0	NM_001031800|NM_152902	+|+	76|76
chr1	168189787	168190057	peak928	61	0			
chr1	168290270	168290526	peak929	54	0			
chr1	168355801	168356057	peak930	58	0			
chr1	168368315	168368701	peak931	69	0			
chr1	16840698	16840992	peak220	39	0			
chr1	168438946	168439217	peak932	132	0			
chr1	1690200	1690599	peak40	41	0			
chr1	16939693	16940576	peak221	115	0	NM_017940	-	152
chr1	169452791	169453174	peak933	74	0			
chr1	16947392	16948432	peak222	41	0			
chr1	16951395	16951710	peak223	38	0			
chr1	16970239	16971540	peak224	69	0	NR_027504	+	1179
chr1	170043703	170044028	peak934	73	0	NM_014970	-	-14
chr1	17007402	17007531	peak225	32	0			
chr1	17036285	17036713	peak226	97	0			
chr1	170532250	170532376	peak935	43	0			
chr1	17075256	17075384	peak227	32	0			
chr1	1709709	1710074	peak41	97	0	NM_023018	-	-18
chr1	1710163	1710510	peak42	65	0	NM_023018	-	427
chr1	171454384	171454755	peak936	392	0	NM_015172	+	96
chr1	171750151	171750960	peak937	372	0	NM_001007239|NM_014955|NM_015935	+|+|+	205|205|205
chr1	17231164	17231744	peak228	48	0			
chr1	172413060	172413471	peak938	55	0	NM_002642|NM_153747	-|-	35|35
chr1	17247498	17247717	peak229	50	0	NM_014675	+	837
chr1	172686909	172687123	peak939	37	0			
chr1	172903031	172903276	peak940	93	0			
chr1	17338290	17338697	peak230	204	0	NM_001141973|NM_001141974|NM_022089	-|-|-	70|70|70
chr1	173445910	173446636	peak941	654	0	NM_004905	+	212
chr1	173793397	173794229	peak942	236	0	NM_001127181|NM_001171182|NM_018122|NM_033319	-|-|+|-	36|543|-17|36
chr1	173836841	173837470	peak943	109	0	NM_001122770|NM_032522|NR_002578|NR_002579|NR_002750|NR_003941|NR_003942|NR_003943	+|+|-|-|-|-|-|-	337|337|30|272|1989|1079|1302|1646
chr1	173991489	173991777	peak944	46	0			
chr1	17487917	17488131	peak231	45	0			
chr1	174968336	174968970	peak945	304	0	NM_001007214|NM_014412	+|+	-83|238
chr1	174992420	174992902	peak946	208	0	NM_022100	-	100
chr1	17563595	17563827	peak232	43	0			
chr1	176176589	176177025	peak947	45	0	NM_001001740|NM_022457	-|-	437|437
chr1	176918250	176918465	peak948	44	0			
chr1	17764789	17765162	peak233	40	0	NM_001136204|NM_018715	-|-	-82|-1245
chr1	17820629	17821019	peak234	41	0			
chr1	178511613	178511870	peak949	36	0	NR_033186	+	189
chr1	1790100	1790364	peak43	53	0			
chr1	179050907	179051195	peak950	34	0	NM_022371	+	60
chr1	179262726	179263047	peak951	39	0	NM_003101	+	130
chr1	179846800	179847233	peak952	137	0	NM_022347|NM_145034	-|-	75|75
chr1	179851254	179852058	peak953	98	0	NM_015602	+	-237
chr1	179852936	179853175	peak954	40	0	NM_015602	+	-1636
chr1	180123923	180124111	peak955	53	0	NM_001004128|NM_002826	+|+	-50|-50
chr1	180147943	180148199	peak956	32	0			
chr1	180182608	180182852	peak957	97	0			
chr1	180240350	180240746	peak958	98	0			
chr1	180471351	180471635	peak959	184	0	NM_032360	-	-529
chr1	180578864	180579173	peak960	145	0			
chr1	18081732	18081916	peak235	46	0	NM_030812	+	-17
chr1	18085709	18085935	peak236	66	0			
chr1	180991968	180992191	peak961	174	0	NM_005819	-	33
chr1	181057472	181057970	peak962	57	0	NM_016545	+	-84
chr1	181074248	181074611	peak963	99	0			
chr1	181096485	181096695	peak964	45	0			
chr1	181455082	181455234	peak965	33	0			
chr1	181863140	181863289	peak966	56	0			
chr1	182205371	182205637	peak967	78	0			
chr1	182228339	182228607	peak968	44	0			
chr1	182269182	182269533	peak969	139	0			
chr1	182360638	182361113	peak970	94	0	NM_001033044|NM_001033056|NM_002065	-|-|-	-466|336|-466
chr1	182758683	182759004	peak971	303	0			
chr1	182808289	182808554	peak972	32	0	NM_001357|NR_033302	+|+	17|17
chr1	182809040	182809336	peak973	48	0	NM_001357|NR_033302	+|+	-750|-750
chr1	182810591	182810833	peak974	34	0			
chr1	1828643	1828902	peak44	113	0			
chr1	183536703	183536953	peak975	87	0			
chr1	183604708	183605319	peak976	144	0	NM_005717|NM_015149	-|+	28|194
chr1	183885179	183885541	peak977	45	0			
chr1	183965646	183965840	peak978	41	0			
chr1	1840237	1840634	peak45	33	0			
chr1	184775213	184775490	peak979	53	0			
chr1	184812922	184813138	peak980	40	0			
chr1	184943372	184943772	peak981	150	0	NM_052966	-	-110
chr1	185014449	185014848	peak982	40	0	NM_007212	+	-98
chr1	1850620	1851119	peak46	45	0	NM_178545	-	129
chr1	185286280	185286498	peak983	65	0	NM_006469	-	-72
chr1	186051455	186051777	peak984	62	0			
chr1	186081492	186081792	peak985	65	0			
chr1	186344243	186345326	peak986	548	0	NM_001164245|NM_001164246|NM_003292|NM_017847	+|+|-|+	105|105|327|105
chr1	186451870	186452063	peak987	32	0			
chr1	18649023	18649225	peak237	43	0			
chr1	18779081	18779410	peak238	328	0			
chr1	18857473	18857695	peak239	42	0			
chr1	18902183	18902362	peak240	38	0			
chr1	18907929	18908197	peak241	48	0			
chr1	18918960	18919146	peak242	43	0			
chr1	19042711	19042866	peak243	39	0			
chr1	1910229	1910527	peak47	81	0			
chr1	19163185	19163457	peak244	300	0			
chr1	19181026	19181404	peak245	238	0			
chr1	192035384	192035630	peak988	55	0			
