# Argument List:
# Name = wgEncodeHaibTfbsK562Atf3V0416101PkRep1
# peak file = ../HaibTfbsK562Atf3V0416101Pk/wgEncodeHaibTfbsK562Atf3V0416101PkRep1.bed.broadPeak
# gene pos to peak = up,down
# distance = 2000 bp
# genome = hg19.refGene
# Output symbol as gene name = False
#chrom	gTSS	gTTS	gene	NA	strand	pName	TSS2pCenter
chr1	11126677	11159938	NM_001001998	0	-	peak146	-56
chr1	11126677	11159938	NM_002685	0	-	peak146	-56
chr1	111682248	111727724	NM_001007794	0	+	peak732	-502
chr1	111682832	111727724	NM_006090	0	+	peak732	82
chr1	111659954	111682838	NM_178454	0	-	peak732	-88
chr1	111991742	112004523	NM_001688	0	+	peak733	-58
chr1	111982512	111991830	NM_024102	0	-	peak733	-30
chr1	112264685	112282046	NM_019099	0	-	peak734	211
chr1	112298189	112310198	NM_007204	0	+	peak736	-166
chr1	112264685	112298419	NM_198926	0	-	peak736	-64
chr1	113010039	113063908	NM_004185	0	+	peak738	1119
chr1	113162074	113214241	NM_006135	0	+	peak740	-318
chr1	113066141	113162040	NM_017744	0	-	peak740	352
chr1	113066141	113162040	NM_138727	0	-	peak740	352
chr1	113066141	113162040	NM_138728	0	-	peak740	352
chr1	113084416	113162040	NM_138729	0	-	peak740	352
chr1	113454471	113498685	NM_001166496	0	-	peak743	222
chr1	113454471	113498975	NM_003051	0	-	peak743	-68
chr1	113615830	113667342	NM_014813	0	+	peak744|peak745	441|84
chr1	113933474	114228535	NM_001142782	0	+	peak748	449
chr1	113933474	114228535	NM_152900	0	+	peak748	449
chr1	1138888	1142089	NM_004195	0	-	peak16	1461
chr1	1138888	1142089	NM_148901	0	-	peak16	1461
chr1	1138888	1142089	NM_148902	0	-	peak16	1461
chr1	114304454	114355070	NM_018364	0	-	peak749	3
chr1	114437676	114447741	NM_006594	0	-	peak750	179
chr1	114447914	114456707	NM_022836	0	+	peak750	-6
chr1	114471995	114514693	NM_152696	0	+	peak751	-62
chr1	114471995	114520421	NM_198268	0	+	peak751	-62
chr1	115110182	115124265	NM_005872	0	-	peak753	-39
chr1	115247078	115259515	NM_002524	0	-	peak754	-137
chr1	115259537	115300624	NM_001007553	0	-	peak755|peak756	-568|-13
chr1	115259537	115300671	NM_001130523	0	-	peak755|peak756	-615|-60
chr1	115259537	115300624	NM_007158	0	-	peak755|peak756	-568|-13
chr1	115312106	115323308	NM_001102396	0	-	peak757	-97
chr1	115312106	115323308	NM_025073	0	-	peak757	-97
chr1	1152288	1167447	NM_016176	0	-	peak17	192
chr1	1152288	1167447	NM_016547	0	-	peak17	192
chr1	1167628	1170418	NM_080605	0	+	peak17	-11
chr1	116915794	116947394	NM_000701	0	+	peak759	-88
chr1	116916488	116947394	NM_001160233	0	+	peak759	606
chr1	11734537	11741271	NM_006341	0	-	peak153	-105
chr1	11796141	11810827	NM_001040194	0	+	peak155	34
chr1	11796141	11810827	NM_001040195	0	+	peak155	34
chr1	11796141	11810827	NM_001040196	0	+	peak155	34
chr1	11796141	11810827	NM_001040197	0	+	peak155	34
chr1	11796141	11810827	NM_020350	0	+	peak155	34
chr1	11866206	11903200	NM_001286	0	+	peak157|peak158	613|5
chr1	11845786	11866160	NM_005957	0	-	peak157|peak158	-567|41
chr1	11866206	11888273	NM_021735	0	+	peak157|peak158	613|5
chr1	11866206	11889358	NM_021736	0	+	peak157|peak158	613|5
chr1	11866206	11888273	NM_021737	0	+	peak157|peak158	613|5
chr1	119573840	119683295	NM_015836	0	-	peak768	-147
chr1	119573840	119683295	NM_201263	0	-	peak768	-147
chr1	11980123	11986480	NM_138346	0	-	peak162	5
chr1	120161999	120190390	NM_001080470	0	-	peak770	-1712
chr1	12040237	12073571	NM_001127660	0	+	peak165	-8
chr1	12040237	12073571	NM_014874	0	+	peak165	-8
chr1	120839004	120855680	NM_001100910	0	+	peak772	340
chr1	1227763	1243269	NM_030649	0	-	peak20|peak21	605|1993
chr1	1243993	1247056	NM_153339	0	+	peak20|peak21	119|-1269
chr1	1270658	1284492	NM_004421	0	-	peak25|peak26	374|742
chr1	1309109	1310580	NM_001127229	0	-	peak27	154
chr1	1309110	1310562	NM_001127230	0	-	peak27	172
chr1	1309109	1310818	NM_017900	0	-	peak27	-84
chr1	1327667	1334718	NM_001039577	0	-	peak28	157
chr1	1321090	1334718	NM_030937	0	-	peak28	157
chr1	1334909	1337425	NR_015434	0	+	peak28	34
chr1	1407163	1431581	NM_031921	0	+	peak31	112
chr1	1447522	1470067	NM_001170535	0	+	peak32	221
chr1	1447909	1470067	NM_001170536	0	+	peak32	608
chr1	1447522	1470067	NM_018188	0	+	peak32	221
chr1	145507637	145511444	NM_005105	0	+	peak781	77
chr1	145516559	145523731	NM_001184795	0	+	peak782	518
chr1	145516164	145523731	NM_003846	0	+	peak782	123
chr1	145509819	145516076	NR_002328	0	-	peak782	-35
chr1	145586493	145589435	NM_001012758	0	-	peak783	-805
chr1	145592605	145610884	NM_006468	0	-	peak784	200
chr1	145611035	145688774	NM_014455	0	+	peak784	-49
chr1	145764594	145827103	NM_001097612	0	-	peak785	-53
chr1	145764594	145827103	NM_001097613	0	-	peak785	-53
chr1	145764594	145827103	NR_036541	0	-	peak785	-53
chr1	146626686	146644129	NM_005399	0	-	peak787	-10
chr1	146714290	146767441	NM_004284	0	+	peak788|peak789	91|-473
chr1	147400505	147465747	NM_016334	0	+	peak791	10
chr1	149871154	149872347	NM_016074	0	+	peak796	94
chr1	150237798	150241532	NM_001077628	0	-	peak798	62
chr1	150237798	150241532	NM_016022	0	-	peak798	62
chr1	150266268	150280818	NM_018997	0	+	peak799	-35
chr1	150266268	150280818	NM_031901	0	+	peak799	-35
chr1	150293927	150325703	NM_004698	0	+	peak800	45
chr1	150480486	150486264	NM_004425	0	+	peak801	3
chr1	150480486	150486264	NM_022664	0	+	peak801	3
chr1	1477053	1510262	NM_014188	0	-	peak33|peak34	-1283|-33
chr1	150898814	150937220	NM_001145415	0	+	peak803	36
chr1	150898814	150937220	NM_012432	0	+	peak803	36
chr1	150898824	150917794	NR_026977	0	+	peak803	46
chr1	151023448	151032125	NM_001038707	0	-	peak806	27
chr1	151032150	151040972	NM_006818	0	+	peak806	-2
chr1	151023448	151032125	NM_020239	0	-	peak806	27
chr1	151132224	151138424	NM_001136543	0	-	peak807	-35
chr1	151138516	151141612	NM_024041	0	+	peak807	127
chr1	151132224	151138370	NM_212551	0	-	peak807	19
chr1	151171020	151222006	NM_001135636	0	+	peak808	90
chr1	151171020	151222006	NM_001135637	0	+	peak808	90
chr1	151171020	151222006	NM_001135638	0	+	peak808	90
chr1	151171020	151222006	NM_003557	0	+	peak808	90
chr1	151313115	151319769	NM_000449	0	-	peak811	-395
chr1	151313115	151319769	NM_001025603	0	-	peak811	-395
chr1	151584661	151671559	NM_030918	0	+	peak813	262
chr1	151735444	151743805	NM_001134939	0	+	peak815	-540
chr1	151732124	151736040	NM_031420	0	-	peak815	-56
chr1	151745958	151763010	NM_001083963	0	-	peak816	236
chr1	151745958	151763010	NM_001083964	0	-	peak816	236
chr1	151745958	151763010	NM_001083965	0	-	peak816	236
chr1	151744040	151763010	NM_006862	0	-	peak816	236
chr1	151846059	151882113	NM_053055	0	-	peak817	-27
chr1	153028596	153029988	NM_005988	0	-	peak821	1947
chr1	153533586	153538306	NM_005978	0	-	peak825	886
chr1	153631144	153634325	NM_012437	0	+	peak827	-25
chr1	153700566	153746557	NM_023015	0	+	peak830	151
chr1	153901976	153919154	NM_014856	0	-	peak831	-659
chr1	153920153	153931043	NM_181715	0	-	peak832	107
chr1	153931588	153940188	NM_014437	0	-	peak833	-361
chr1	153940396	153946832	NM_130898	0	+	peak833	569
chr1	153946746	153950451	NM_006694	0	-	peak834	-292
chr1	153954127	153958806	NM_002870	0	-	peak835	-853
chr1	154127779	154155725	NM_001043351	0	-	peak838	14
chr1	154127779	154155725	NM_001043352	0	-	peak838	14
chr1	154127779	154155725	NM_001043353	0	-	peak838	14
chr1	154127779	154155725	NM_153649	0	-	peak838	14
chr1	154179182	154193273	NM_001098616	0	-	peak839	-83
chr1	154192654	154235978	NM_001127320	0	+	peak839	-536
chr1	154193324	154243328	NM_014847	0	+	peak839	134
chr1	154179182	154193273	NM_015449	0	-	peak839	-83
chr1	154179182	154193273	NM_138740	0	-	peak839	-83
chr1	154245038	154248349	NM_001018837	0	+	peak840	-92
chr1	154245038	154248349	NM_006118	0	+	peak840	-92
chr1	154377668	154440188	NM_000565	0	+	peak842	-166
chr1	154377668	154440188	NM_181359	0	+	peak842	-166
chr1	154521050	154531120	NM_017582	0	-	peak843	238
chr1	154554535	154600456	NM_001025107	0	-	peak844	-52
chr1	154897208	154909484	NM_006556	0	-	peak845	-463
chr1	154916560	154928567	NM_020524	0	-	peak846	-7
chr1	154929502	154934258	NM_138300	0	-	peak847	-64
chr1	154975111	154990998	NM_015872	0	+	peak849	1567
chr1	1550794	1565990	NM_001170686	0	+	peak36|peak37	805|-108
chr1	1550794	1565990	NM_001170687	0	+	peak36|peak37	805|-108
chr1	1550794	1565990	NM_001170688	0	+	peak36|peak37	805|-108
chr1	1551244	1565990	NM_001170689	0	+	peak36|peak37	1255|342
chr1	1550794	1565990	NM_080875	0	+	peak36|peak37	805|-108
chr1	1550794	1565990	NR_033183	0	+	peak36|peak37	805|-108
chr1	155158301	155162700	NM_001018016	0	-	peak854	1821
chr1	155158301	155162700	NM_001018017	0	-	peak854	1821
chr1	155158301	155162700	NM_001044390	0	-	peak854	1821
chr1	155158301	155162700	NM_001044391	0	-	peak854	1821
chr1	155158301	155162700	NM_001044392	0	-	peak854	1821
chr1	155158301	155162700	NM_001044393	0	-	peak854	1821
chr1	155158301	155162700	NM_002456	0	-	peak854	1821
chr1	155164967	155165063	NR_030281	0	+	peak854	446
chr1	155178489	155183613	NM_002455	0	+	peak855	-96
chr1	155165380	155177690	NM_007112	0	-	peak855	895
chr1	155178489	155183622	NM_198883	0	+	peak855	-96
chr1	155204239	155211069	NM_000157	0	-	peak858	-6
chr1	155204239	155211066	NM_001171812	0	-	peak858	-3
chr1	155225770	155232195	NM_005698	0	-	peak859	-82
chr1	155225771	155232195	NM_052837	0	-	peak859	-82
chr1	155232659	155243281	NM_003993	0	-	peak860|peak861	-264|96
chr1	155278704	155290457	NM_001135821	0	+	peak862	211
chr1	155278538	155290457	NM_001135822	0	+	peak862	45
chr1	155278538	155290457	NM_002004	0	+	peak862	45
chr1	155290251	155293938	NM_001039517	0	-	peak863|peak864	-730|301
chr1	155293727	155300909	NM_001105205	0	+	peak863|peak864	519|-512
chr1	155294217	155300909	NM_014328	0	+	peak863|peak864	1009|-22
chr1	155305052	155532324	NM_018489	0	-	peak865	201
chr1	155531771	155533732	NR_027023	0	+	peak865	-754
chr1	155580006	155584757	NM_018116	0	+	peak866	448
chr1	155719509	155826972	NM_001037533	0	-	peak867	-12
chr1	155734576	155826972	NM_032292	0	-	peak867	-12
chr1	155867600	155881177	NM_006912	0	-	peak868	-13
chr1	156024516	156028301	NM_001145264	0	+	peak869	41
chr1	156024516	156028301	NM_014017	0	+	peak869	41
chr1	156005092	156023516	NM_020131	0	-	peak869	959
chr1	156041805	156051789	NM_001093725	0	-	peak870	506
chr1	156084460	156107656	NM_005572	0	+	peak871|peak872	366|-6
chr1	156084460	156109878	NM_170707	0	+	peak871|peak872	366|-6
chr1	156084460	156109878	NM_170708	0	+	peak871|peak872	366|-6
chr1	156219016	156252620	NM_015327	0	-	peak877|peak878	-1407|127
chr1	156252703	156262235	NR_026678	0	+	peak877|peak878	1490|-44
chr1	156254069	156262235	NM_032323	0	+	peak878	1322
chr1	156262484	156265449	NM_144580	0	-	peak879	1
chr1	156278751	156308206	NM_001008800	0	-	peak880	204
chr1	156278751	156308206	NM_005998	0	-	peak880	204
chr1	156307104	156316783	NM_144627	0	+	peak880	-1306
chr1	156278751	156308206	NR_036564	0	-	peak880	204
chr1	156278751	156308206	NR_036565	0	-	peak880	204
chr1	156698262	156706751	NM_001142560	0	+	peak888|peak889	16|-393
chr1	156698262	156706751	NM_015997	0	+	peak888|peak889	16|-393
chr1	156692412	156697705	NM_030980	0	-	peak888|peak889	541|950
chr1	156707093	156710923	NM_024540	0	-	peak890	99
chr1	156707093	156710923	NM_145729	0	-	peak890	99
chr1	156737273	156770604	NM_005973	0	+	peak892	-16
chr1	156785541	156851642	NM_001007792	0	+	peak893	1727
chr1	15818796	15850790	NM_001229	0	-	peak197|peak198|peak199	41|396|738
chr1	15818796	15850790	NM_032996	0	-	peak197|peak198|peak199	41|396|738
chr1	15853351	15898226	NM_015291	0	+	peak199|peak200	1823|108
chr1	15943952	15987552	NM_032341	0	+	peak202	9
chr1	159750758	159752333	NM_017823	0	+	peak901	18
chr1	159887902	159895284	NM_003564	0	-	peak903|peak904	-864|405
chr1	159896828	159915386	NM_001135050	0	-	peak905	169
chr1	159896828	159915386	NM_020789	0	-	peak905	169
chr1	16010826	16061262	NM_015164	0	+	peak203	57
chr1	160185504	160232350	NM_015726	0	-	peak906	-72
chr1	160185504	160232318	NR_028103	0	-	peak906	-40
chr1	160185504	160232318	NR_028104	0	-	peak906	-40
chr1	160209012	160232318	NR_028105	0	-	peak906	-40
chr1	160209012	160232277	NR_028106	0	-	peak906	1
chr1	161087861	161095233	NM_001185092	0	+	peak909|peak910	570|61
chr1	161087906	161090983	NM_001185093	0	+	peak909|peak910	615|106
chr1	161087907	161090983	NM_001185094	0	+	peak909|peak910	616|107
chr1	161087861	161090983	NM_005600	0	+	peak909|peak910	570|61
chr1	161070346	161087866	NM_012394	0	-	peak909|peak910	-575|-66
chr1	161284165	161334533	NM_001035511	0	+	peak911	21
chr1	161284165	161334533	NM_001035512	0	+	peak911	21
chr1	161284165	161334533	NM_001035513	0	+	peak911	21
chr1	161284165	161334533	NM_003001	0	+	peak911	21
chr1	161676761	161684141	NM_001184866	0	+	peak912|peak913	347|41
chr1	161676761	161684141	NM_001184867	0	+	peak912|peak913	347|41
chr1	161676761	161684141	NM_001184870	0	+	peak912|peak913	347|41
chr1	161676761	161684141	NM_001184871	0	+	peak912|peak913	347|41
chr1	161676761	161684141	NM_001184872	0	+	peak912|peak913	347|41
chr1	161676761	161684141	NM_001184873	0	+	peak912|peak913	347|41
chr1	161676761	161684141	NM_032738	0	+	peak912|peak913	347|41
chr1	161692456	161697932	NM_001002901	0	+	peak914	537
chr1	16268365	16302627	NM_003443	0	-	peak208	-50
chr1	1634171	1655791	NM_024011	0	-	peak39	6
chr1	1571099	1655775	NM_033486	0	-	peak39	22
chr1	1571099	1655775	NM_033487	0	-	peak39	22
chr1	1571099	1655775	NM_033488	0	-	peak39	22
chr1	1571099	1655775	NM_033489	0	-	peak39	22
chr1	1571099	1655775	NM_033492	0	-	peak39	22
chr1	1571099	1655775	NM_033493	0	-	peak39	22
chr1	1634171	1655791	NM_033529	0	-	peak39	6
chr1	16558182	16563659	NM_030907	0	-	peak217	47
chr1	16576559	16678948	NM_018994	0	-	peak218	99
chr1	166808723	166823709	NM_017542	0	+	peak918	143
chr1	166825750	166845654	NM_053053	0	-	peak919	30
chr1	16693582	16724639	NM_001114600	0	+	peak219	-214
chr1	16693582	16724639	NM_015609	0	+	peak219	-214
chr1	166887995	166944561	NM_199351	0	-	peak920	318
chr1	167190142	167385317	NM_002697	0	+	peak922	296
chr1	167399877	167487847	NM_000734	0	-	peak923	-902
chr1	167399877	167487847	NM_198053	0	-	peak923	-902
chr1	167905907	168045079	NM_001017977	0	+	peak925	547
chr1	167887310	167906278	NM_001143674	0	-	peak925	-918
chr1	167887310	167905233	NM_015415	0	-	peak925	127
chr1	167905907	168045079	NM_018442	0	+	peak925	547
chr1	167887310	167905380	NR_026550	0	-	peak925	-20
chr1	168148170	168161632	NM_001031800	0	+	peak927	76
chr1	168148170	168171349	NM_152902	0	+	peak927	76
chr1	16890411	16939982	NM_017940	0	-	peak221	152
chr1	16972068	16976914	NR_027504	0	+	peak224	1179
chr1	169890471	170043879	NM_014970	0	-	peak934	-14
chr1	1682677	1709909	NM_023018	0	-	peak41|peak42	-18|427
chr1	171454665	171562649	NM_015172	0	+	peak936	96
chr1	171750760	171766855	NM_001007239	0	+	peak937	205
chr1	171750760	171766855	NM_014955	0	+	peak937	205
chr1	171750760	171766855	NM_015935	0	+	peak937	205
chr1	172410597	172413230	NM_002642	0	-	peak938	35
chr1	172410597	172413230	NM_153747	0	-	peak938	35
chr1	17248444	17299474	NM_014675	0	+	peak229	837
chr1	17312452	17338423	NM_001141973	0	-	peak230	70
chr1	17312452	17338423	NM_001141974	0	-	peak230	70
chr1	17312452	17338423	NM_022089	0	-	peak230	70
chr1	173446485	173457946	NM_004905	0	+	peak941	212
chr1	173768690	173793777	NM_001127181	0	-	peak942	36
chr1	173768690	173793270	NM_001171182	0	-	peak942	543
chr1	173793796	173827682	NM_018122	0	+	peak942	-17
chr1	173768690	173793777	NM_033319	0	-	peak942	36
chr1	173837492	173855774	NM_001122770	0	+	peak943	337
chr1	173837492	173842776	NM_032522	0	+	peak943	337
chr1	173833039	173837125	NR_002578	0	-	peak943	30
chr1	173836811	173836883	NR_002579	0	-	peak943	272
chr1	173835105	173835166	NR_002750	0	-	peak943	1989
chr1	173836016	173836076	NR_003941	0	-	peak943	1079
chr1	173835772	173835853	NR_003942	0	-	peak943	1302
chr1	173835448	173835509	NR_003943	0	-	peak943	1646
chr1	174968570	174981163	NM_001007214	0	+	peak945	-83
chr1	174968891	174981163	NM_014412	0	+	peak945	238
chr1	174983129	174992561	NM_022100	0	-	peak946	100
chr1	175913966	176176370	NM_001001740	0	-	peak947	437
chr1	175913966	176176370	NM_022457	0	-	peak947	437
chr1	17733251	17765057	NM_001136204	0	-	peak233	-82
chr1	17733251	17766220	NM_018715	0	-	peak233	-1245
chr1	178511930	178518024	NR_033186	0	+	peak949	189
chr1	179051111	179065127	NM_022371	0	+	peak950	60
chr1	179263016	179324452	NM_003101	0	+	peak951	130
chr1	179833576	179846941	NM_022347	0	-	peak952	75
chr1	179813067	179846941	NM_145034	0	-	peak952	75
chr1	179851419	179889212	NM_015602	0	+	peak953|peak954	-237|-1636
chr1	180123967	180167167	NM_001004128	0	+	peak955	-50
chr1	180123967	180167167	NM_002826	0	+	peak955	-50
chr1	180257352	180472022	NM_032360	0	-	peak959	-529
chr1	18081807	18153556	NM_030812	0	+	peak235	-17
chr1	180942178	180992046	NM_005819	0	-	peak961	33
chr1	181057637	181059977	NM_016545	0	+	peak962	-84
chr1	182350839	182361341	NM_001033044	0	-	peak970	-466
chr1	182350839	182360539	NM_001033056	0	-	peak970	336
chr1	182350839	182361341	NM_002065	0	-	peak970	-466
chr1	182808438	182857115	NM_001357	0	+	peak972|peak973	17|-750
chr1	182808438	182857115	NR_033302	0	+	peak972|peak973	17|-750
chr1	183595332	183604985	NM_005717	0	-	peak976	28
chr1	183605207	183897665	NM_015149	0	+	peak976	194
chr1	184760166	184943682	NM_052966	0	-	peak981	-110
chr1	185014550	185071740	NM_007212	0	+	peak982	-98
chr1	1849028	1850740	NM_178545	0	-	peak46	129
chr1	185265523	185286461	NM_006469	0	-	peak983	-72
chr1	186344889	186390502	NM_001164245	0	+	peak986	105
chr1	186344889	186390502	NM_001164246	0	+	peak986	105
chr1	186280787	186344457	NM_003292	0	-	peak986	327
chr1	186344889	186390502	NM_017847	0	+	peak986	105
chr1	19197925	19229293	NM_003748	0	-	peak246	115
chr1	19197925	19229293	NM_170726	0	-	peak246	115
chr1	192778168	192781406	NM_002923	0	+	peak989|peak990	-15|-401
chr1	193029003	193060904	NM_001042369	0	+	peak991	462
chr1	193029003	193060904	NM_001042370	0	+	peak991	462
chr1	193028551	193055114	NM_001173524	0	+	peak991	10
chr1	193029003	193060904	NM_001173525	0	+	peak991	462
chr1	193029003	193055114	NM_004600	0	+	peak991	462
chr1	192984899	193028521	NM_015984	0	-	peak991	20
chr1	193028551	193055114	NR_033393	0	+	peak991	10
chr1	193091087	193223940	NM_024529	0	+	peak992	89
chr1	19401001	19536746	NM_020765	0	-	peak251	48
chr1	19544584	19578046	NM_015047	0	-	peak252	96
chr1	19578074	19586621	NM_016183	0	+	peak252	-68
chr1	19638739	19655793	NM_001040125	0	+	peak253|peak254	58|-1533
chr1	19638739	19655793	NM_001040126	0	+	peak253|peak254	58|-1533
chr1	19630458	19638640	NM_003689	0	-	peak253|peak254	41|1632
chr1	19638739	19655793	NM_017765	0	+	peak253|peak254	58|-1533
chr1	197122813	197169672	NM_194314	0	-	peak993	791
chr1	19665266	19812066	NM_004930	0	-	peak256	-509
chr1	19923470	19956312	NM_001032363	0	+	peak257	247
chr1	19923470	19956312	NR_033757	0	+	peak257	247
chr1	19923470	19956312	NR_033758	0	+	peak257	247
chr1	200520624	200589862	NM_014875	0	-	peak997	47
chr1	200613165	200639126	NM_001031725	0	-	peak998	520
chr1	200938519	200992828	NM_017596	0	-	peak1001	-121
chr1	201452659	201476387	NM_001193570	0	-	peak1004	-82
chr1	201452659	201475967	NM_001193571	0	-	peak1004	338
chr1	201452659	201476387	NM_004078	0	-	peak1004	-82
chr1	201798287	201853421	NM_018085	0	+	peak1007	57
chr1	201951765	201975274	NM_020216	0	+	peak1009	-153
chr1	20208887	20239429	NM_015207	0	+	peak259	30
chr1	202317829	202407363	NM_001167857	0	+	peak1014	-15
chr1	202317829	202407363	NM_001167858	0	+	peak1014	-15
chr1	202317829	202557697	NM_002481	0	+	peak1014	-15
chr1	202696532	202777549	NM_006618	0	-	peak1017	-338
chr1	202860229	202896371	NM_021633	0	-	peak1019	-38
chr1	202909962	202927700	NM_001127687	0	-	peak1020	-332
chr1	202909962	202927485	NM_015999	0	-	peak1020	-117
chr1	202931000	202936404	NM_016243	0	-	peak1021	-135
chr1	202976535	202992667	NM_001079809	0	+	peak1022	134
chr1	202976533	202993197	NM_138391	0	+	peak1022	132
chr1	202955580	202976393	NR_036557	0	-	peak1022	8
chr1	203274663	203278727	NM_006763	0	+	peak1027	359
chr1	203267885	203274453	NR_034150	0	-	peak1027	-149
chr1	203267885	203274453	NR_034151	0	-	peak1027	-149
chr1	203766650	203769588	NM_001174108	0	+	peak1033	1978
chr1	203764750	203823255	NM_014827	0	+	peak1033	78
chr1	203830739	203840278	NM_003094	0	+	peak1034	20
chr1	204100190	204121307	NM_018208	0	-	peak1036	-118
chr1	204187981	204329044	NM_014935	0	-	peak1038	48
chr1	204372493	204380944	NM_032833	0	-	peak1039	158
chr1	204485510	204527247	NM_002393	0	+	peak1041	-154
chr1	204485510	204527247	NR_024171	0	+	peak1041	-154
chr1	205055271	205091150	NM_001193272	0	-	peak1046	284
chr1	205055271	205091150	NM_001193273	0	-	peak1046	284
chr1	205055271	205091150	NM_005057	0	-	peak1046	284
chr1	205111631	205180727	NM_015375	0	-	peak1047	129
chr1	205111631	205180727	NM_199462	0	-	peak1047	129
chr1	205271192	205290883	NM_030952	0	-	peak1050	62
chr1	205585234	205602000	NM_001973	0	-	peak1055	-1444
chr1	205588397	205602000	NM_021795	0	-	peak1055	-1444
chr1	205626980	205649630	NM_033102	0	-	peak1056	-601
chr1	205737114	205744610	NM_001135662	0	-	peak1057	-129
chr1	205737114	205744610	NM_001135663	0	-	peak1057	-129
chr1	205737114	205744610	NM_001135664	0	-	peak1057	-129
chr1	205737114	205744610	NM_003929	0	-	peak1057	-129
chr1	206764973	206785904	NM_006893	0	-	peak1062	-78
chr1	206808880	206822541	NM_001004023	0	+	peak1064	-33
chr1	206808880	206822541	NM_003582	0	+	peak1064	-33
chr1	207101868	207119811	NM_002644	0	-	peak1068	41
chr1	207226619	207254367	NM_001018053	0	+	peak1070	24
chr1	207226619	207251161	NM_006212	0	+	peak1070	24
chr1	207494816	207534309	NM_000574	0	+	peak1072	-169
chr1	207494816	207534309	NM_001114752	0	+	peak1072	-169
chr1	207925382	207968860	NM_002389	0	+	peak1074	33
chr1	207925382	207968860	NM_153826	0	+	peak1074	33
chr1	207925382	207968860	NM_172350	0	+	peak1074	33
chr1	207925382	207968860	NM_172351	0	+	peak1074	33
chr1	207925382	207968860	NM_172352	0	+	peak1074	33
chr1	207925382	207968860	NM_172353	0	+	peak1074	33
chr1	207925382	207968860	NM_172359	0	+	peak1074	33
chr1	207925382	207968860	NM_172361	0	+	peak1074	33
chr1	207991723	207995940	NR_026817	0	+	peak1076	427
chr1	20825942	20834674	NM_024544	0	-	peak262	-88
chr1	20959947	20978003	NM_032409	0	+	peak265	45
chr1	209848669	209849734	NM_015714	0	+	peak1081	1840
chr1	209955661	209957890	NM_152485	0	-	peak1083	38
chr1	210001311	210030908	NM_014388	0	+	peak1084	-62
chr1	21046224	21059133	NM_001103160	0	-	peak269	576
chr1	21046224	21059133	NM_001103161	0	-	peak269	576
chr1	21069170	21113181	NM_016287	0	-	peak270	174
chr1	210851656	211307457	NM_002238	0	-	peak1090	86
chr1	210851656	211307457	NM_172362	0	-	peak1090	86
chr1	211432707	211489723	NM_001136223	0	+	peak1091|peak1092|peak1093	974|299|-1489
chr1	211432707	211489723	NM_001136224	0	+	peak1091|peak1092|peak1093	974|299|-1489
chr1	211432707	211486657	NM_001136225	0	+	peak1091|peak1092|peak1093	974|299|-1489
